gene_name,TCGA-A4-7288-01,TCGA-A4-7583-01,TCGA-A4-7584-01,TCGA-A4-7585-01,TCGA-A4-7734-01,TCGA-A4-7915-01,TCGA-A4-7997-01,TCGA-A4-8098-01,TCGA-A4-8311-01,TCGA-A4-8517-01,TCGA-A4-8630-01,TCGA-A4-A57E-01,TCGA-AL-3472-01,TCGA-AL-3473-01,TCGA-AL-7173-01,TCGA-B1-5398-01,TCGA-B1-7332-01,TCGA-B1-A47M-01,TCGA-B1-A47N-01,TCGA-B1-A654-01,TCGA-B1-A657-01,TCGA-B3-8121-01,TCGA-B9-5155-01,TCGA-B9-5156-01,TCGA-B9-7268-01,TCGA-B9-A44B-01,TCGA-B9-A5W7-01,TCGA-B9-A5W8-01,TCGA-B9-A5W9-01,TCGA-B9-A69E-01,TCGA-BQ-5875-01,TCGA-BQ-5877-01,TCGA-BQ-5878-01,TCGA-BQ-5879-01,TCGA-BQ-5880-01,TCGA-BQ-5881-01,TCGA-BQ-5882-01,TCGA-BQ-5883-01,TCGA-BQ-5885-01,TCGA-BQ-5887-01,TCGA-BQ-5888-01,TCGA-BQ-5889-01,TCGA-BQ-5890-01,TCGA-BQ-5891-01,TCGA-BQ-5892-01,TCGA-BQ-5893-01,TCGA-BQ-5894-01,TCGA-BQ-7044-01,TCGA-BQ-7046-01,TCGA-BQ-7048-01,TCGA-BQ-7050-01,TCGA-BQ-7051-01,TCGA-BQ-7053-01,TCGA-BQ-7055-01,TCGA-BQ-7058-01,TCGA-BQ-7059-01,TCGA-BQ-7060-01,TCGA-BQ-7061-01,TCGA-BQ-7062-01,TCGA-DW-5560-01,TCGA-DW-5561-01,TCGA-DW-7834-01,TCGA-DW-7837-01,TCGA-DW-7838-01,TCGA-DW-7839-01,TCGA-DW-7840-01,TCGA-DW-7841-01,TCGA-DW-7842-01,TCGA-DW-7963-01,TCGA-DZ-6131-01,TCGA-DZ-6132-01,TCGA-DZ-6133-01,TCGA-DZ-6134-01,TCGA-DZ-6135-01,TCGA-EV-5901-01,TCGA-EV-5902-01,TCGA-EV-5903-01,TCGA-F9-A4JJ-01,TCGA-G7-6789-01,TCGA-G7-6790-01,TCGA-G7-6792-01,TCGA-G7-6793-01,TCGA-G7-6795-01,TCGA-G7-6796-01,TCGA-G7-6797-01,TCGA-G7-7501-01,TCGA-G7-7502-01,TCGA-G7-A4TM-01,TCGA-GL-6846-01,TCGA-GL-7773-01,TCGA-GL-7966-01,TCGA-GL-8500-01,TCGA-GL-A4EM-01,TCGA-GL-A59R-01,TCGA-HE-7128-01,TCGA-HE-7129-01,TCGA-HE-A5NF-01,TCGA-HE-A5NH-01,TCGA-HE-A5NI-01,TCGA-HE-A5NJ-01,TCGA-HE-A5NL-01,TCGA-IA-A40U-01,TCGA-IA-A40X-01,TCGA-IA-A40Y-01,TCGA-IZ-8195-01,TCGA-IZ-8196-01,TCGA-IZ-A6M8-01,TCGA-J7-6720-01,TCGA-J7-8537-01,TCGA-KV-A6GD-01,TCGA-KV-A6GE-01,TCGA-MH-A55Z-01,TCGA-MH-A560-01,TCGA-MH-A562-01,TCGA-P4-A5E6-01,TCGA-P4-A5E7-01,TCGA-P4-A5E8-01,TCGA-P4-A5EA-01,TCGA-P4-A5EB-01,TCGA-P4-A5ED-01,TCGA-PJ-A5Z8-01,TCGA-PJ-A5Z9-01,TCGA-Q2-A5QZ-01
THEM4,3.2973,2.7679,3.0428,3.4007,3.2065,2.9205,2.9637,3.1669,3.154,2.7007,3.0163,3.5994,3.7529,2.8641,2.9469,2.3048,3.1442,2.8858,3.6417,3.2174,3.0481,3.4843,3.2297,2.6873,2.3926,2.7847,2.8641,2.2144,3.5633,3.2973,3.1129,3.6486,3.616,2.667,2.3898,1.8404,2.5852,3.9374,4.3285,1.9034,3.417,2.9857,3.5694,4.2204,2.6895,3.3407,1.7995,2.77,3.0602,3.5535,3.1669,3.1179,3.2189,4.796,2.362,3.0217,2.6208,3.309,2.7161,3.3675,3.8601,3.6136,3.1653,3.2722,3.0944,2.9356,3.4156,3.3591,2.4144,3.3336,2.8096,3.0944,2.651,2.826,2.9262,2.8877,2.7095,3.5754,3.0056,2.8838,3.027,2.8321,2.1541,3.2096,1.7489,3.8788,3.245,3.5851,2.561,3.2328,3.1294,3.3192,2.2573,3.7741,2.5756,2.9319,3.0568,3.3787,2.9319,3.4752,3.1829,3.3828,2.9167,4.6083,2.6624,3.0927,2.4035,3.1507,3.837,2.9984,2.8178,3.8421,2.8462,3.1458,3.1924,3.7475,3.1409,2.6647,3.4674,3.7518,2.6232,3.3717,3.2496
THPO,-9.9658,-9.9658,2.3816,-3.0469,-3.816,-5.0116,1.1512,1.4441,-5.0116,-5.5735,-3.458,3.4752,-1.685,2.4225,-3.1714,-9.9658,-0.6873,-9.9658,-1.9379,-2.3147,0.5859,-4.035,-3.458,0.5955,-6.5064,-3.816,1.9377,0.4125,-4.2934,1.3167,-4.2934,-3.0469,2.0776,-3.3076,-0.5332,-5.5735,-0.4921,-5.0116,1.8722,0.5069,-3.816,-0.0574,-2.3147,-4.6082,-1.9942,-3.6259,-2.2447,-5.0116,-5.0116,-3.6259,2.7183,2.3337,3.0092,-5.5735,-6.5064,-2.9324,1.9675,-3.1714,-2.7274,-1.5951,-0.8339,-1.2481,-2.7274,-4.2934,-4.2934,2.5462,-2.2447,-3.816,-2.3147,-2.7274,-1.6394,2.0395,-3.816,-1.7809,-1.8314,-9.9658,0.2277,-3.6259,-3.816,2.7292,-4.6082,-2.7274,-2.3884,-2.8262,-3.6259,3.6578,-0.6873,-0.5543,-5.5735,-3.3076,-3.0469,-2.3884,-4.6082,-3.0469,-4.6082,-4.2934,-1.1488,-5.0116,-4.035,-2.3147,-5.0116,-4.6082,2.5188,-0.7588,-5.5735,-5.5735,-2.3147,-3.816,3.9719,2.1574,1.7009,-5.5735,-9.9658,-0.8599,-4.035,1.9968,-0.5332,-2.5479,1.6558,0.6425,0.2642,-0.0425,-0.2159
THRA,5.4296,4.2736,5.4383,3.7061,4.865,4.2593,3.8788,2.8916,3.7815,5.1441,4.846,5.4925,5.0523,3.0481,4.6399,3.5436,4.3958,4.8987,4.8535,4.9603,4.846,4.235,5.3972,3.8541,4.4797,4.5293,5.191,3.927,5.3288,4.5534,4.4128,4.6944,4.3206,3.4451,3.2282,3.5224,4.1676,4.8885,5.0618,3.3633,3.9654,3.8954,4.0748,4.6793,4.3965,4.182,3.2572,3.2796,4.4588,4.6083,4.2389,4.6927,5.1173,3.831,4.5559,4.3951,4.7165,4.9814,5.0211,4.735,4.49,5.1334,4.866,3.6691,5.7856,5.1231,4.2892,5.5647,3.453,4.6118,4.4006,5.3027,5.0157,4.6271,5.4159,5.0968,4.7672,3.2572,5.5239,4.8177,4.3111,4.3737,5.3173,4.5571,5.0657,4.5766,5.447,4.9566,4.9322,4.1571,4.2495,4.5723,3.793,5.1367,4.382,5.3995,4.4868,5.0211,3.9682,5.1807,4.2788,5.0943,4.3903,3.6714,4.7209,5.0144,4.4364,4.9103,3.4791,4.6491,4.5374,5.1879,4.506,4.6809,4.4027,4.3484,4.3492,2.7508,4.8881,4.3889,4.0019,4.8793,4.061
THRB,2.0638,-4.6082,0.7321,0.8647,2.753,2.2082,2.1509,0.1776,0.7146,0.3346,1.2085,0.1388,1.0711,-3.3076,0.8082,0.5069,1.0007,-0.6873,-0.1993,0.7233,0.4552,0.5955,0.24,1.7954,1.2516,-0.394,0.5069,0.1776,0.7579,0.4657,-2.3147,1.196,1.2333,3.6916,-0.3383,-0.4325,1.8879,2.4359,0.6239,0.6517,-0.0877,0.3796,-0.4131,1.7229,0.7916,2.2206,1.4228,-0.1187,1.2516,1.614,1.3901,0.7579,2.036,2.7007,-0.8863,1.5902,1.3454,1.0433,1.196,1.0779,-0.0574,0.6425,0.8327,1.2023,2.2753,-0.3383,0.0854,2.5731,0.7579,2.1574,1.3679,0.9419,1.1641,2.6602,2.1734,2.8779,1.5758,1.9968,1.196,1.683,1.5998,1.6374,-1.4305,-0.2845,2.0004,1.8242,1.2516,0.7748,1.9034,1.0222,2.3926,-0.9971,-1.6394,0.3231,1.4704,0.0854,0.3685,1.6695,0.2642,-0.8863,0.4865,-1.685,0.7916,-2.1779,0.2642,2.0912,-0.9971,0.346,1.4756,0.4967,0.1903,-0.1504,-3.816,-0.0877,-1.5522,0.6425,1.8643,1.0007,1.0363,0.9493,0.8568,0.0158,-0.7834
TIAM1,-1.3921,-0.0877,-0.1828,0.5069,1.1833,2.0254,1.2934,-1.3921,-1.9942,-0.6416,-1.5522,-1.9379,-0.8599,0.7146,0.1903,0.8327,-1.7322,-0.6193,1.0433,0.6332,-0.3383,1.1184,-1.3921,0.5955,-1.0559,-0.3752,0.2998,0.8327,-1.2828,0.7999,-0.5756,0.9115,-0.1828,0.4125,-0.3566,-0.1031,-0.1665,-0.394,1.0293,0.044,-0.2328,1.2815,-0.4325,-1.0262,0.2762,-1.1811,-0.1504,-1.4305,-0.2671,-0.8863,-1.5522,-1.2481,-0.7346,0.1124,-2.3147,0.7493,-0.2159,-0.6416,0.4657,0.3796,-1.2481,0.4865,-0.4325,0.8726,-2.2447,0.4552,1.3167,0.2762,-0.4325,0.4016,2.3508,-1.1488,0.537,0.2998,1.0915,-1.7809,1.6649,-0.7588,-1.3921,-1.9942,1.1706,-0.3201,-0.5332,-0.8599,-1.7809,-0.9406,0.058,1.0222,-0.6193,0.688,0.0718,-1.9942,-0.9132,-0.3752,1.9527,-0.8084,0.5568,0.4016,-0.4131,0.8961,0.2642,-0.7346,-1.0862,-1.5105,-1.6394,0.1124,0.4967,0.2029,-0.0725,1.0642,0.7321,-0.8863,-1.9942,1.5806,-1.1811,0.1519,-2.6349,1.2756,-1.8836,3.2313,1.1316,-2.3884,0.5069
TICAM1,3.7302,4.0969,4.7318,4.2281,4.5928,3.9403,4.6247,4.1044,3.483,4.2825,3.833,3.9599,4.2563,3.6928,4.0162,4.4784,4.0653,4.1587,3.9421,4.3378,3.8167,3.2143,3.9079,4.1498,4.001,4.1867,4.652,4.1359,3.6089,3.0515,2.8936,3.7825,4.1515,3.8896,3.5645,3.074,3.992,2.3843,4.9801,2.4171,3.3897,3.9487,3.6804,4.4628,4.4088,3.3773,3.4411,4.0515,4.0331,3.2189,3.66,4.322,4.3046,2.4727,3.3535,4.4529,3.9108,4.1261,4.3972,4.89,4.468,5.5047,4.6657,3.991,3.9365,4.5148,5.0117,4.7038,3.1278,3.1892,3.9974,4.0926,3.9346,5.3837,4.4673,4.6306,4.5161,3.5498,3.8126,4.5602,5.5699,4.1506,3.8827,4.576,4.4732,3.2602,3.7171,4.6148,3.871,4.3562,3.0393,3.6242,2.77,4.4945,3.7378,4.0909,2.694,4.905,3.8228,4.7464,4.1523,3.6714,4.7872,3.4251,2.7336,4.3548,3.7825,4.1409,3.4868,3.9468,4.3349,4.3155,2.3649,4.3198,4.281,3.345,3.8551,2.7951,4.7055,3.5669,3.0376,3.5621,3.4237
TICAM2,1.0847,1.4441,-0.3201,0.3907,0.5763,-2.4659,1.3283,0.2642,-0.0877,-0.5543,-0.5756,0.4552,1.0915,2.945,0.4865,0.2522,0.9268,0.4967,0.5271,0.0158,0.7146,0.8408,0.7579,0.434,-0.394,0.2154,0.0718,1.8762,-0.0425,0.2029,-0.4521,2.0395,-0.6193,-1.9379,0.0854,-0.7108,0.6239,0.2277,0.3907,0.3796,1.3511,1.766,0.7916,0.1388,1.4011,-1.2142,0.0158,0.0854,-0.8863,-0.4521,-0.4521,-2.5479,0.5069,-0.7346,-0.1504,0.7058,-0.6193,0.6332,-0.1031,0.2998,0.346,0.1388,0.9642,0.547,0.6517,0.5763,0.8961,0.2642,-3.816,0.2277,1.5115,-0.0574,0.1124,0.1648,0.5568,-0.3201,0.6969,-0.2498,0.6332,-1.0559,-1.0262,-1.6394,0.4657,0.517,0.2277,-0.1345,1.5758,0.7664,-1.2828,0.0854,-1.2142,0.7999,-1.5951,0.4552,0.8568,0.1648,0.5859,0.9343,0.4865,0.2998,0.1388,0.2029,0.4967,1.0573,-0.8339,-0.6643,0.4865,1.1447,0.5763,0.4125,0.2642,0.7058,-0.7834,0.0158,0.8082,-0.6193,-0.7346,1.1382,0.346,2.6371,1.5165,0.7579,0.1124
TIMP1,7.4804,8.294,7.6996,8.3565,8.2796,8.2478,8.2504,8.0019,7.9718,7.3364,8.0287,7.1941,9.8963,8.7138,10.0275,9.1002,9.7306,9.2542,9.5642,10.5265,7.8677,9.3538,8.3065,8.6733,8.0146,8.413,8.2128,8.4705,8.0843,8.3313,7.7262,9.1163,7.3409,7.9844,9.1387,8.4585,8.2182,7.7731,10.3666,9.0753,10.3788,11.2399,8.372,8.9762,7.7118,9.943,9.9617,8.6716,8.1898,9.37,7.6551,7.4379,8.4758,7.6821,8.4592,8.6495,7.3317,8.2504,8.4451,9.4357,9.005,9.3369,8.6444,9.2452,8.4011,8.9839,9.0515,8.2442,8.6086,7.5544,9.6096,7.1183,8.1483,8.8289,8.343,8.8328,9.1576,9.3376,10.7502,7.9687,9.6767,9.047,8.2134,10.3729,7.7995,8.4899,10.2679,9.3915,8.5057,9.2227,8.214,7.8722,8.4754,8.7229,7.8187,8.4325,8.5938,8.9393,8.8537,8.8961,8.097,9.2212,7.5249,9.1132,8.1185,7.8855,9.3562,8.9197,9.3931,9.4119,8.8964,8.7346,7.4721,10.1462,9.7801,8.8835,10.2884,10.6935,9.1108,10.6273,8.722,8.7295,10.8302
TIRAP,2.3649,1.7097,1.2271,2.0004,2.4465,2.0218,1.9527,2.0535,1.1833,1.6785,1.2271,2.7336,0.7233,1.4335,1.2147,1.9968,1.0151,0.8327,0.8408,0.4016,0.9268,2.0979,1.4441,1.5266,0.9568,-0.0277,1.1382,2.0183,1.6093,2.1606,2.2783,2.1013,2.8779,1.6875,1.0503,-0.6643,1.2394,2.8542,1.787,1.816,1.4335,1.3567,0.1257,2.043,2.1114,1.8444,1.9452,0.5069,1.2333,1.674,1.6964,2.1541,1.9564,2.1047,0.099,1.8683,1.4808,2.1509,1.5709,1.6234,1.1382,0.4447,1.334,0.6969,1.9931,1.1316,1.4859,2.004,0.3685,2.6138,2.4386,1.4281,1.4911,2.2051,2.5634,2.1114,1.8444,2.1476,1.6875,1.3567,1.4859,1.4174,0.605,1.0642,2.7572,2.4252,1.7786,1.4494,1.6327,1.5465,2.409,1.7141,1.3167,1.816,1.683,1.4011,1.4335,1.8957,0.346,0.9343,0.5763,1.0847,1.5709,1.2516,1.1833,1.9601,0.2642,1.1316,1.3225,1.125,0.24,0.5568,0.2029,0.4865,0.1648,1.5709,1.7912,0.5666,2.2113,1.7489,1.8484,0.9419,1.3791
TKFC,6.1999,5.6221,5.4676,6.3997,5.4951,4.9069,5.3896,4.6776,5.6924,5.4806,5.9842,5.1831,5.4186,4.8455,5.5417,5.4233,5.5922,6.4197,5.5072,6.0726,5.5549,5.6781,6.0235,5.8711,5.6433,6.4211,5.6142,5.4226,5.939,5.1668,5.2544,5.2005,5.8602,4.5199,6.0032,5.2769,4.5021,5.6778,5.8907,5.7407,6.1741,5.166,5.843,5.2862,6.523,4.588,5.5898,4.7033,5.7743,5.2506,5.2388,6.8128,5.7068,4.4945,5.967,4.9851,5.773,5.5119,5.8785,6.2298,5.8553,5.5361,4.9007,5.1404,5.7589,5.9331,5.43,5.6789,4.9764,5.9962,5.3657,6.1243,5.523,5.4967,5.4663,6.0023,5.7613,6.3245,5.403,6.6661,5.4637,5.5488,5.7871,5.599,5.6203,5.5796,4.97,5.6938,5.6282,5.9725,5.0113,6.3071,5.0063,6.1363,5.2597,6.2557,6.0446,5.7885,5.7143,6.0596,5.3824,6.1971,4.6606,5.4951,5.1494,5.4851,5.9656,5.3227,4.8228,5.6465,5.7581,5.858,5.6393,6.0721,6.2945,5.7602,5.1839,4.8944,6.749,5.3896,5.1712,5.9282,7.1095
TLE1,4.6018,4.8714,4.0304,3.5199,5.2814,5.0041,4.3779,3.5645,3.8218,4.1335,3.9838,3.9232,3.8993,3.7453,4.096,4.1708,3.7226,4.4549,3.2049,3.8095,4.2518,4.1449,4.7269,4.1002,4.1515,4.0019,5.288,4.7071,4.1523,3.3061,4.182,3.6691,5.7173,4.7044,2.9281,3.1344,4.9303,2.7826,4.2204,2.4805,4.0144,4.1547,4.1716,4.2706,3.1637,5.3948,4.9887,3.7356,4.701,4.523,3.958,4.2548,3.7688,4.1433,3.2251,3.8521,4.2134,4.8768,4.3702,4.1732,3.4384,4.863,5.0054,5.4006,3.7529,3.8511,3.7028,4.3744,3.9992,3.0234,4.0619,3.7667,4.0816,4.853,4.7038,4.9227,4.6713,4.4745,4.7307,3.9847,4.9317,4.0419,3.7794,4.1474,3.864,3.2282,3.1556,4.5161,3.7204,4.8238,5.0131,4.439,3.0092,4.0833,4.3632,4.5898,3.4034,4.6095,4.0001,5.1157,3.9251,4.5167,3.8621,2.9893,3.4075,4.576,4.735,3.9421,3.5399,5.0414,5.1281,4.1978,4.0001,3.421,3.8391,4.8079,4.1194,3.9175,4.0198,4.4855,4.3364,3.9506,3.6657
TLE2,3.1179,4.0653,3.7083,0.9191,4.6012,3.0376,2.6533,3.7028,5.0828,3.8818,4.4996,-0.394,5.033,1.1316,2.1013,0.8961,2.2872,4.7777,5.8004,5.6764,3.6994,3.8167,4.3349,2.5996,3.7237,1.9675,4.2526,1.3735,4.3876,3.0688,1.4174,3.3869,2.3592,3.29,0.4865,1.6875,2.5561,3.9089,-0.2671,2.5852,4.048,3.5947,-1.3548,3.4007,1.1512,3.7982,3.47,3.603,0.9935,3.4384,2.2901,3.1955,3.0252,4.8115,-1.1172,2.676,1.8323,2.4649,3.7815,5.3209,4.9896,3.5596,3.6555,1.8323,4.696,4.7809,3.9571,4.5009,1.4859,1.0779,3.1685,5.0875,3.9118,3.8441,5.2869,4.7819,3.9515,3.2944,3.4129,1.4652,3.3897,3.3435,5.0592,3.1311,4.7115,0.3685,4.2041,5.5164,3.8177,3.7094,3.3076,3.9089,2.3251,4.7991,3.1572,4.3506,1.3051,3.5923,4.6189,5.2582,3.8259,4.2936,3.5645,4.4417,3.5073,5.1081,2.4597,3.0774,0.4761,3.8126,5.0968,4.2119,2.8402,4.382,3.1129,4.7312,4.8992,1.8996,1.8524,4.9552,3.7603,4.7138,1.0151
TLE3,4.2181,2.9319,2.7951,3.5791,3.8208,3.3883,3.8075,3.1507,3.0944,3.4007,2.8482,3.2018,3.1377,3.2647,4.0705,3.7061,3.9534,3.2677,2.5487,3.7302,2.5634,4.0696,3.9031,3.6219,3.9506,4.838,3.6972,3.4543,2.2901,4.2017,3.0876,4.546,4.1053,4.2196,2.874,2.7742,3.2973,4.3371,3.8033,4.174,2.8897,4.5657,3.091,3.66,4.4732,3.9673,4.3046,3.4237,3.1733,3.6463,3.2251,4.208,3.5633,4.1531,2.1444,4.2142,2.4779,3.4583,3.2856,3.7226,3.1523,3.1813,3.1278,3.4583,3.4129,4.3162,3.7709,4.3227,2.6325,4.0653,4.6949,3.4358,3.7529,3.9929,4.4556,3.7741,3.7656,3.6101,4.3278,4.1078,3.7961,4.844,3.3675,2.9655,3.6872,3.0688,3.2359,3.1145,2.9013,4.7693,3.1749,2.7742,3.0323,3.7603,3.3787,3.8259,2.3508,3.6486,3.3235,3.4477,2.8096,3.002,4.3924,3.7688,2.6693,3.9682,3.8541,2.9507,3.7356,3.0842,3.6405,2.982,2.6738,3.7094,4.1994,3.4933,3.4856,3.8033,2.8341,4.944,2.8055,3.4129,3.5461
TLE4,2.0979,3.3421,2.7139,2.7636,3.5047,2.036,2.9581,1.4756,3.1491,2.8137,2.8877,0.1124,2.296,1.1447,1.5115,2.8199,2.4779,2.1957,2.5511,1.5998,2.8641,3.074,3.7625,3.1129,3.325,0.4552,2.9167,2.9729,3.1523,1.3225,1.7053,2.1147,3.2796,1.0983,1.8879,-0.0425,1.7185,0.6239,1.8078,1.4704,0.3907,2.4883,1.5064,2.5756,1.1577,1.8323,1.8078,0.7832,2.5585,2.2421,2.5036,2.9394,3.1604,2.2206,0.688,3.0706,2.9243,1.1184,3.0944,2.2513,1.9749,2.9338,3.3577,2.3451,4.1875,2.609,2.667,4.1145,1.6374,3.2267,3.5287,3.2328,3.0825,3.8085,3.66,3.7378,3.4726,1.6045,1.8484,2.7227,3.453,0.4016,1.3567,1.2992,3.7432,1.7828,2.8117,3.1294,2.982,3.1129,3.1971,2.5137,1.5064,3.1195,3.5424,3.6669,2.0638,3.4687,2.0076,3.1079,2.4198,2.5413,2.1013,1.0079,1.7097,3.5473,1.5563,2.8014,0.679,2.3222,2.1213,2.561,0.8488,1.8643,1.5854,3.0671,0.9789,1.4335,2.4492,1.949,2.8701,1.9895,-0.3566
TLE6,-5.0116,-1.9379,-2.2447,-2.9324,-0.6873,0.4016,0.517,0.346,-2.6349,-2.3147,-1.8314,-2.6349,-1.9379,-1.8314,0.2029,-3.816,-1.0862,-3.0469,-0.9406,0.5859,-3.458,-2.4659,-1.1172,-3.816,-0.8084,-0.6193,-3.6259,-0.0574,0.1124,0.5859,-2.4659,0.058,0.1257,1.8683,-5.5735,-2.6349,0.688,3.2236,-2.0529,0.6517,3.1195,0.2998,-4.2934,-2.2447,-2.6349,0.7146,0.03,0.3346,-2.5479,-1.3183,-1.8314,-3.1714,-2.4659,2.2421,-2.7274,-2.4659,-3.3076,-1.5522,-2.3147,0.6332,-0.3022,-3.458,-1.9942,-1.5105,2.4649,-0.9971,-0.5543,-2.2447,-2.4659,-0.9971,-0.3383,-2.6349,-3.0469,-1.8836,-1.9379,-0.2671,-1.8314,2.0465,0.5859,-3.458,1.1577,2.6624,-2.7274,-1.9379,-1.1811,-2.3147,-0.4325,-0.8599,-1.7322,2.3106,0.1648,-1.8314,0.4233,-1.0262,-0.7588,-1.3548,-0.9406,-2.2447,-3.6259,1.1447,-2.6349,-2.5479,-1.8836,0.7832,-1.9379,-1.3921,-3.458,-2.6349,-1.3921,-1.3548,-1.2481,-3.6259,-1.1172,-1.4305,-1.2481,-1.0262,0.7748,1.4388,-0.4719,1.5465,0.3685,-1.1488,0.5666
TLE7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLN1,6.8271,6.8429,6.2348,6.3313,6.542,6.6059,5.9998,6.6646,6.359,6.323,6.6088,6.2608,6.2644,6.3635,6.8373,7.1551,7.391,6.6639,5.825,6.0299,7.0289,7.2086,6.5814,6.5399,6.8188,7.1944,6.6172,7.4452,6.7282,6.5255,6.7029,7.2196,6.3872,6.086,6.6152,5.36,6.7714,5.8493,6.9195,6.9598,5.7709,7.2745,7.4204,6.0396,6.8905,6.52,7.2376,6.4155,6.6874,5.8515,6.969,6.5944,7.2666,6.2091,6.6221,7.3154,6.455,7.3355,7.0905,6.3782,6.7706,6.7594,6.6187,6.3413,6.6925,6.6544,6.9803,6.7466,5.5919,6.9774,7.2924,6.8266,6.6675,6.5785,6.7256,6.8962,6.6121,7.1018,6.9229,6.8056,6.672,6.0892,5.85,6.0943,6.5138,6.0233,6.8007,6.7782,6.626,7.0608,6.5077,6.4766,6.5907,6.9417,6.9028,6.804,6.598,6.3976,6.0768,6.4862,6.3107,6.3718,7.0386,6.5535,7.1522,6.2638,6.5387,6.7122,6.3221,7.2231,6.2342,6.5429,6.1647,6.115,6.6909,6.2103,6.6326,6.0251,5.8861,6.6792,6.6206,6.3185,4.6502
TLN2,5.037,3.4251,4.2691,4.5161,2.9338,2.004,3.2944,4.3227,2.9637,3.8187,4.2578,3.3379,2.2019,2.8219,2.8602,2.3953,4.225,2.4857,2.1574,2.128,3.2435,3.3421,4.1384,4.0969,3.8581,4.1676,4.2877,3.2841,2.9562,5.0313,3.8002,2.1509,3.6725,2.3592,3.5742,2.2663,4.6826,2.6114,2.2633,2.8622,2.0878,2.4779,2.9765,1.3397,4.2165,1.0915,2.3871,3.8198,4.0436,5.2262,4.7887,3.3633,4.0926,2.1147,3.3278,4.0688,4.9561,5.434,3.5547,1.8242,3.2557,2.6805,3.4843,3.6077,3.5212,3.0305,3.1987,3.652,3.8187,2.7615,3.1588,4.1285,4.0739,3.6428,2.9052,4.8125,3.5362,2.3871,1.3623,3.9552,3.9496,1.949,2.7487,2.4597,5.1115,4.6433,3.1129,2.4831,4.5814,3.3675,2.6624,4.0019,3.5035,3.4102,3.9938,4.4628,4.4483,3.9356,2.6348,2.7826,3.0463,3.402,3.835,2.791,3.2826,3.9636,3.9663,3.2405,4.2165,3.3745,3.5287,3.3061,4.4919,2.328,3.8973,3.222,2.036,0.3796,4.1368,2.0742,2.4465,3.6066,2.2783
TLR1,1.0573,2.5683,1.4065,2.6161,2.0604,1.5115,2.9692,1.9415,0.2998,1.3901,0.3231,1.1184,0.8883,2.0535,0.8726,2.0604,0.9568,1.3051,0.2881,0.099,1.9226,3.4451,0.7999,2.7951,0.4967,-2.7274,1.0915,2.6232,1.5165,1.7744,1.9712,4.0251,1.7229,1.0222,0.6239,-0.0574,1.4388,1.1706,1.8078,1.4808,1.196,2.1957,0.2998,1.3511,1.9073,1.0222,1.4281,0.0014,1.5612,1.4494,0.9716,1.692,1.934,1.5064,-0.9132,2.6019,1.7575,1.5758,1.4808,-0.5332,1.0711,1.6695,1.5514,2.376,0.9191,0.9862,2.081,1.7575,0.7579,2.1411,3.7582,1.3397,2.5112,2.6185,2.6208,-0.8084,2.6895,0.3115,2.7007,1.1117,1.0711,1.7786,-1.1488,0.7664,1.7446,1.3454,1.9638,0.7832,1.4547,1.5415,0.8164,0.7233,1.3679,1.0642,2.7007,1.4335,2.0776,2.1213,0.3115,-0.2671,1.5266,1.2756,0.6517,0.7407,-1.3183,1.7617,1.1577,2.2144,2.1894,1.4704,-0.4719,0.5271,-1.1811,0.7493,0.4125,2.5972,-0.4131,0.5568,1.5013,1.3051,3.0927,1.3109,0.4967
