gene_name,TCGA-A4-7288-01,TCGA-A4-7583-01,TCGA-A4-7584-01,TCGA-A4-7585-01,TCGA-A4-7734-01,TCGA-A4-7915-01,TCGA-A4-7997-01,TCGA-A4-8098-01,TCGA-A4-8311-01,TCGA-A4-8517-01,TCGA-A4-8630-01,TCGA-A4-A57E-01,TCGA-AL-3472-01,TCGA-AL-3473-01,TCGA-AL-7173-01,TCGA-B1-5398-01,TCGA-B1-7332-01,TCGA-B1-A47M-01,TCGA-B1-A47N-01,TCGA-B1-A654-01,TCGA-B1-A657-01,TCGA-B3-8121-01,TCGA-B9-5155-01,TCGA-B9-5156-01,TCGA-B9-7268-01,TCGA-B9-A44B-01,TCGA-B9-A5W7-01,TCGA-B9-A5W8-01,TCGA-B9-A5W9-01,TCGA-B9-A69E-01,TCGA-BQ-5875-01,TCGA-BQ-5877-01,TCGA-BQ-5878-01,TCGA-BQ-5879-01,TCGA-BQ-5880-01,TCGA-BQ-5881-01,TCGA-BQ-5882-01,TCGA-BQ-5883-01,TCGA-BQ-5885-01,TCGA-BQ-5887-01,TCGA-BQ-5888-01,TCGA-BQ-5889-01,TCGA-BQ-5890-01,TCGA-BQ-5891-01,TCGA-BQ-5892-01,TCGA-BQ-5893-01,TCGA-BQ-5894-01,TCGA-BQ-7044-01,TCGA-BQ-7046-01,TCGA-BQ-7048-01,TCGA-BQ-7050-01,TCGA-BQ-7051-01,TCGA-BQ-7053-01,TCGA-BQ-7055-01,TCGA-BQ-7058-01,TCGA-BQ-7059-01,TCGA-BQ-7060-01,TCGA-BQ-7061-01,TCGA-BQ-7062-01,TCGA-DW-5560-01,TCGA-DW-5561-01,TCGA-DW-7834-01,TCGA-DW-7837-01,TCGA-DW-7838-01,TCGA-DW-7839-01,TCGA-DW-7840-01,TCGA-DW-7841-01,TCGA-DW-7842-01,TCGA-DW-7963-01,TCGA-DZ-6131-01,TCGA-DZ-6132-01,TCGA-DZ-6133-01,TCGA-DZ-6134-01,TCGA-DZ-6135-01,TCGA-EV-5901-01,TCGA-EV-5902-01,TCGA-EV-5903-01,TCGA-F9-A4JJ-01,TCGA-G7-6789-01,TCGA-G7-6790-01,TCGA-G7-6792-01,TCGA-G7-6793-01,TCGA-G7-6795-01,TCGA-G7-6796-01,TCGA-G7-6797-01,TCGA-G7-7501-01,TCGA-G7-7502-01,TCGA-G7-A4TM-01,TCGA-GL-6846-01,TCGA-GL-7773-01,TCGA-GL-7966-01,TCGA-GL-8500-01,TCGA-GL-A4EM-01,TCGA-GL-A59R-01,TCGA-HE-7128-01,TCGA-HE-7129-01,TCGA-HE-A5NF-01,TCGA-HE-A5NH-01,TCGA-HE-A5NI-01,TCGA-HE-A5NJ-01,TCGA-HE-A5NL-01,TCGA-IA-A40U-01,TCGA-IA-A40X-01,TCGA-IA-A40Y-01,TCGA-IZ-8195-01,TCGA-IZ-8196-01,TCGA-IZ-A6M8-01,TCGA-J7-6720-01,TCGA-J7-8537-01,TCGA-KV-A6GD-01,TCGA-KV-A6GE-01,TCGA-MH-A55Z-01,TCGA-MH-A560-01,TCGA-MH-A562-01,TCGA-P4-A5E6-01,TCGA-P4-A5E7-01,TCGA-P4-A5E8-01,TCGA-P4-A5EA-01,TCGA-P4-A5EB-01,TCGA-P4-A5ED-01,TCGA-PJ-A5Z8-01,TCGA-PJ-A5Z9-01,TCGA-Q2-A5QZ-01
TLR2,0.4761,3.7635,1.9034,2.4623,2.4306,-0.5125,2.6715,1.7097,0.9935,1.5998,0.9038,1.3109,-0.4719,3.242,0.9343,2.971,0.8647,1.6785,2.9893,1.7229,2.0111,3.4371,-0.1828,2.1378,1.2576,-0.1665,2.5263,3.1475,1.9712,2.8381,1.8036,2.9929,1.8683,0.346,1.2147,1.0642,-0.1665,1.5806,2.4805,1.0503,1.7532,3.162,1.4808,1.9859,3.0393,-1.2828,1.9377,0.9568,1.8119,1.5709,0.7999,1.5514,1.5465,1.8879,-0.9406,3.2297,2.3366,1.5998,2.3536,1.1641,2.2391,1.8879,3.0978,2.8301,-1.8314,1.7954,3.4635,0.8246,1.6964,1.9034,3.7291,1.0503,2.3479,2.236,2.1574,-0.3752,1.766,-0.3752,1.6327,1.9073,2.3649,0.7233,1.2209,2.7139,2.667,0.8082,2.5188,2.6647,1.3901,1.683,0.6332,0.9343,1.6649,1.736,3.5887,0.1903,2.7679,1.9822,0.8961,1.9638,2.2543,2.4117,1.8484,2.4465,0.5271,0.9789,1.8604,2.6738,1.9859,3.1212,2.5487,2.5462,1.5216,2.7972,1.5465,2.4332,-1.8836,1.3956,0.8568,5.0131,3.7971,1.3623,1.5266
TLR3,2.6278,3.6335,2.7508,3.1892,3.3235,3.3773,4.2017,1.7229,2.2113,3.027,2.6895,2.8877,0.7664,5.0917,1.1382,2.1798,1.4281,1.2394,0.4761,0.5271,2.4008,3.7867,2.4063,3.6646,3.2826,-0.5332,2.909,2.6602,3.3407,1.1447,2.7227,4.1252,2.9356,2.1894,1.0642,-0.6873,2.3871,3.4596,1.5366,1.1512,0.8805,1.1382,1.1382,3.9412,6.0753,1.2992,1.2516,2.4412,2.1894,2.5804,1.8604,3.4048,2.2931,0.1388,0.03,2.4198,3.3003,2.2901,2.1013,-0.1187,0.8164,1.8282,2.3843,2.5437,2.7227,1.0642,1.5758,3.1344,1.0433,2.6487,2.5634,3.3061,3.5449,3.4713,3.4622,3.4687,3.5923,1.3956,2.1638,1.8564,3.417,2.4465,0.6332,0.1648,4.1563,1.674,2.3164,0.8726,3.0585,2.0254,2.6232,2.6805,0.8164,2.1147,3.3364,2.9186,2.4386,2.9281,-0.0574,0.517,1.8484,1.642,1.5563,1.674,1.6649,3.2572,0.2762,2.3423,2.3423,1.177,0.2277,1.1184,0.4125,0.4865,1.2147,3.4102,0.3907,-0.1031,2.9469,0.1903,2.5804,1.8801,-0.8339
TLR4,2.1766,1.0222,1.7403,2.6464,3.6347,1.3511,2.2019,1.0007,-0.3566,0.8726,0.1257,0.3907,0.7058,2.4386,0.2762,3.4156,2.0218,0.4552,-0.3752,-0.394,1.8036,3.3993,0.1776,2.2113,-0.7834,-0.9686,1.0363,2.1476,-0.5973,2.128,1.3283,2.7401,0.537,1.5366,0.6969,0.5763,1.6695,1.9226,-0.1504,1.7446,0.4865,2.2268,-0.5125,1.4228,2.2723,0.4125,1.3109,0.434,1.2455,2.0395,0.1519,0.7748,0.4552,0.8961,-0.5543,3.4102,1.787,1.8404,1.9968,0.4125,1.1117,1.9859,1.3791,2.2573,-1.9942,1.3283,1.8524,1.8242,0.688,2.4386,4.0515,0.4761,2.9692,2.0604,3.1939,-1.3183,2.6579,-0.2845,-0.9406,1.595,1.0915,1.4911,-0.1504,-0.4921,1.125,0.3685,1.642,1.3167,0.6425,0.4967,-0.0877,0.5763,1.412,1.0007,3.9194,2.0076,2.7183,2.2237,0.9935,0.6517,1.6649,0.5763,0.5763,0.0158,-0.9132,1.8484,1.0151,1.9264,1.9264,2.3193,0.3115,0.03,-0.9686,0.5666,0.2522,2.0946,-0.0725,1.177,0.8408,1.5165,2.5948,0.099,-0.1993
TLR5,0.2998,0.547,-0.4131,1.2875,2.2482,1.4756,1.9188,-0.3752,0.2029,0.2029,1.5709,-0.5125,0.5271,1.0779,0.6145,2.6395,-0.0877,1.6875,-0.3383,-1.2481,1.2023,2.3479,0.1388,1.412,-0.5125,-1.1488,0.1257,1.6234,0.9419,1.4065,0.3231,2.7007,0.8726,2.0325,-0.1993,-0.1665,2.8137,2.4779,0.9642,1.7532,1.6374,1.105,-0.4921,2.4386,0.0014,0.8246,0.8961,0.7146,1.125,1.7229,-0.1187,-0.6193,1.5415,-1.8314,-1.7322,2.8219,0.6517,0.058,1.2636,-0.9132,-0.3022,0.9343,0.3796,1.7575,1.4335,-0.0877,0.4552,1.3167,-0.1031,0.4865,2.6624,-1.2828,1.8879,1.125,2.3479,-0.5332,2.5462,0.7146,2.8096,-0.3566,1.614,1.6374,-1.1172,-1.1172,-0.4131,-0.5756,1.2875,0.5666,-0.7834,1.5661,2.5876,-1.8836,0.8568,0.7146,2.6828,-0.3752,1.5854,1.8323,-0.1993,0.5859,1.1577,-0.1504,-0.5543,2.2783,0.6332,1.3511,0.4552,0.8883,1.1897,1.1833,-0.0425,0.1519,-1.4305,0.2642,0.9419,2.496,0.6608,0.537,-0.7588,3.5584,2.081,-0.6873,0.0158
TLR6,-2.6349,0.1519,-2.6349,0.6608,-0.5756,-0.0277,0.5859,0.346,-1.1172,-1.7322,-2.8262,-1.0862,-2.3884,-0.8339,-0.9686,-0.3201,-2.114,-1.2828,-1.9379,-2.3147,-0.5973,1.177,-2.8262,-0.6643,-2.7274,-3.3076,-1.8836,-0.0877,-2.9324,-0.8339,-2.2447,1.2576,0.3573,0.5859,-2.3884,-2.8262,-1.4305,-2.1779,1.3901,-1.7322,-0.1993,0.1257,-3.3076,-2.0529,-1.1488,0.3346,0.8488,-2.114,-1.8836,-1.8836,-1.9379,-1.8314,-1.6394,-3.816,-4.6082,-0.1031,-1.5951,-1.8836,-0.9132,0.0718,-0.9132,-2.1779,-1.1488,-0.5125,-4.6082,-1.5522,0.4233,-2.2447,-2.3884,-0.4325,1.125,-2.6349,-0.4131,-0.1828,-0.1828,-3.6259,-0.4719,0.4125,-0.2328,-1.9942,-1.7809,-0.394,-3.0469,-1.8314,-1.9379,-1.3921,-0.7108,-1.5951,-2.4659,-0.7834,-0.9406,-2.114,-1.3921,-1.5105,0.4761,-2.9324,-0.2498,-1.2142,-1.685,-1.9942,-0.8339,-0.9686,-2.9324,-2.1779,-3.816,-0.8084,-2.0529,-1.2828,-0.2159,-0.9686,-2.3884,-2.8262,-3.816,-1.5951,-1.3921,-0.2328,-0.6643,0.434,-0.8084,-1.0262,0.8961,-2.9324,-1.8836
TLR7,-1.3183,0.3573,-2.1779,1.2875,-0.5543,-2.4659,1.8078,-0.3383,-1.8314,-0.2671,-2.0529,-1.3548,-1.9942,1.6466,-2.114,2.496,0.2277,-1.5105,-1.3548,-0.9971,1.4756,2.3981,-2.2447,0.9642,-0.6643,-4.2934,-0.5973,1.9377,-2.6349,1.5216,0.1257,2.5112,-0.0574,-0.3022,-0.9686,-0.5973,-0.8339,0.9343,-1.5105,0.547,-0.8599,0.0014,-1.1488,0.2154,0.9935,-1.8836,0.3796,-1.8836,0.5859,0.7748,-1.4305,-0.8599,0.099,-3.1714,-3.816,2.8096,1.1706,-0.1504,0.9862,-1.8836,-0.4521,-0.1187,0.3685,0.7832,-6.5064,-0.5543,0.7058,-1.1488,-0.8339,1.5115,3.6324,-0.8863,1.8722,1.3956,0.5955,-3.0469,1.3846,-2.2447,-2.3147,-0.7834,-0.6873,-0.7588,-2.3147,-2.0529,-1.2481,-0.3752,0.2998,-0.7346,-0.8599,-1.4699,-1.0559,-1.6394,0.3685,-0.5543,3.3148,-1.7322,2.3048,-0.3566,-1.2481,-2.6349,0.4657,-0.1187,-0.6643,-1.9379,-1.9379,-0.394,0.434,1.177,0.8726,1.642,-1.3183,-0.9132,-2.4659,0.5271,-0.7108,0.4016,-3.6259,-0.7588,-0.4921,1.2875,2.4306,-0.0425,-0.3201
TLR8,-2.5479,0.058,-2.7274,1.2271,-0.8599,-2.8262,0.547,-1.0559,-2.8262,-0.8339,-2.3884,-2.3147,-3.1714,1.1577,-2.3884,1.3397,-1.1488,-1.7809,-3.816,-2.0529,0.1903,1.9302,-4.035,0.4016,-2.9324,-5.0116,-0.8863,0.24,-3.0469,0.3573,-0.0725,1.1833,-1.4305,-0.5973,-2.114,-2.5479,-1.1811,-0.9686,-3.458,-0.7834,-1.3921,0.4552,-1.9379,-2.3147,-0.0877,-2.1779,-0.5332,-3.0469,-0.4325,-0.5125,-3.458,-2.9324,-1.685,-3.3076,-4.2934,0.9568,-0.3383,-1.1488,-0.5973,-3.1714,-2.7274,-0.6643,-0.2671,0.7579,-6.5064,-1.8836,0.4233,-2.5479,-1.4699,-0.8863,2.5112,-2.6349,0.3231,-0.3383,0.3346,-5.0116,0.1124,-2.1779,-2.2447,-1.2828,-1.6394,-1.3548,-2.3147,-3.6259,-1.5522,-1.5105,0.3115,-1.1811,-1.9379,-1.7322,-2.0529,-2.3147,0.0854,-1.5951,1.884,-2.6349,0.7233,-0.8339,-1.1811,-2.6349,-0.1828,-0.7346,-1.9942,-3.1714,-2.8262,-2.2447,-1.0262,-0.0574,0.1124,0.2154,-1.5522,-2.0529,-2.3884,-1.0862,-3.1714,-0.5332,-3.458,-1.3183,-1.9942,0.1257,1.3454,-2.9324,-5.0116
TLR9,-5.0116,-2.5479,-9.9658,-3.816,-4.035,-9.9658,-2.6349,-1.1172,-4.2934,-3.458,-1.7322,-9.9658,-3.458,-9.9658,-2.2447,-3.458,-5.0116,-9.9658,-1.8314,-9.9658,-3.458,-1.0262,-5.0116,-5.0116,-5.0116,-3.3076,-4.6082,-3.0469,-9.9658,-3.816,-9.9658,-9.9658,-3.458,-4.6082,-9.9658,-9.9658,-4.035,-3.6259,-1.685,-5.0116,-1.8836,-3.6259,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-5.5735,-3.816,-4.6082,-3.0469,-5.5735,-4.035,-5.5735,-9.9658,-2.1779,-3.816,-3.1714,-5.5735,-1.1488,-3.6259,-4.6082,-9.9658,-4.6082,-3.816,-9.9658,-1.8314,-5.0116,-3.3076,-2.5479,-2.3884,-3.458,-3.3076,-2.1779,-2.114,-3.458,-5.0116,-1.5522,-3.458,-2.1779,-3.3076,-5.5735,-9.9658,-4.2934,-3.3076,-3.816,-3.0469,-3.0469,-2.6349,-2.9324,-2.6349,-2.5479,-9.9658,-3.6259,-9.9658,-2.3147,-3.816,-2.5479,-9.9658,-2.6349,-2.0529,-9.9658,-9.9658,-9.9658,-3.816,-3.3076,-3.458,-9.9658,-9.9658,-2.5479,-4.2934,-3.1714,-4.2934,-3.816,-1.0862,-3.3076,-3.1714,-9.9658,-9.9658,-2.4659,-1.4699,-9.9658,-9.9658
TNC,6.3125,3.5224,6.8884,4.314,8.2435,5.0657,7.7248,1.9822,4.7501,3.4817,4.841,1.4441,4.2095,-0.0725,6.2551,6.3347,5.8773,6.5382,2.9167,2.945,4.9251,5.7447,7.7787,6.2928,-2.6349,4.3814,3.7919,0.0718,5.1526,2.7249,0.1257,3.5199,1.0222,4.5699,4.1994,1.5998,4.9045,4.7934,-0.6873,6.1291,1.3511,5.81,0.547,1.0915,4.2773,4.4377,6.4408,5.3042,4.1269,3.7171,4.0935,-0.7588,4.5342,1.4388,3.3535,6.7248,2.8341,4.7576,4.5249,3.3591,5.4552,5.1748,4.3869,6.2464,10.3996,6.8052,5.4307,8.8945,3.9108,2.9148,6.2542,3.755,4.7698,7.3324,7.8354,6.4185,7.3117,2.1574,5.2361,5.079,9.2745,5.0392,0.4552,3.5596,4.5361,2.004,5.9775,7.8376,7.1615,8.4816,4.9308,6.0115,4.8934,5.9203,4.706,8.9563,3.4358,7.0198,2.4857,8.2725,3.0688,2.5707,3.4843,3.8033,5.8797,8.225,2.8199,6.0976,4.9369,3.9041,2.2783,3.4596,0.7916,3.2236,2.6962,5.1784,3.7971,3.4437,3.6669,6.0068,3.3661,1.7954,-0.8084
TNF,-5.0116,2.7742,-1.9942,-2.2447,-0.3566,-3.816,2.3677,-0.2671,-4.2934,1.0983,-2.114,-0.7834,-1.4699,-0.8863,-1.3548,1.2756,-1.5951,0.4016,0.6969,0.9642,-0.0877,-0.6643,-4.6082,-0.2498,-5.0116,-5.0116,0.4657,2.4198,-3.1714,0.7321,-3.458,-1.7809,-1.9942,0.058,-1.5951,-1.6394,-2.3147,-1.5105,-3.458,-6.5064,0.605,-0.6873,-4.2934,-4.2934,-2.4659,-2.2447,-1.4699,-5.0116,-1.685,-2.4659,-2.6349,-5.5735,-1.0559,-1.7322,-4.035,1.2516,-1.6394,-4.6082,0.547,-2.0529,1.2934,1.4808,0.2154,1.2209,-2.4659,-0.9971,1.9377,-3.1714,-1.7809,1.3109,-1.1172,0.03,-0.0877,1.3956,0.7832,-3.816,1.105,-1.3921,-5.5735,-0.0574,2.4753,-3.1714,-1.7322,1.3051,-3.6259,-0.0877,-0.7108,-0.0725,-1.2142,2.2842,-0.8863,-0.0877,-0.4131,-2.7274,-1.0559,-1.2481,-0.1828,-1.5951,-0.8863,-0.2845,0.2522,-0.8339,-1.8314,-0.0425,-9.9658,-1.5951,-0.8599,-1.9942,-0.2159,-0.6873,0.2881,-0.4521,-2.2447,-2.6349,-1.5105,1.0007,-3.3076,-1.2142,-2.6349,0.9268,-0.013,0.679,-3.458
TNFAIP3,2.6738,4.4823,1.9188,4.0064,3.6474,3.1813,3.6669,2.0289,2.4225,2.2421,2.0289,1.934,0.9568,4.0943,2.4171,3.5706,1.7009,1.8363,2.6647,0.6699,3.1491,3.5187,1.5366,3.7496,1.7617,1.8242,3.3911,4.1668,1.7828,3.5815,1.7141,3.8033,2.2206,3.2174,1.6327,1.1577,3.3911,2.233,2.299,2.8158,1.8036,3.7561,1.5115,2.8858,4.245,1.5064,3.0199,1.2147,2.8361,1.8879,1.5316,1.9377,2.874,5.2862,0.5955,3.5022,2.5756,3.2018,3.9327,1.614,2.7951,4.1228,2.8622,4.3548,1.0503,1.9264,4.3002,2.4008,1.6281,2.0776,4.0497,2.3564,3.4398,3.6872,4.0331,1.9034,3.7269,3.5149,3.3549,2.4727,3.7635,1.9749,0.3346,2.826,1.9601,2.3164,3.1409,3.0774,2.1798,3.5187,3.027,1.7786,1.6327,1.7009,5.0224,1.3901,2.1378,2.376,2.0946,1.7185,3.1195,2.3251,2.3732,3.3163,1.3623,2.3222,1.5854,2.4063,3.2929,3.573,2.6873,1.5465,0.6517,1.4547,1.3167,3.5436,2.2206,3.7302,1.2636,2.1925,3.863,1.5013,0.1257
TNFRSF10A,3.7291,2.8897,2.233,2.4934,3.832,-0.7834,3.3717,2.5388,2.1047,2.3704,2.6232,1.4388,1.0293,2.2421,0.5955,2.183,1.412,0.7493,0.2154,-0.2845,1.692,2.4857,1.4065,2.3077,1.7053,1.6649,2.5585,1.683,2.5011,1.3846,0.8246,3.0127,2.6185,-0.0725,1.3623,0.346,2.9562,3.074,1.5415,1.7053,0.9716,0.7832,0.517,1.8801,2.9948,-1.5951,-0.8863,2.2872,1.674,2.1957,1.642,3.0859,1.9822,0.688,1.7954,2.5585,2.6302,2.108,2.296,-0.5756,1.3735,2.4465,2.1114,2.6418,1.4859,0.8408,1.9638,2.7868,0.8488,1.8363,2.1147,2.2051,2.0535,3.4464,3.4635,2.7657,3.0199,-0.6416,3.3061,2.9052,3.0706,-0.3022,-1.2481,1.0847,2.6019,2.1476,1.5563,1.7575,1.6875,2.4649,-0.4131,1.9302,1.6234,1.46,2.1476,2.1734,1.7185,2.7292,0.3796,1.6512,1.4388,0.2642,1.7786,1.8957,1.3511,2.8219,0.9568,0.9642,3.1028,1.3679,1.3454,0.6425,0.24,-0.2498,1.46,2.2513,-1.5951,0.688,2.0776,1.7185,1.4962,1.0222,0.3346
TNFRSF10B,5.0977,5.4604,5.1815,4.9755,5.3667,5.3245,5.7774,5.2998,5.5157,5.306,5.8468,4.2373,5.7645,5.4169,5.3579,4.7312,4.2728,4.347,5.3516,4.2773,4.8485,5.5653,5.0291,4.9156,5.1425,5.6494,4.9695,5.5604,6.2141,5.464,5.2246,4.8445,5.153,6.2167,4.4337,3.345,5.8397,4.9454,5.588,5.0627,4.796,4.6479,4.4404,5.4948,4.9741,5.0833,5.764,4.1119,5.4413,5.4443,5.005,4.8939,5.0379,4.711,3.8147,4.9322,4.7903,4.7005,5.2013,5.1375,5.1408,5.2476,5.0286,5.3954,4.8243,5.3184,5.2998,5.3385,4.8915,6.0018,5.4162,4.854,4.4906,5.6091,5.4611,5.931,5.0197,6.5376,6.4497,5.2623,5.1926,6.79,5.6215,5.3625,5.6008,5.1875,5.2987,5.1215,4.7198,5.7879,6.4009,4.7693,4.8197,5.7924,5.0623,4.8329,5.1396,5.5741,5.3342,5.9376,5.1301,5.2204,5.1688,5.4842,5.3299,5.342,4.0471,4.5808,4.523,4.8987,4.7903,5.5678,4.6358,4.711,5.3406,5.7645,5.4725,5.3295,4.4377,6.0063,5.7426,4.7666,4.0497
TNFRSF11A,-2.4659,-1.1488,-3.0469,-2.0529,-1.4305,-3.458,-0.4521,-2.7274,-2.1779,-1.6394,-3.816,-2.2447,-3.6259,-0.0725,-0.6643,-1.7322,-2.8262,-1.6394,-0.9686,-1.9942,-2.4659,-1.4305,-2.7274,-1.7322,-2.6349,-2.8262,-2.6349,-0.2159,-3.458,-0.1187,-2.3884,0.1257,-1.5522,-3.3076,-3.6259,-2.5479,-2.1779,-0.4131,-1.0559,-2.5479,-1.3921,0.547,-1.7322,-1.2481,-0.8084,-3.816,0.7407,-2.114,-1.5951,-2.0529,-3.0469,-2.8262,-1.5105,-2.7274,-3.6259,-0.0277,-0.1345,-1.2142,-1.5105,-0.4719,-1.685,-2.5479,-1.4699,-1.5951,-5.0116,-1.9379,-1.3548,-2.4659,-3.458,-2.5479,1.0222,-2.7274,-0.9406,-1.685,-0.3752,-3.816,-1.0862,-4.2934,1.3511,-2.2447,-3.458,-3.6259,-1.8836,-2.8262,-2.5479,0.0854,1.3846,-0.6873,-2.2447,-3.816,-2.5479,-2.1779,-2.6349,-2.1779,-0.2671,-3.458,-0.4521,-2.3147,-1.2142,-3.816,-1.1488,-0.5756,-4.035,0.24,-3.3076,-1.9942,-1.5951,-0.5973,-0.9971,-1.6394,-2.0529,-2.4659,-2.2447,-1.5522,-2.7274,0.2762,-9.9658,-1.2142,-1.9379,1.4011,-0.1345,-1.7322,0.0854
TNFRSF13C,-6.5064,-2.3884,-4.035,-1.4305,-1.3183,-3.1714,-5.0116,-2.3147,-3.816,-5.5735,-4.6082,-4.035,-3.6259,-2.6349,-0.3383,-2.7274,-4.6082,-3.1714,-4.035,-2.6349,-2.5479,-1.8314,-4.035,-4.035,-5.5735,-0.6193,-4.035,-4.035,-4.2934,-3.6259,-5.5735,-4.2934,-2.6349,-2.2447,-2.3884,-3.816,-0.5543,-5.0116,-3.816,-2.6349,-0.4325,1.4911,-4.6082,-5.0116,-3.816,-3.458,-1.5105,-4.035,-4.035,-3.3076,-2.8262,-5.5735,-2.9324,-0.5973,-3.816,-3.458,-5.5735,-3.458,-2.1779,-1.8314,-2.3147,-2.0529,-3.1714,-1.4305,-4.2934,-3.3076,-1.7809,-4.035,-4.035,1.196,-4.6082,-5.5735,0.605,-1.3921,-1.5522,-5.5735,-1.8314,-0.8339,-1.9379,-3.816,-5.0116,-4.035,-0.4325,0.6332,-4.2934,-2.8262,-3.3076,-2.6349,-3.3076,-4.6082,-1.2142,-3.6259,-2.7274,-4.6082,-2.6349,-3.816,-4.2934,-5.5735,-2.5479,-1.8836,-3.6259,-4.6082,-3.816,-1.2481,-5.5735,-5.5735,-6.5064,-3.3076,-0.8339,0.434,-2.0529,-3.816,-4.2934,-3.3076,-3.6259,-5.0116,-2.3147,2.8542,-6.5064,-2.114,-1.8836,-4.035,-4.6082
TNFRSF1A,6.3473,6.1548,6.7753,6.1717,6.6512,7.1116,6.9194,5.9327,6.1324,6.6724,6.1799,6.1357,6.0607,6.9095,7.1566,6.9292,6.727,6.7681,6.3738,6.4229,6.2778,6.3994,6.4999,6.8928,6.4226,6.8677,6.9901,7.1798,5.9656,6.0928,5.6032,7.4938,6.3555,7.3342,5.7666,4.8299,6.407,5.5373,6.8694,6.6502,6.1821,7.5464,6.5151,6.2655,6.2265,5.7385,7.1459,6.4451,6.6503,6.8382,5.8017,6.6707,6.5314,5.5847,5.3434,7.1894,6.0068,6.5571,6.7332,6.4609,6.6065,7.2726,7.2272,7.0398,6.0577,7.305,7.2841,6.7698,5.8123,6.2899,7.0468,6.6663,6.4861,6.669,6.675,6.5312,6.5762,7.2791,8.1109,6.4735,6.7923,7.5336,6.8324,6.7802,6.2799,5.8306,6.327,7.243,6.9804,6.4366,6.4899,6.1627,6.0957,7.3551,7.1021,6.4383,6.4041,6.9064,6.5857,7.11,6.431,6.6786,6.3071,7.6899,5.8563,6.9411,6.5564,6.5531,6.9813,7.0595,6.877,7.1138,5.5922,7.0367,6.3352,6.2436,6.9125,6.1745,5.9458,7.0866,6.9515,6.4118,6.28
TNFRSF1B,1.2209,4.0216,1.736,4.2601,3.245,2.7161,4.2669,2.7029,2.0254,3.1011,1.7995,2.5263,1.5563,5.2289,3.162,5.2149,3.0876,3.9175,2.6395,2.9281,3.8411,5.0059,0.5859,4.3841,1.9564,2.8055,3.7039,5.1351,1.692,4.5589,3.506,4.9055,2.2513,3.6849,3.2405,3.1588,3.8013,2.5188,3.2632,4.441,3.1892,6.1381,3.7656,2.1734,3.6939,2.2633,4.4317,1.7617,4.4556,2.9857,1.5115,2.0776,3.0498,2.1247,0.9935,5.1547,3.0568,3.2826,4.4304,3.7248,2.4623,4.5261,4.0445,4.9915,-0.6643,3.9261,4.6502,2.4985,2.874,4.5802,5.6562,1.8242,4.4608,2.9525,3.9478,1.4228,4.2165,2.59,3.9865,3.1669,2.8994,3.8905,3.4451,3.2065,1.4388,2.4675,3.6771,3.6474,2.167,3.2127,1.7575,2.1013,3.6623,2.8055,5.3544,0.8805,4.3477,2.578,3.8157,2.4779,3.9992,3.9365,3.7709,2.7868,2.0254,1.9264,4.6894,3.8289,4.3938,5.0072,3.9346,3.8915,2.3222,4.6124,2.676,3.4034,1.6604,4.4983,1.8722,6.4486,4.784,2.6302,3.9213
TNFSF10,7.5498,8.067,8.4361,6.278,8.5537,8.0079,8.7101,4.7507,8.5187,6.7798,7.7125,5.23,6.991,8.5503,7.753,6.2773,9.3181,9.1919,7.4326,8.0446,8.998,8.1765,8.5148,8.774,7.5837,5.5339,7.8833,7.4787,7.9734,4.9065,4.0892,6.2617,5.7795,6.4285,5.3646,5.0126,4.5047,3.8085,5.6206,3.637,7.8625,6.9226,7.8859,4.9814,7.9703,5.275,7.0652,6.4791,8.2015,7.1719,6.2585,8.9607,6.5471,3.1781,5.0295,7.7485,8.5633,7.1877,8.2888,5.6416,6.9116,8.5698,8.6623,8.0534,8.6308,7.5716,7.635,8.0731,6.5554,3.8198,8.8992,8.6174,6.9919,9.189,9.8099,7.0594,7.9683,6.9391,6.4097,8.7874,9.1148,6.8106,5.8056,7.8155,6.0534,5.7642,8.1653,8.314,6.3778,8.7858,6.6851,7.7438,4.3527,8.6754,6.6758,8.7824,7.1933,9.0319,6.6403,6.751,7.3587,7.752,6.6515,7.9572,6.582,8.5941,6.3784,8.7929,5.6756,7.5497,6.5,7.6073,6.1014,7.5038,6.9636,8.8364,7.3509,6.619,7.6539,5.6594,8.3212,9.2112,6.4216
