gene_name,TCGA-BA-4074-01,TCGA-BA-4078-01,TCGA-BA-5149-01,TCGA-BA-5151-01,TCGA-BA-5152-01,TCGA-BA-5153-01,TCGA-BA-5555-01,TCGA-BA-5556-01,TCGA-BA-5559-01,TCGA-BA-6869-01,TCGA-BA-6870-01,TCGA-BA-6871-01,TCGA-BA-6872-01,TCGA-BA-6873-01,TCGA-BB-4217-01,TCGA-CN-4723-01,TCGA-CN-4725-01,TCGA-CN-4726-01,TCGA-CN-4728-01,TCGA-CN-4729-01,TCGA-CN-4730-01,TCGA-CN-4731-01,TCGA-CN-4733-01,TCGA-CN-4736-01,TCGA-CN-4737-01,TCGA-CN-4738-01,TCGA-CN-4740-01,TCGA-CN-4741-01,TCGA-CN-4742-01,TCGA-CN-5355-01,TCGA-CN-5356-01,TCGA-CN-5358-01,TCGA-CN-5360-01,TCGA-CN-5363-01,TCGA-CN-5364-01,TCGA-CN-5365-01,TCGA-CN-5366-01,TCGA-CN-5367-01,TCGA-CN-5369-01,TCGA-CN-5370-01,TCGA-CN-5373-01,TCGA-CN-5374-01,TCGA-CN-6010-01,TCGA-CN-6011-01,TCGA-CN-6013-01,TCGA-CN-6016-01,TCGA-CN-6017-01,TCGA-CN-6018-01,TCGA-CN-6019-01,TCGA-CN-6020-01,TCGA-CN-6021-01,TCGA-CN-6022-01,TCGA-CN-6023-01,TCGA-CN-6024-01,TCGA-CN-6988-01,TCGA-CN-6989-01,TCGA-CN-6992-01,TCGA-CN-6994-01,TCGA-CN-6995-01,TCGA-CN-6997-01,TCGA-CN-6998-01,TCGA-CQ-5323-01,TCGA-CQ-5324-01,TCGA-CQ-5325-01,TCGA-CQ-5329-01,TCGA-CQ-5330-01,TCGA-CQ-5331-01,TCGA-CQ-5332-01,TCGA-CQ-5334-01,TCGA-CQ-6218-01,TCGA-CQ-6220-01,TCGA-CQ-6224-01,TCGA-CQ-6225-01,TCGA-CQ-6227-01,TCGA-CQ-6228-01,TCGA-CQ-6229-01,TCGA-CQ-7065-01,TCGA-CQ-7068-01,TCGA-CV-5430-01,TCGA-CV-5432-01,TCGA-CV-5434-01,TCGA-CV-5436-01,TCGA-CV-5439-01,TCGA-CV-5440-01,TCGA-CV-5441-01,TCGA-CV-5442-01,TCGA-CV-5443-01,TCGA-CV-5444-01,TCGA-CV-5966-01,TCGA-CV-5970-01,TCGA-CV-5973-01,TCGA-CV-5976-01,TCGA-CV-5977-01,TCGA-CV-5978-01,TCGA-CV-5979-01,TCGA-CV-6003-01,TCGA-CV-6436-01,TCGA-CV-6441-01,TCGA-CV-6933-01,TCGA-CV-6934-01,TCGA-CV-6935-01,TCGA-CV-6936-01,TCGA-CV-6937-01,TCGA-CV-6938-01,TCGA-CV-6939-01,TCGA-CV-6940-01,TCGA-CV-6941-01,TCGA-CV-6942-01,TCGA-CV-6943-01,TCGA-CV-6945-01,TCGA-CV-6948-01,TCGA-CV-6950-01,TCGA-CV-6951-01,TCGA-CV-6952-01,TCGA-CV-6953-01,TCGA-CV-6954-01,TCGA-CV-6955-01,TCGA-CV-6956-01,TCGA-CV-6959-01,TCGA-CV-6960-01,TCGA-CV-6961-01,TCGA-CV-6962-01,TCGA-CV-7089-01,TCGA-CV-7090-01,TCGA-CV-7091-01,TCGA-CV-7095-01,TCGA-CV-7097-01,TCGA-CV-7099-01,TCGA-CV-7100-01,TCGA-CV-7101-01,TCGA-CV-7102-01,TCGA-CV-7103-01,TCGA-CV-7104-01,TCGA-CV-7177-01,TCGA-CV-7178-01,TCGA-CV-7180-01,TCGA-CV-7183-01,TCGA-CV-7235-01,TCGA-CV-7236-01,TCGA-CV-7238-01,TCGA-CV-7242-01,TCGA-CV-7243-01,TCGA-CV-7245-01,TCGA-CV-7247-01,TCGA-CV-7248-01,TCGA-CV-7250-01,TCGA-CV-7252-01,TCGA-CV-7253-01,TCGA-CV-7254-01,TCGA-CV-7255-01,TCGA-CV-7261-01,TCGA-CV-7263-01,TCGA-CV-7406-01,TCGA-CV-7407-01,TCGA-CV-7410-01,TCGA-CV-7411-01,TCGA-CV-7413-01,TCGA-CV-7414-01,TCGA-CV-7415-01,TCGA-CV-7416-01,TCGA-CV-7418-01,TCGA-CV-7421-01,TCGA-CV-7422-01,TCGA-CV-7423-01,TCGA-CV-7424-01,TCGA-CV-7427-01,TCGA-CV-7429-01,TCGA-CV-7430-01,TCGA-CV-7432-01,TCGA-CV-7433-01,TCGA-CV-7434-01,TCGA-CV-7435-01,TCGA-CV-7437-01,TCGA-CV-7438-01,TCGA-CV-7440-01,TCGA-CX-7085-01,TCGA-CX-7086-01,TCGA-CX-7219-01,TCGA-D6-6515-01,TCGA-D6-6516-01,TCGA-D6-6517-01,TCGA-D6-6823-01,TCGA-D6-6824-01,TCGA-D6-6825-01,TCGA-D6-6826-01,TCGA-DQ-7591-01,TCGA-IQ-7630-01,TCGA-IQ-7632-01
PF4,-2.1779,-5.0116,-4.6082,-5.0116,-2.1779,-3.1714,-5.0116,-9.9658,-5.0116,-2.0529,-3.458,-0.9971,-3.1714,-3.816,-3.6259,-4.6082,-9.9658,-0.7346,-2.2447,-3.0469,-0.394,-2.1779,-2.9324,-3.6259,-4.6082,-4.6082,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-2.8262,-9.9658,-9.9658,-3.816,-3.3076,-9.9658,-2.8262,-2.0529,-2.0529,-4.2934,-9.9658,-4.035,-3.458,-9.9658,-9.9658,-1.0262,-0.9686,-3.6259,-1.4699,-4.6082,-9.9658,-9.9658,-9.9658,-2.9324,-5.0116,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-2.2447,-4.2934,-2.3147,-4.6082,-9.9658,-9.9658,-3.458,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.6349,-9.9658,-1.2828,-9.9658,-4.6082,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-3.3076,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-4.035,-9.9658,-5.0116,-5.0116,-3.6259,-9.9658,-9.9658,-9.9658,-2.9324,-4.6082,-9.9658,-5.0116,-4.6082,-2.5479,-3.6259,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-3.0469,-2.7274,-2.1779,-3.816,-5.0116,-4.6082,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-2.2447,-4.6082,-5.0116,-9.9658,-3.816,-9.9658,-5.0116,-9.9658,-3.6259,-9.9658,-0.8084,-9.9658,-3.3076,-9.9658,-2.8262,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.9379,-1.7809,-9.9658,-9.9658,-4.6082,-4.6082,-2.7274,-9.9658,-3.816,-9.9658,-5.0116,-4.6082,-9.9658,-2.5479,-0.2159,-3.1714,-9.9658,-5.0116,-9.9658,-9.9658,-5.0116,-4.2934,-2.1779,-4.6082,-2.8262,-9.9658,-9.9658,-9.9658
PF4V1,1.9786,-9.9658,-3.458,-3.3076,-2.5479,-9.9658,-1.1811,-4.6082,-3.6259,-2.3147,-1.7809,-1.0559,-9.9658,-1.9942,-0.6193,-1.9942,-9.9658,-1.5105,-4.2934,-1.9942,-9.9658,0.5859,-0.0574,-9.9658,-4.035,-1.4305,-1.8836,-9.9658,-4.6082,-4.2934,-1.2142,-9.9658,-0.9132,-1.9942,-1.4305,-9.9658,-4.6082,-4.6082,-2.9324,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-4.2934,-4.035,-4.035,-4.035,-4.035,-1.4305,-2.114,-9.9658,-3.458,-4.2934,-4.6082,-4.6082,-9.9658,2.4908,-4.2934,0.7058,-9.9658,-3.6259,-3.816,0.0854,-2.7274,-0.6193,-9.9658,-9.9658,-9.9658,-9.9658,-2.6349,-2.114,-4.6082,-4.6082,-0.8863,-3.6259,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-2.7274,-9.9658,-3.816,-2.4659,-9.9658,-9.9658,-9.9658,1.2023,-2.1779,-0.9686,-2.4659,-9.9658,-2.3884,-2.5479,-9.9658,-9.9658,-4.035,-9.9658,-0.8599,-2.7274,-9.9658,-2.0529,-3.1714,-2.2447,-9.9658,-2.6349,-4.6082,-9.9658,-2.3147,-9.9658,-3.458,-9.9658,-2.3147,-2.0529,-9.9658,-0.8599,0.4552,1.934,-4.2934,-9.9658,-2.6349,-1.5522,-1.7322,-1.8836,-4.2934,0.3573,-1.5951,-2.9324,-3.6259,-9.9658,-9.9658,-0.3566,-3.1714,-9.9658,-9.9658,-2.9324,-2.4659,-0.0725,-4.6082,-4.6082,-9.9658,-4.6082,-1.5105,-4.2934,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,0.8805,-4.6082,-9.9658,-4.6082,-3.458,-3.6259,-9.9658,-9.9658,-2.3884,-4.2934,-9.9658,-3.458,-4.2934,-4.2934,-9.9658,-3.0469,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,0.044,-3.3076,-1.9379,-3.0469,0.4447,0.4447,-3.6259,-5.0116,-1.3921,-1.5522,-2.0529,-9.9658,-2.0529,-2.6349
PFKFB1,-4.6082,-2.7274,-3.1714,-3.0469,-3.458,-2.8262,-4.035,-2.6349,-1.0862,-3.458,-3.6259,-3.1714,-4.6082,-2.2447,-3.458,-2.2447,-3.816,-5.5735,-3.458,-3.816,-9.9658,-5.5735,-4.035,-3.6259,-3.6259,-4.035,-2.5479,-1.5951,-5.0116,-2.7274,-3.6259,-3.1714,-4.035,-4.035,-2.6349,-4.6082,-1.7322,-2.8262,-3.458,-3.458,-4.6082,-1.8314,-3.0469,-4.6082,-2.114,-4.2934,-1.9942,-1.7322,-3.3076,-4.6082,-2.9324,-3.816,-1.9379,-2.9324,-2.8262,-3.1714,-2.8262,-4.035,-4.035,-3.0469,-5.5735,-2.3147,-5.0116,-3.816,-2.9324,-3.0469,-2.5479,-2.5479,-4.035,-4.035,-3.6259,-3.816,-2.9324,-4.035,-3.816,-3.0469,-4.2934,-1.3921,-1.6394,-3.1714,-1.8314,-2.9324,-3.816,-1.2828,-4.6082,-1.2481,-2.8262,-2.5479,-3.458,-5.0116,-3.6259,-3.458,-3.1714,-3.1714,-4.035,-2.2447,-2.6349,-0.7588,-3.3076,-3.6259,-4.6082,-2.5479,-2.8262,-3.0469,-3.458,-4.035,-5.5735,-3.0469,-2.9324,-2.8262,-2.5479,-3.3076,-4.035,-3.6259,-4.2934,-4.035,-3.458,-4.2934,-3.458,-5.0116,-5.0116,-2.3147,-3.816,-2.8262,-3.3076,-3.816,-3.3076,-2.5479,-3.458,-2.8262,-4.2934,-2.6349,-3.816,-2.6349,-2.8262,-3.3076,-4.035,-3.816,-3.0469,-2.7274,-4.035,-9.9658,-3.458,-2.8262,-3.816,-4.035,-4.035,-4.6082,-3.0469,-3.0469,-3.0469,-3.3076,-2.2447,-3.458,-3.3076,-3.816,-2.8262,-2.6349,-1.9942,-4.035,-3.6259,-2.8262,-2.9324,-3.6259,-4.035,-3.458,-2.6349,-6.5064,-9.9658,-4.6082,-4.035,-4.6082,-2.6349,-4.2934,-5.0116,-3.816,-5.0116,-4.2934,-3.6259,-2.8262,-3.1714,-5.5735,-3.6259,-4.2934,-3.458,-2.1779,-2.3147,-3.816
PFKFB2,0.9115,1.7009,2.1509,3.5657,2.3704,1.334,2.6962,1.6093,1.6045,0.7493,1.3283,0.4865,2.1114,1.614,1.8604,2.6325,3.9829,3.2127,2.233,2.667,2.9857,1.7009,1.7702,1.9564,3.2959,2.4063,2.7292,2.609,2.7868,3.1669,2.8681,2.685,2.3048,1.334,1.0915,2.0638,2.3788,2.3649,1.8363,1.934,2.6487,2.8341,1.196,2.9655,1.736,1.5465,2.0111,1.4756,1.9527,4.1612,2.8542,2.5972,2.1894,2.8482,3.773,1.8801,2.7572,2.2237,2.0604,2.8779,3.3577,2.1925,1.736,2.0844,1.7744,1.9895,2.6043,2.826,1.4756,2.2543,2.7615,1.2636,2.9319,2.824,2.004,2.93,2.1444,1.0363,2.236,1.9264,2.5288,2.1013,2.0979,3.0145,1.9822,2.6348,1.2992,2.4753,0.9191,2.2872,2.036,1.9749,2.1247,1.595,2.1411,1.6327,0.7916,2.1702,1.9638,1.9968,1.7403,3.4583,2.7847,1.1897,2.0254,1.8484,1.2636,1.2333,1.4911,1.1184,2.0147,1.7141,2.296,1.7446,3.449,3.0323,0.8647,3.863,2.4518,2.2723,2.4883,2.8799,1.595,2.3048,2.0535,2.4908,2.6715,1.5115,0.7916,1.8762,2.1766,1.0007,1.8201,2.7139,2.9875,2.2842,3.0481,1.1833,2.05,2.0325,1.5902,1.8801,1.9149,2.3337,1.8957,2.9262,2.5804,2.2175,1.6327,3.3105,1.3454,2.2237,2.7139,1.2875,2.0707,2.6602,2.3337,0.9716,1.7097,3.3105,2.7029,2.7379,1.3283,3.027,0.8883,2.6602,1.2516,2.4985,1.8722,1.6374,1.5806,1.7912,2.0979,2.1766,2.3106,2.8117,2.9765,2.9802,1.787,2.2663,2.2421,3.3379,2.5087,2.1313,2.77,0.9935,2.1925,2.2452
PFKFB3,2.694,4.0162,6.0135,5.1073,5.0396,5.8284,4.6577,4.6548,4.2788,5.8347,4.2389,5.3593,4.7496,3.8228,5.3761,5.5126,4.8545,5.6668,5.1543,5.3502,4.2465,5.6758,4.3306,3.9663,4.3191,5.9179,5.3056,3.7072,4.3499,4.5104,4.8635,4.281,4.6329,4.4027,5.0157,5.2476,4.4842,3.6714,4.5123,5.3565,5.204,4.2017,5.3377,6.1281,5.0545,4.4095,5.3789,5.0926,4.7258,5.2118,3.7815,6.1681,3.868,6.3963,3.4713,4.9435,4.6358,5.4761,5.2732,6.4689,5.4172,3.2973,5.5506,3.6827,3.5009,4.2472,4.1103,5.3667,4.0445,4.4693,4.2995,4.1962,3.4881,5.0009,5.825,4.0269,2.8482,3.8116,3.8033,5.4512,4.9946,6.1641,5.4591,5.1744,5.7288,4.6154,4.9982,4.499,3.7302,4.2064,4.0216,4.6294,4.3931,4.1515,5.1314,5.2453,2.5061,4.0748,4.3285,5.1173,4.7704,4.8505,3.8269,3.2959,4.6611,4.8095,5.5589,3.868,4.1859,4.3449,3.944,5.2597,5.5021,3.3206,4.7253,4.1962,4.1343,4.6271,5.9461,4.4549,6.0079,3.9543,3.834,4.3506,4.6148,5.4582,5.257,4.664,4.4183,4.5129,3.8581,4.613,5.5904,4.5632,4.0645,4.3702,4.7592,5.9547,4.7388,4.836,4.8274,3.836,4.6583,3.4371,4.7187,5.4363,5.5024,4.4713,4.2235,4.8987,4.8719,3.8126,5.0614,4.6577,4.9084,4.1011,3.6125,3.9147,4.6849,5.1355,4.6012,6.2403,4.9458,3.7138,4.8719,5.7474,4.811,4.3716,4.546,5.1388,4.2419,4.8228,5.0588,5.0998,4.443,5.5299,4.4162,4.7312,4.5687,4.4169,4.01,4.4906,4.382,5.0734,4.9327,5.2087,5.5355,4.0901
PFKFB4,2.5388,2.8542,3.0217,1.3679,1.0503,1.692,1.5661,1.6785,1.5165,2.0289,1.7316,2.8681,3.0723,4.9598,1.2394,3.7971,2.004,1.4441,1.5806,1.4335,1.6649,2.0673,1.0711,1.4335,2.6043,1.7489,1.3511,3.2359,1.2455,1.3791,2.128,0.9115,1.4756,1.7403,2.3816,2.6715,4.1883,1.1382,2.2842,2.7868,1.3679,3.136,1.8683,4.3053,1.3511,0.9419,0.9268,1.7912,0.6699,1.105,0.2998,2.8838,1.46,2.9525,1.5563,3.0498,2.2753,3.1797,2.6895,2.7314,1.3956,2.05,2.5087,0.2642,2.183,2.874,2.0569,2.5087,1.4011,1.0293,2.3337,2.4597,2.6441,0.605,2.5413,2.9243,2.7422,1.683,1.2815,2.9375,1.9073,2.2813,1.3283,1.8564,3.5249,3.1062,2.0673,1.5709,2.5852,1.4962,4.8675,2.2019,2.2513,2.2901,2.7487,2.0289,0.9642,0.0014,2.2603,1.0363,1.0079,1.7489,1.8484,2.0535,0.9789,2.1147,3.0961,2.7993,1.5612,6.1054,1.4859,3.9847,3.3993,1.7912,0.537,1.4174,1.8201,0.1903,2.4306,2.1957,2.4805,2.6984,1.1316,1.8996,1.4281,2.8199,1.9377,1.2516,2.8076,1.2576,1.7575,2.0673,0.4967,0.9935,0.8082,0.5271,2.1047,2.8622,0.7664,2.2663,1.949,1.9415,1.7053,0.7493,1.6558,3.1987,0.8488,2.3871,1.0433,1.9931,1.7702,1.0433,1.7403,1.3901,0.8082,2.4386,1.787,1.934,3.0995,2.183,1.5902,1.7995,1.7532,2.5011,2.7249,1.5854,2.4332,0.1648,1.5563,1.5902,1.6695,2.1013,3.3206,4.7269,1.8484,1.7273,1.1577,1.0007,1.6785,1.0293,1.934,3.8611,0.9191,1.9302,3.5009,2.2082,2.7805,0.4016
PFKL,5.0709,6.6502,6.2207,5.5367,5.8273,7.6576,6.8133,6.0663,6.2232,6.9173,5.6473,6.7204,6.3627,6.3376,6.1301,6.5019,5.6562,5.0023,5.62,5.4152,6.2904,6.849,5.5404,5.9047,5.5261,5.7388,5.7882,5.7963,5.7642,5.2642,6.0847,5.6147,6.0385,5.7024,6.4231,5.3212,5.9989,5.9468,5.7326,5.7307,6.0356,5.6496,5.8555,6.7222,6.4021,6.4048,5.6367,6.2797,6.0433,6.2646,5.5889,6.0507,5.849,6.0949,6.1946,6.1285,6.1477,5.8014,6.7188,6.2342,5.9255,5.7645,6.3381,5.6398,5.6491,5.7447,6.0947,5.8146,6.3136,5.7871,5.2188,5.6702,5.7309,5.8438,6.7271,5.2758,5.0635,6.1291,7.5927,6.0372,6.3894,6.7177,5.3191,6.791,6.7926,5.6625,6.9363,5.935,5.8873,5.5684,5.3618,6.0023,5.0926,5.4967,5.5802,5.4145,5.7485,6.5056,6.1312,5.4803,6.4874,6.1144,5.643,5.5738,6.5447,6.6798,5.8316,5.963,5.9759,6.5474,6.2099,6.3409,5.745,6.0312,5.615,5.4699,6.035,5.467,5.7288,6.5475,6.1336,6.0275,5.6068,5.5856,5.9031,6.7849,6.7079,5.9864,6.8048,5.3198,6.0488,6.4325,6.131,6.3185,6.2756,5.3681,5.8153,5.9277,5.7895,6.152,5.8151,5.7565,6.1069,5.7101,5.7856,6.2612,5.9225,6.6087,5.5699,6.0396,5.2586,6.0045,6.1773,6.3806,5.6935,5.9704,6.5832,7.6902,6.8973,5.9853,6.0828,5.8478,6.0202,5.6387,6.4806,5.9038,6.1138,6.244,6.0381,6.3937,6.621,5.3664,6.5291,6.0319,5.9069,5.6611,5.6112,5.7021,6.0811,6.1494,6.8157,6.062,5.8495,5.3194,5.6862,7.0176,6.3299,5.1807
PFKM,3.3647,4.9407,5.1792,5.4413,3.4661,5.2544,4.4074,4.2289,5.6285,4.4739,4.1376,6.0551,4.5243,4.6994,4.2943,5.439,6.0101,3.5827,4.5392,4.7846,5.7074,3.9755,4.4196,5.6554,5.4748,3.9478,5.4115,4.4595,4.4115,5.4957,4.9686,5.2638,5.0018,4.5473,4.8238,3.7345,4.9681,5.0063,3.8886,4.9137,3.9487,4.0445,5.1002,4.4067,4.4764,5.8112,7.2349,5.1404,4.2165,4.9883,5.3241,5.1611,5.6969,4.7269,5.1835,5.0879,5.905,5.0875,4.9905,4.8495,4.2973,4.7788,4.3213,5.5583,4.8645,5.4209,5.4363,5.3136,4.7132,4.6793,4.8233,4.951,4.2304,5.5901,1.3511,4.2126,4.2714,4.3709,4.5583,5.3758,5.8284,5.899,4.6323,6.1117,5.6907,2.8482,4.2033,5.4246,4.3924,4.4216,2.7401,4.5473,4.4216,4.852,4.7442,4.1203,2.8562,5.0709,4.7635,4.835,5.3803,5.2028,4.9824,4.0153,4.4384,5.3352,4.3506,4.182,4.2488,3.981,4.3702,4.8881,4.8007,4.1027,4.8334,5.0387,3.6101,5.0401,5.8706,6.097,5.5832,6.1649,4.2297,3.9599,5.4906,5.3982,5.5623,4.4317,5.1014,4.6071,5.2657,4.4156,5.0553,4.5053,4.6077,4.6077,4.1094,3.8451,5.1843,5.2784,4.3413,4.4324,5.5116,5.5327,5.044,4.523,4.1145,5.3089,4.7231,4.4641,4.423,5.6262,6.0775,4.2389,3.0585,3.3563,4.0313,5.1615,3.868,5.383,5.3551,4.8798,5.3643,4.0918,4.5602,3.8218,5.5107,5.1115,5.6206,4.3364,4.8074,4.2088,4.918,4.8739,5.133,4.6041,4.773,4.0688,4.347,4.3576,4.4628,5.6557,4.5559,5.0696,3.5982,4.597,4.9946,3.866
PFKP,5.1027,3.9318,6.8031,5.3937,5.1792,4.9454,5.9279,6.4175,4.6294,7.9335,5.138,5.5236,5.804,5.5552,5.784,6.0566,6.0257,5.1619,5.4999,5.5081,5.7178,6.0398,4.8585,5.643,4.2366,6.7622,4.8048,4.3321,4.7138,5.0781,5.7913,4.591,5.1132,5.9439,6.206,6.6872,5.284,5.6568,5.5883,5.84,5.7277,6.5434,6.5815,6.2405,6.4403,5.9862,5.0036,5.7372,5.3075,5.3917,4.4848,7.1254,5.6753,6.4767,4.0558,5.9338,6.6707,6.8489,6.6482,7.2303,6.4983,5.4992,6.6066,5.5958,4.9383,5.8087,4.8694,6.6243,5.4148,6.0481,5.9507,5.3473,5.6008,5.3754,7.1695,5.742,4.5748,6.1344,5.2932,6.4099,6.5195,7.105,6.6346,5.5398,7.2122,3.9552,5.464,4.17,5.7315,5.5641,5.0588,6.3583,6.2306,5.2616,6.3971,6.5917,5.4989,5.7052,6.0011,5.5829,6.8829,5.5562,6.4406,5.7913,5.3352,5.9605,6.4234,5.1408,5.4572,6.4591,5.8123,5.5348,6.6066,5.4006,5.9677,4.9996,5.2888,6.2354,6.3156,6.379,5.9982,6.4199,6.0135,5.2593,5.6156,6.4798,6.1775,6.1485,6.0538,5.983,5.8004,5.9229,6.1544,6.4804,4.696,5.0993,5.9741,5.9782,6.1303,6.3036,5.8797,4.0782,5.6705,5.2188,5.6424,6.9419,6.0197,6.5549,6.1314,5.9686,6.1227,5.9672,5.9062,6.1633,4.85,6.7238,5.8115,5.4333,6.196,5.8645,6.4197,6.698,5.5116,5.1891,5.7586,6.2067,6.8696,6.2612,7.1172,6.4662,5.4229,5.8714,6.1719,6.0964,6.1954,5.7858,4.9222,4.686,5.5826,5.0005,5.8575,5.6496,5.732,5.9552,5.254,5.784,6.1575,5.0313
PFN1,10.2705,8.7602,9.7277,9.12,9.4555,9.0916,9.17,9.4335,8.9492,9.5566,9.4073,9.4702,9.1088,10.3725,9.8956,9.2826,9.0282,9.12,9.303,9.1513,9.0054,9.2812,9.2001,9.3928,8.7176,9.0239,9.1241,8.2921,8.9447,9.536,9.7591,8.952,8.2031,9.7105,8.5965,9.8048,10.0593,9.0345,9.851,9.7175,8.6384,9.1929,8.8907,9.2862,9.1139,8.6503,9.2049,9.5624,8.9043,8.8638,8.7869,10.0861,9.5833,9.1885,7.7251,9.5271,9.1519,8.976,10.0056,9.7608,9.3708,8.7356,9.3941,9.4913,10.1265,9.8209,9.7899,9.1631,9.888,9.4184,8.446,9.59,8.1541,9.6813,8.1927,10.1697,9.326,9.7685,9.1873,10.3633,9.5347,9.4413,8.4232,8.9661,9.8851,8.7959,9.3189,8.5699,10.2485,8.3976,9.8495,9.852,10.4169,8.6435,9.8174,10.1523,10.3788,8.9563,9.5327,9.2253,9.3148,9.5469,9.1346,9.8322,8.9779,9.5455,9.3062,10.0887,9.4238,10.0191,8.9577,10.0967,9.2547,9.3663,8.3871,9.3289,8.431,9.5951,9.6735,9.3604,8.1784,9.0839,9.5158,9.7771,9.5555,10.3535,9.8257,8.9346,9.8392,9.1065,9.4006,9.5164,9.3584,9.0198,9.0515,9.0881,9.0864,9.3364,9.5133,9.4628,8.8672,9.7441,8.5975,9.0055,9.3178,9.2618,9.9233,7.8888,9.1653,9.9926,8.9831,8.5616,8.0886,9.3846,9.6741,9.1095,9.5942,9.5506,9.4649,9.1798,9.2314,9.1784,8.684,8.7046,8.4826,9.2684,10.0139,9.2386,9.4804,9.7248,9.3878,8.5564,9.0146,9.9069,9.0572,9.0422,8.6465,8.7439,9.7553,9.4933,9.7798,8.9198,8.8323,9.3598,9.064,8.5665,9.6707,9.2981
PFN2,5.4624,7.1878,3.74,6.6106,4.018,3.7039,7.5826,5.2854,5.1567,7.0143,1.9111,4.6531,6.1973,7.6141,6.3489,7.7516,4.4932,6.4683,6.0629,4.3702,6.031,7.587,5.23,6.9924,5.2269,4.7645,5.1619,5.8174,6.2983,3.421,4.7377,4.3242,7.1277,6.9283,3.3393,4.6617,4.0909,6.9326,5.6268,6.546,3.6827,3.5803,8.2382,1.9188,1.7828,5.825,5.5126,6.9779,5.6473,3.9552,6.4644,6.8105,7.6278,6.2733,6.61,7.9883,7.9345,7.2272,2.3536,8.0982,5.2312,6.5847,6.6496,3.716,5.7187,4.5832,5.1627,6.884,4.81,4.4169,6.6273,7.5803,6.4438,6.8719,7.4005,6.4997,7.1184,5.0773,6.9539,7.0457,6.6649,7.0811,2.971,6.2481,5.381,0.4233,3.1079,4.837,6.9232,7.4006,6.0177,5.0251,7.3984,7.2858,5.1587,8.3931,5.0202,6.4229,6.8602,5.4357,7.0904,3.7898,6.3479,5.7554,4.3449,7.0774,6.6297,4.9421,4.4777,7.0284,7.6247,7.1926,7.371,6.3386,4.958,5.8138,5.7019,6.0605,6.1433,6.4055,6.9644,7.4294,4.6282,6.9236,6.1973,6.0594,6.388,5.6688,8.0156,6.7586,6.5791,6.8383,6.5535,6.3555,4.9552,5.3045,5.0251,4.0331,4.4919,7.2817,7.4408,7.1917,6.528,3.5387,5.3716,6.9429,7.3303,7.6571,6.0955,6.735,8.0652,5.4423,6.7475,7.3042,4.8625,5.1676,5.7002,7.2675,4.2833,7.312,6.4862,6.9375,2.4883,5.8038,7.6903,5.8679,6.7732,8.0798,1.0983,6.1528,6.2089,5.6727,8.8862,6.6087,5.8528,4.8243,6.0215,2.3536,5.3671,4.2601,7.52,6.3463,5.6168,6.9637,5.4761,4.479,5.4367,5.5339
