gene_name,TCGA-BA-4074-01,TCGA-BA-4078-01,TCGA-BA-5149-01,TCGA-BA-5151-01,TCGA-BA-5152-01,TCGA-BA-5153-01,TCGA-BA-5555-01,TCGA-BA-5556-01,TCGA-BA-5559-01,TCGA-BA-6869-01,TCGA-BA-6870-01,TCGA-BA-6871-01,TCGA-BA-6872-01,TCGA-BA-6873-01,TCGA-BB-4217-01,TCGA-CN-4723-01,TCGA-CN-4725-01,TCGA-CN-4726-01,TCGA-CN-4728-01,TCGA-CN-4729-01,TCGA-CN-4730-01,TCGA-CN-4731-01,TCGA-CN-4733-01,TCGA-CN-4736-01,TCGA-CN-4737-01,TCGA-CN-4738-01,TCGA-CN-4740-01,TCGA-CN-4741-01,TCGA-CN-4742-01,TCGA-CN-5355-01,TCGA-CN-5356-01,TCGA-CN-5358-01,TCGA-CN-5360-01,TCGA-CN-5363-01,TCGA-CN-5364-01,TCGA-CN-5365-01,TCGA-CN-5366-01,TCGA-CN-5367-01,TCGA-CN-5369-01,TCGA-CN-5370-01,TCGA-CN-5373-01,TCGA-CN-5374-01,TCGA-CN-6010-01,TCGA-CN-6011-01,TCGA-CN-6013-01,TCGA-CN-6016-01,TCGA-CN-6017-01,TCGA-CN-6018-01,TCGA-CN-6019-01,TCGA-CN-6020-01,TCGA-CN-6021-01,TCGA-CN-6022-01,TCGA-CN-6023-01,TCGA-CN-6024-01,TCGA-CN-6988-01,TCGA-CN-6989-01,TCGA-CN-6992-01,TCGA-CN-6994-01,TCGA-CN-6995-01,TCGA-CN-6997-01,TCGA-CN-6998-01,TCGA-CQ-5323-01,TCGA-CQ-5324-01,TCGA-CQ-5325-01,TCGA-CQ-5329-01,TCGA-CQ-5330-01,TCGA-CQ-5331-01,TCGA-CQ-5332-01,TCGA-CQ-5334-01,TCGA-CQ-6218-01,TCGA-CQ-6220-01,TCGA-CQ-6224-01,TCGA-CQ-6225-01,TCGA-CQ-6227-01,TCGA-CQ-6228-01,TCGA-CQ-6229-01,TCGA-CQ-7065-01,TCGA-CQ-7068-01,TCGA-CV-5430-01,TCGA-CV-5432-01,TCGA-CV-5434-01,TCGA-CV-5436-01,TCGA-CV-5439-01,TCGA-CV-5440-01,TCGA-CV-5441-01,TCGA-CV-5442-01,TCGA-CV-5443-01,TCGA-CV-5444-01,TCGA-CV-5966-01,TCGA-CV-5970-01,TCGA-CV-5973-01,TCGA-CV-5976-01,TCGA-CV-5977-01,TCGA-CV-5978-01,TCGA-CV-5979-01,TCGA-CV-6003-01,TCGA-CV-6436-01,TCGA-CV-6441-01,TCGA-CV-6933-01,TCGA-CV-6934-01,TCGA-CV-6935-01,TCGA-CV-6936-01,TCGA-CV-6937-01,TCGA-CV-6938-01,TCGA-CV-6939-01,TCGA-CV-6940-01,TCGA-CV-6941-01,TCGA-CV-6942-01,TCGA-CV-6943-01,TCGA-CV-6945-01,TCGA-CV-6948-01,TCGA-CV-6950-01,TCGA-CV-6951-01,TCGA-CV-6952-01,TCGA-CV-6953-01,TCGA-CV-6954-01,TCGA-CV-6955-01,TCGA-CV-6956-01,TCGA-CV-6959-01,TCGA-CV-6960-01,TCGA-CV-6961-01,TCGA-CV-6962-01,TCGA-CV-7089-01,TCGA-CV-7090-01,TCGA-CV-7091-01,TCGA-CV-7095-01,TCGA-CV-7097-01,TCGA-CV-7099-01,TCGA-CV-7100-01,TCGA-CV-7101-01,TCGA-CV-7102-01,TCGA-CV-7103-01,TCGA-CV-7104-01,TCGA-CV-7177-01,TCGA-CV-7178-01,TCGA-CV-7180-01,TCGA-CV-7183-01,TCGA-CV-7235-01,TCGA-CV-7236-01,TCGA-CV-7238-01,TCGA-CV-7242-01,TCGA-CV-7243-01,TCGA-CV-7245-01,TCGA-CV-7247-01,TCGA-CV-7248-01,TCGA-CV-7250-01,TCGA-CV-7252-01,TCGA-CV-7253-01,TCGA-CV-7254-01,TCGA-CV-7255-01,TCGA-CV-7261-01,TCGA-CV-7263-01,TCGA-CV-7406-01,TCGA-CV-7407-01,TCGA-CV-7410-01,TCGA-CV-7411-01,TCGA-CV-7413-01,TCGA-CV-7414-01,TCGA-CV-7415-01,TCGA-CV-7416-01,TCGA-CV-7418-01,TCGA-CV-7421-01,TCGA-CV-7422-01,TCGA-CV-7423-01,TCGA-CV-7424-01,TCGA-CV-7427-01,TCGA-CV-7429-01,TCGA-CV-7430-01,TCGA-CV-7432-01,TCGA-CV-7433-01,TCGA-CV-7434-01,TCGA-CV-7435-01,TCGA-CV-7437-01,TCGA-CV-7438-01,TCGA-CV-7440-01,TCGA-CX-7085-01,TCGA-CX-7086-01,TCGA-CX-7219-01,TCGA-D6-6515-01,TCGA-D6-6516-01,TCGA-D6-6517-01,TCGA-D6-6823-01,TCGA-D6-6824-01,TCGA-D6-6825-01,TCGA-D6-6826-01,TCGA-DQ-7591-01,TCGA-IQ-7630-01,TCGA-IQ-7632-01
PDGFB,2.7594,2.9375,2.9618,2.299,2.1147,2.7784,3.7378,2.4649,2.5036,3.7432,2.3926,3.483,3.1442,3.3206,3.2722,2.872,2.8442,2.236,3.4596,3.0995,1.816,3.2511,3.7656,2.8361,3.6635,3.0515,3.1556,1.1447,3.4609,3.3549,2.7594,3.0619,3.5633,3.6347,2.128,1.6649,3.4464,2.7314,2.5852,3.0706,2.496,0.8805,2.8779,1.125,2.3193,4.3104,3.3842,3.3478,3.208,3.2389,2.791,3.8857,2.4831,3.6669,2.4779,4.0985,3.4997,3.3869,2.3732,3.5923,1.9601,1.9638,3.1876,2.3222,2.6556,3.4556,2.8582,3.4424,3.4791,2.7444,1.5266,3.6277,1.8036,3.3689,3.7421,2.7249,0.8883,2.4544,3.0305,2.9186,3.5461,1.8683,1.5366,2.9488,2.6464,0.2642,1.2516,3.5621,1.642,2.9186,0.8327,3.6335,2.1114,2.4008,2.4171,3.637,1.1117,1.8282,3.3393,3.8002,4.0109,1.6558,2.8622,0.7579,2.7615,3.6543,3.7794,2.7951,2.9319,3.945,1.7053,4.1425,2.8542,2.8014,1.412,2.1378,0.3907,2.9109,3.2282,4.0216,3.1129,3.3134,1.8801,3.3938,3.1733,2.362,2.4386,1.4652,2.7357,3.0585,3.2692,2.9243,3.0671,3.1781,2.971,0.6608,1.614,3.0127,4.4142,2.3164,3.5212,2.7292,2.9562,2.7972,4.0926,1.8036,3.0056,1.177,2.8301,3.1261,3.9819,2.5948,2.6138,1.7053,3.4791,1.9527,1.5758,2.4934,4.0722,2.1213,2.6783,4.95,2.3337,2.1988,2.118,2.2842,2.0844,3.309,2.5437,3.4997,1.7185,4.0722,3.9755,4.8655,3.9194,3.1653,1.8564,3.1588,2.3479,1.6695,2.7594,3.002,2.5634,2.5924,4.0506,2.0946,1.816,1.2209
PDGFC,4.6041,3.2973,2.6783,3.0163,0.6969,2.4198,1.3225,3.1179,2.1702,-0.4131,3.6207,2.7487,2.7636,3.7836,3.2496,4.4983,3.091,2.4306,4.7698,3.0393,4.8002,4.3111,2.9338,2.8701,3.6759,2.9032,4.2654,2.2633,3.7699,4.3646,3.7269,3.2049,3.0723,4.8881,2.5852,3.0774,4.1523,2.651,2.9488,3.4583,3.0498,2.1734,3.3689,4.1986,0.4967,3.7367,3.0358,4.1027,4.7581,2.6556,0.3115,5.1831,2.3871,3.2617,-0.7588,3.8729,2.5511,3.705,0.9716,2.0465,3.1045,1.2992,2.6556,2.4831,4.1954,3.6804,2.5804,3.6623,3.0287,3.0181,1.5064,4.7242,-0.5332,3.1701,1.4228,3.0074,2.5462,3.2127,2.826,3.0145,3.3032,4.9355,1.2209,1.2455,4.2609,3.1393,1.642,3.8925,3.3278,2.6579,0.4233,3.2885,4.1069,4.4816,4.6927,2.7615,0.8883,-1.5522,2.982,4.5988,3.1311,1.5661,1.7702,4.0875,2.6208,1.334,2.043,3.8896,3.2143,3.6725,1.2394,5.3775,2.3077,3.245,3.3407,3.483,0.3346,3.1813,4.4758,4.7312,4.445,0.3907,2.6556,4.2714,3.3061,2.4934,3.4609,2.1114,3.8769,2.3649,5.0357,4.5243,2.3649,3.9856,2.8522,2.362,3.011,4.1482,4.8881,2.9948,2.7444,3.4464,4.8012,3.7961,1.8282,2.7763,3.6148,3.1212,3.0002,3.7204,2.9692,2.5948,3.7138,0.5666,2.4857,2.3222,2.6371,2.6487,3.8044,4.0216,1.3901,4.0756,1.2636,4.0816,3.7518,2.2051,4.1555,0.099,2.9052,3.3675,4.7898,3.6195,3.7269,4.865,4.1539,3.0127,0.9789,2.9205,4.0952,2.7763,4.6966,-0.7588,4.1384,4.0001,4.9089,0.4552,2.7161,2.3077
PDGFD,-0.3752,-0.0425,-1.4305,-0.5756,-2.1779,0.4447,0.7058,-1.9379,-0.1345,-1.2142,-0.1993,1.674,-2.2447,-1.2142,0.0718,-1.2481,-1.3921,-0.6193,1.0847,-0.4325,-1.5105,-0.7588,0.044,-0.1031,-0.2159,-0.6416,3.0181,-0.8084,-0.0877,0.9343,1.2333,2.3649,0.6517,-1.3183,-0.5543,-2.114,-1.3548,-1.5105,0.4233,0.3907,-1.5522,-0.9406,-0.9406,-1.8314,-2.4659,-0.2671,0.9191,0.1124,0.346,-0.0877,-0.1345,-0.1345,0.0158,-1.3548,-1.6394,-0.2159,-0.8084,0.1519,-1.7322,-0.8863,-2.8262,-0.5756,-1.3548,-0.8863,-0.9406,-0.4921,-1.5522,-0.3566,-0.1828,-1.3183,-2.7274,-0.4325,-3.816,0.8805,-0.1345,-1.8836,-1.8314,-2.4659,-0.2159,-1.7322,0.4233,-2.7274,-3.3076,-2.2447,-0.6193,-3.6259,-0.6193,1.5806,-3.1714,-0.9686,-2.8262,-2.3884,-2.9324,2.2113,-3.458,-4.2934,-3.6259,-3.6259,-2.1779,2.362,0.3115,-0.9406,-1.3921,-2.3147,-0.0725,-1.5522,-0.3022,-0.2159,0.0854,-2.3147,-1.2481,-2.3147,-1.8836,-1.8836,-3.6259,-0.9406,-3.0469,-1.2142,-0.3022,-0.8599,-2.0529,-1.6394,-1.9942,0.6239,-1.2828,-1.9379,-1.5522,-2.7274,-0.1828,0.4865,-0.2845,0.4865,-1.4305,-0.0725,1.6234,-2.6349,-0.4131,1.7446,-0.6873,-1.3183,-0.6416,-0.7588,-1.5105,-1.0262,-0.0725,-0.6416,0.2154,-4.2934,0.5568,-1.5522,-0.5973,-0.5973,0.5955,-2.114,-0.1993,-0.4521,-1.0262,-0.4521,-0.9406,-0.2671,-2.0529,0.5763,-0.2845,-1.5105,2.081,-0.9686,2.3451,-1.5522,-2.0529,0.7058,-1.8836,1.4011,-3.1714,-0.7108,-2.5479,0.9568,-0.6643,-0.2328,-1.0862,-2.7274,-1.7322,-1.7322,1.2516,-1.3548,-0.3022,-1.2828,-2.114,0.346
PDGFRA,3.7356,2.5924,0.537,3.1245,1.9749,3.4331,2.4144,2.0289,2.9893,0.9038,0.5763,3.8818,1.595,1.0293,2.7314,2.8462,1.6649,3.2526,3.8876,2.8341,0.3573,1.2333,3.6816,2.4805,3.074,2.6624,4.6247,0.9115,3.5875,3.6635,3.7614,5.1441,4.1069,2.5876,2.828,0.0718,1.8201,0.1124,2.4035,3.8249,2.609,0.2642,2.6624,0.3231,1.46,3.3717,3.2811,2.2543,3.7783,3.0654,1.5563,3.2541,1.1447,0.9191,0.4967,3.3521,2.753,1.2147,1.1577,1.8722,-1.1488,1.5366,1.2576,3.4635,2.676,2.5462,1.0151,3.4197,3.0808,1.2209,0.605,3.1572,-0.6416,2.5948,5.1796,0.9343,0.5069,-0.6873,2.0979,1.4228,2.3926,0.7493,-0.1993,0.8805,1.0293,-1.5105,3.3563,3.6555,0.7832,1.7828,-0.2845,0.5859,-0.394,3.2481,-1.7809,-0.7346,-0.2498,-1.1172,1.614,4.1111,1.0573,1.4335,1.1641,-0.0725,2.6043,1.3956,3.027,2.9394,3.2841,0.058,-0.0877,2.108,0.2154,0.3796,0.5568,1.5854,-0.8863,-0.3201,1.9968,-0.0425,3.1062,-0.1504,1.692,2.578,2.1444,-0.013,2.2723,-0.8863,1.1641,2.4518,3.0808,3.6612,1.2934,2.7249,2.7889,0.2998,1.7446,2.7007,1.7954,1.674,1.4335,1.7995,1.3454,1.125,2.5011,0.2277,0.8805,-4.6082,2.9875,-0.4921,2.7615,3.1261,2.4306,-0.394,2.2082,1.4547,2.0076,3.5608,1.2147,2.2543,0.2522,2.4701,1.8604,1.5465,3.6405,0.9642,1.4174,-0.2671,-0.3201,3.4984,0.2029,3.6219,-0.013,0.9115,0.537,3.9543,0.8246,3.1829,2.7205,2.0604,0.6699,1.4652,3.5875,2.3981,3.6532,2.5288,1.0847,0.2029
PDGFRB,4.1571,5.6946,4.7592,4.8258,3.5923,4.2358,4.3371,3.9242,4.298,2.9224,3.8769,6.1926,4.6422,4.0383,3.9974,5.5426,3.4424,4.3406,6.1701,4.6966,2.93,4.3017,5.4509,4.8294,5.3209,3.6277,5.6124,3.3979,5.6014,5.8069,5.7918,6.2832,4.6224,5.31,3.8116,2.6693,5.5632,3.5959,4.6312,5.7323,4.9991,3.0252,4.8028,3.8621,3.5124,6.2405,4.9421,4.3702,6.408,4.5336,3.8818,5.7121,3.2466,4.594,3.3321,6.7345,4.9805,4.38,3.5022,4.2181,1.9415,3.8769,4.5205,5.0709,5.0532,5.7132,3.8461,5.3473,5.6969,3.7464,3.1245,6.1404,-0.1504,5.0884,3.741,3.7215,2.909,2.5996,4.3053,3.9421,5.2242,4.3184,2.004,2.3222,4.8172,0.5271,3.741,6.3381,3.9468,4.6364,1.1833,4.2958,3.2647,5.3071,2.2723,2.3135,2.7007,-0.1031,3.8925,6.0549,4.7851,4.1788,3.6463,2.3337,4.3024,3.9261,5.2877,5.2169,5.3982,3.3952,3.0533,4.8069,2.7826,2.6067,2.3649,4.8074,0.2762,3.245,4.1676,2.5731,2.7073,2.9692,3.1507,5.2075,4.3534,3.1924,4.4836,1.9822,4.6456,3.3003,4.848,6.2994,3.3856,5.8385,5.0644,1.5366,4.0216,4.8425,4.4516,4.1764,3.3633,5.1651,4.8033,3.2602,4.4243,2.8799,4.6479,0.1519,4.8958,2.0707,5.323,4.834,3.7127,2.3394,4.468,3.3307,4.0636,3.8279,4.2892,4.1547,2.9544,4.9773,3.7345,4.1011,4.795,2.9966,4.6242,1.7995,2.2753,5.5735,2.9032,5.533,2.7993,4.2766,2.667,5.5565,2.3592,5.5601,5.6582,3.3134,4.2412,3.907,4.843,4.5778,5.4741,2.7742,4.1915,2.2482
PDHA1,5.4819,6.3023,6.3102,6.1272,6.9889,6.6505,6.4361,6.0457,6.6311,6.8888,5.0175,6.6767,5.5008,6.3512,5.8538,6.9439,5.7538,5.9593,5.6935,6.3309,6.1777,6.4516,5.8637,5.6514,6.0427,5.6837,5.742,6.2065,5.2631,6.803,6.532,6.0553,5.6551,6.5251,6.583,6.6188,6.6588,6.3794,6.1885,6.4675,5.2292,6.2752,6.0518,6.6075,6.5149,5.3944,6.761,5.9775,5.4084,6.6982,6.1522,5.8138,6.1775,6.3225,5.7104,5.7845,7.0372,5.9151,7.0696,6.732,5.7788,6.3477,5.8493,6.2211,5.7955,6.6001,6.0817,6.0622,6.0155,6.2128,5.7918,6.2786,7.2119,5.6436,6.5008,5.9079,6.709,6.1424,6.819,6.4323,5.9253,6.8364,6.3558,6.2015,6.3995,6.579,6.4631,5.8893,6.598,5.1306,5.2616,5.8278,7.8983,5.3274,6.1293,6.8753,6.8239,6.9351,5.6716,5.8851,5.8625,6.7827,6.8435,6.5406,6.1687,5.1494,6.4621,6.3842,5.4941,6.5838,7.4717,6.3461,4.9036,6.0648,5.4307,5.9839,5.4735,6.5275,5.6407,6.618,6.4464,7.4323,6.191,6.3245,6.3239,6.4012,6.7436,6.5434,6.5917,5.6372,5.7043,5.8637,6.3688,5.8056,5.9917,6.0745,5.5314,5.3968,6.0077,6.2551,6.1094,5.0215,5.72,6.6889,6.4679,6.1285,6.1279,5.961,5.9846,5.4522,6.105,7.0323,6.2426,5.0027,5.8115,5.0734,6.2617,5.756,6.3076,5.735,6.6751,6.3782,6.3295,6.0479,6.3784,5.7819,6.6559,6.325,5.8375,6.6446,6.0398,5.5979,6.4712,5.7274,6.3165,5.3597,5.6008,5.8588,5.717,6.2599,6.3153,6.8493,5.6843,6.0277,5.284,7.0408,6.2646,5.8854
PDHA2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658
PDHB,5.5327,4.8485,4.7517,5.1831,5.4333,4.7415,4.2304,4.8595,4.9919,4.7846,4.2973,4.7154,4.2412,5.2858,4.7544,5.284,4.4404,4.2335,4.5311,4.4855,4.9199,4.3972,4.4061,4.7965,4.3263,4.4476,4.6399,5.1989,4.588,4.366,4.3227,4.6905,4.3392,4.431,4.4061,4.2366,4.402,4.1128,4.9317,5.1148,4.1531,5.8807,4.49,4.3177,3.6125,4.3841,4.9241,4.6376,4.6053,4.0884,4.4203,4.5832,4.8435,4.3097,4.1994,4.6242,4.6543,4.0739,4.4913,4.6247,4.0462,4.8395,4.7877,4.6933,5.1086,4.4324,5.337,4.6826,4.9331,4.1011,4.3632,4.9265,5.0536,4.852,4.8983,4.9612,4.3876,4.9746,4.4634,4.756,4.9026,4.4006,4.3292,4.4297,5.3256,5.3295,5.4172,4.7861,4.6645,4.2465,4.2304,4.3513,4.3413,4.8812,3.9147,4.2766,5.2445,5.0423,4.5286,4.741,4.1327,4.3841,5.0879,5.0955,4.8827,4.3206,4.8233,5.0786,4.5534,4.404,5.2281,4.7027,4.6053,4.0287,4.9547,5.1157,4.5748,4.0567,4.3278,4.402,4.6983,5.1768,4.49,4.404,4.6927,4.1724,5.2072,4.4135,4.8022,4.6065,4.3184,4.7866,4.4496,3.9819,4.1867,4.3534,4.7613,4.1595,4.2995,4.1547,4.5516,4.4706,4.0462,4.2951,4.7976,5.0054,4.0392,3.3221,4.9714,4.4836,4.1604,4.5589,5.4767,4.0392,4.3399,4.5085,4.1128,4.7049,3.5073,4.6668,4.5104,4.2714,4.927,3.8759,4.8304,4.717,4.9946,4.2684,4.0705,4.6502,3.5959,4.4223,4.7814,4.975,4.3385,4.4803,5.4922,4.5528,4.9626,4.096,4.0055,3.981,4.7986,4.6195,4.7099,4.7955,4.8314,4.9896
PDK1,4.7656,3.8944,2.4908,2.2633,0.2881,2.6828,3.2435,2.5658,2.8799,2.8661,2.6602,2.9319,2.7615,2.7763,3.2297,3.483,3.6532,3.1045,2.1247,2.9394,3.0515,4.4608,3.5424,1.674,2.2019,3.1212,2.108,2.3564,2.59,2.4857,2.5756,3.1475,2.8076,2.2723,3.2018,3.0533,2.6019,1.5115,2.7972,3.4609,3.2617,2.3308,4.0636,3.6566,2.3193,2.0673,2.1734,2.9243,1.9302,1.9188,2.0395,3.1377,1.6875,2.7444,1.334,2.6255,3.5047,3.417,2.5213,4.6195,3.287,3.3163,3.0074,3.0199,2.3649,1.1897,2.6715,5.2323,1.5854,2.8096,2.7487,2.3222,3.4129,1.2636,4.4074,2.2237,1.3901,1.2147,2.9747,3.74,3.417,4.5293,3.6042,3.5174,3.0825,1.8564,3.0637,1.3679,1.1316,2.2603,1.2209,2.2268,1.5415,2.1411,3.38,2.7249,1.2756,2.0183,3.3911,2.4332,3.5262,2.2206,1.6093,1.2147,2.3135,3.2632,2.9875,2.8076,1.6374,3.0376,2.8361,3.3221,3.8769,3.0481,2.8137,2.5238,2.6019,2.1411,3.2435,2.296,3.5694,4.5638,1.8683,2.6738,3.0995,4.0619,3.8531,1.949,3.7083,3.0961,3.1924,3.2752,2.5437,3.1971,3.5971,1.0222,2.8838,4.3548,1.4547,2.0004,3.4791,1.6964,2.9109,1.7403,3.0163,3.6277,2.4198,3.9524,3.1955,2.5731,3.741,1.6281,1.7744,2.1313,3.7898,2.7657,2.7931,3.0428,2.0878,3.2143,3.5682,2.1862,5.1891,2.9224,3.8749,2.108,2.299,3.6782,2.9394,2.0183,2.4934,2.7805,4.3555,3.2811,3.5718,2.8422,1.736,1.4704,1.9786,1.766,3.7248,2.6873,2.4908,3.3235,2.9432,4.0207,2.6441,1.7912
PDPK1,1.766,2.7314,3.3307,3.5399,2.4779,3.9856,3.5547,3.5621,4.073,2.328,2.5338,3.1212,2.2753,2.9394,3.3745,3.5523,3.5461,2.7183,3.2374,3.4075,3.3731,2.8055,3.0876,3.2127,3.7356,4.0549,3.0568,3.8896,2.9281,3.4088,3.6532,3.3421,3.6771,2.8219,3.2722,2.6783,3.2112,2.9109,3.3293,3.1987,3.0127,3.1637,3.5682,3.7783,3.866,2.6738,3.1876,2.8681,3.0927,3.6543,3.1195,3.9487,3.2826,3.0671,3.5399,3.2096,3.7367,3.2707,3.1781,3.1112,2.5137,3.4726,3.1179,2.8402,2.7292,3.0002,3.1442,2.828,3.3061,2.8994,3.4569,2.2931,3.0774,2.8582,3.2127,2.874,2.8522,3.0181,3.4102,2.8462,3.3032,2.1114,3.5486,2.8321,3.1475,3.5287,3.3814,3.4061,2.7615,3.162,1.3956,3.1844,1.9377,3.4713,2.8779,2.4701,0.8327,1.9452,3.2677,2.5707,2.9966,2.8178,3.8983,2.7007,3.8896,2.9507,3.5136,2.4035,2.8341,2.2872,3.2541,2.8034,2.7444,2.4649,3.4504,2.5804,3.0127,3.0217,3.3061,3.1442,3.2541,2.6783,2.7636,2.9544,3.2677,2.9032,2.6208,2.9469,3.4933,2.9224,2.6325,2.9562,2.7868,3.4034,3.5362,2.5462,2.5363,2.2813,3.5608,2.7205,3.2174,2.5876,2.9375,3.0498,3.492,3.1145,3.027,3.2541,2.4117,3.6669,3.0234,3.3731,3.4713,2.5188,3.3192,2.9167,2.9243,2.6556,2.5288,3.2811,2.7183,2.5683,2.8838,3.5971,2.4727,3.5682,3.2282,3.4556,2.6984,2.7465,2.4571,2.9032,2.667,2.59,3.38,3.0842,3.716,3.8847,3.2826,3.6543,3.3235,3.6905,3.4843,3.4464,3.6219,3.9031,3.2752,2.6441
PERP,8.5146,8.4714,8.703,9.2984,8.7013,8.0821,8.3915,8.7625,6.6119,9.0537,9.2681,7.5526,9.1264,8.7436,8.5661,8.3344,9.2138,10.5228,7.3956,9.0947,9.1845,9.3343,7.6897,8.9372,9.0649,8.7471,8.6069,8.9946,9.1931,9.5834,8.3407,8.8277,8.8351,8.7704,8.8504,9.3449,8.8958,9.0311,9.3434,8.8073,9.7411,8.9737,7.7997,9.5677,9.2065,9.7044,6.7495,7.993,9.0053,8.3204,10.1615,8.2113,7.9946,8.5469,8.9293,7.6046,8.911,8.0738,8.5196,8.0496,10.4138,9.1639,8.4896,9.0491,8.4802,8.3171,9.8532,9.7363,9.0061,9.9926,9.9475,8.0136,9.4762,9.0932,9.2018,9.9009,10.1956,8.3738,8.4077,8.8872,8.2581,8.934,9.4634,8.4652,9.7928,10.137,7.5159,8.1341,7.6286,9.5727,9.8442,8.8579,9.1706,9.17,8.7471,8.6809,8.8702,7.6754,8.7974,8.4042,9.6335,8.1515,8.1633,8.9296,8.1137,9.0038,9.0652,7.2916,9.1366,9.1013,9.0575,8.6024,9.3655,9.8024,9.3889,9.0729,10.0474,9.4508,9.0475,8.9419,7.9914,9.2086,9.1823,8.2941,9.156,9.2079,8.7857,8.8011,7.5662,8.8075,9.1875,9.3836,8.8884,9.1877,7.8437,9.5743,10.244,8.142,8.7344,8.8693,8.8176,8.8552,9.4094,7.7279,8.4789,9.0395,9.1845,9.3313,7.3388,9.613,9.3495,9.8455,8.5344,9.1458,9.0156,9.9892,9.532,9.193,8.9603,8.2785,8.8967,8.5953,8.9477,9.8038,9.0138,9.4366,6.6418,9.6248,9.3329,8.4937,9.8551,8.6133,9.0892,8.5892,8.585,8.9659,9.4323,9.3779,8.2615,9.3302,9.03,8.4971,8.1368,9.1013,8.0329,8.8885,8.7352,9.724
