gene_name,TCGA-BF-A1PU-01,TCGA-BF-A1PX-01,TCGA-BF-A1PZ-01,TCGA-BF-A3DJ-01,TCGA-BF-A3DL-01,TCGA-BF-A3DM-01,TCGA-BF-A3DN-01,TCGA-BF-A5EO-01,TCGA-BF-A5EP-01,TCGA-BF-A5EQ-01,TCGA-BF-A5ER-01,TCGA-BF-A5ES-01,TCGA-D9-A3Z4-01,TCGA-D9-A4Z3-01,TCGA-D9-A4Z5-01,TCGA-EB-A1NK-01,TCGA-EB-A24C-01,TCGA-EB-A24D-01,TCGA-EB-A299-01,TCGA-EB-A3HV-01,TCGA-EB-A3XB-01,TCGA-EB-A3XC-01,TCGA-EB-A3XD-01,TCGA-EB-A3XE-01,TCGA-EB-A3XF-01,TCGA-EB-A3Y6-01,TCGA-EB-A3Y7-01,TCGA-EB-A41A-01,TCGA-EB-A41B-01,TCGA-EB-A42Y-01,TCGA-EB-A42Z-01,TCGA-EB-A430-01,TCGA-EB-A431-01,TCGA-EB-A44N-01,TCGA-EB-A44O-01,TCGA-EB-A44P-01,TCGA-EB-A4IQ-01,TCGA-EB-A4IS-01,TCGA-EB-A4OY-01,TCGA-EB-A4OZ-01,TCGA-EB-A4XL-01,TCGA-EB-A550-01,TCGA-EB-A551-01,TCGA-EB-A553-01,TCGA-EB-A5FP-01,TCGA-ER-A194-01,TCGA-ER-A196-01,TCGA-ER-A19K-01,TCGA-ER-A19T-01,TCGA-ER-A2NB-01,TCGA-ER-A2NF-01,TCGA-ER-A42H-01,TCGA-FR-A3R1-01,TCGA-FS-A1ZN-01,TCGA-GF-A2C7-01,TCGA-GN-A263-01,TCGA-GN-A26C-01,TCGA-HR-A5NC-01,TCGA-IH-A3EA-01
GRIN2A,-5.0116,-4.2934,-4.2934,-5.0116,-2.3147,1.9859,-5.0116,-9.9658,-1.4305,-5.0116,-1.8836,-3.816,-5.5735,-9.9658,-4.035,-3.6259,-5.0116,-3.6259,-5.0116,-4.2934,-2.3884,-5.5735,-3.1714,-5.5735,-9.9658,-5.0116,-2.8262,-9.9658,-6.5064,-9.9658,-9.9658,-3.6259,-4.035,-4.035,-3.816,-3.458,-9.9658,-9.9658,-9.9658,-5.0116,-4.2934,-2.4659,-9.9658,-6.5064,-2.3147,-9.9658,-3.0469,-6.5064,-2.8262,-5.5735,-0.4131,-5.0116,-4.035,-4.035,-4.6082,-6.5064,-6.5064,-5.5735,-0.3752
GRIN2B,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-4.6082,-0.4921,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-2.114,-6.5064,-5.0116,-9.9658,-6.5064,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-2.4659,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-2.9324,-9.9658,-9.9658,-9.9658,-6.5064,-3.3076,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-6.5064,-9.9658,-9.9658,-1.6394,-9.9658
GRIN2C,-4.2934,-3.816,-3.6259,-2.7274,-4.6082,0.1124,-2.3147,-2.114,-2.5479,-3.3076,-2.5479,-3.0469,-3.6259,-5.0116,2.2633,-3.6259,-5.0116,-3.458,-3.1714,-3.816,-1.5105,-2.7274,-2.4659,-2.7274,-2.3884,-2.7274,-2.2447,-1.8314,-1.9942,-2.6349,-3.6259,-3.6259,-1.1172,-3.6259,-3.1714,-1.0559,-5.0116,-2.4659,-0.2845,-0.8084,-2.9324,0.8164,-0.3022,-4.6082,-3.816,-2.5479,-4.6082,-3.3076,-1.2481,-4.035,-4.2934,-4.035,-4.035,-0.0877,-4.035,-4.2934,0.7832,-1.0262,-1.9942
GRIN2D,-1.9942,-0.8339,-0.3566,-0.0574,-0.3201,2.3816,1.3735,2.118,-0.1504,-1.5951,-0.5332,-1.685,2.9356,2.5634,0.7058,0.9191,-0.9686,-1.9379,-0.013,-0.8863,-0.2671,2.6441,0.9038,-1.2142,-2.6349,1.7316,2.7227,-0.9132,0.4967,-0.3022,-1.7809,-2.114,0.9419,0.1124,0.2277,-2.3147,-1.5951,0.8488,5.2702,2.1476,-0.6643,-0.5125,0.9419,1.0847,-1.0862,-0.1828,-0.5332,-1.3548,3.186,-0.9686,-1.5105,1.0983,-4.2934,-1.3921,-0.6643,-0.1828,-0.8599,-1.6394,0.1388
GRIN3A,-3.3076,-2.6349,-3.6259,-3.3076,-4.6082,-4.2934,-3.816,-5.5735,-6.5064,-4.6082,-5.5735,-4.6082,-2.6349,-4.6082,-3.1714,-4.2934,-3.3076,-2.3884,-3.6259,-3.0469,-3.458,-5.5735,-2.8262,-4.6082,-3.0469,-3.816,-4.2934,-5.5735,-5.0116,-3.458,-3.458,-3.6259,-3.458,-3.6259,-3.816,-3.1714,-3.816,-2.5479,-5.5735,-4.6082,-4.035,-4.035,-0.9971,-4.6082,-6.5064,-4.035,-5.0116,-4.2934,-4.6082,-5.0116,-4.035,-6.5064,-4.2934,-3.458,-4.6082,-4.6082,-1.7322,-5.0116,-4.6082
GRIN3B,-5.5735,-4.6082,-9.9658,-2.5479,-5.0116,-5.0116,-6.5064,-6.5064,-5.0116,-6.5064,-1.8836,-4.2934,-4.2934,-5.0116,-4.6082,-3.458,-4.6082,-9.9658,-1.9379,-1.5522,-5.5735,-5.5735,-4.035,-3.816,-4.6082,-6.5064,-5.0116,-6.5064,-5.0116,-4.6082,-6.5064,-6.5064,-9.9658,-3.816,-6.5064,-3.0469,-2.3147,-5.0116,-3.0469,-2.9324,-5.5735,-2.8262,-2.6349,-5.0116,-5.0116,-9.9658,-1.7809,-5.5735,-5.5735,-1.1172,-4.6082,-5.5735,-9.9658,-4.6082,-5.5735,-6.5064,-5.5735,-9.9658,-2.2447
GRK1,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-4.035,-6.5064,-6.5064,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-1.5522,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-5.5735,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-9.9658
GRK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRK4,-0.5973,0.5859,1.9264,1.4494,0.4233,1.3567,0.6608,0.3796,0.537,1.1706,0.4447,1.2516,2.0707,1.2875,1.4808,0.8647,1.8404,1.3167,0.8164,0.1388,1.105,1.2271,1.2756,1.0293,1.5115,1.7489,1.0847,0.6699,2.0604,1.7316,1.7912,-0.2498,1.2147,1.4704,1.9452,0.7999,0.3907,0.2881,0.6608,1.2333,1.2875,1.1184,1.4911,0.1648,1.2333,0.9642,1.4859,0.537,1.4335,-0.6416,-0.0277,2.2633,0.5666,1.3283,0.7146,1.595,1.3109,1.683,-0.1504
GRK5,1.3567,2.6738,2.0844,2.2513,1.5266,2.874,3.2781,1.8996,1.9452,2.362,1.0573,2.6962,3.1045,1.6093,2.9875,2.1988,1.7912,1.4388,2.5828,2.4831,1.9786,2.4883,3.3435,1.6695,2.0004,1.9034,2.7594,2.727,2.1606,1.0779,2.5511,1.0433,2.3677,2.4306,1.3791,2.3649,1.9968,2.4412,0.8488,1.2455,2.2901,1.9527,3.6714,-0.1345,1.2756,1.4281,2.2421,2.2842,3.1179,0.5859,1.8242,2.183,2.7889,1.766,2.2175,1.9601,2.6602,2.8055,1.8036
GRK6,4.5534,5.0828,4.6118,3.8491,4.3191,4.0242,4.1376,4.9612,4.9175,5.9542,4.1962,5.0837,4.5994,4.0251,3.9938,4.6651,3.6382,4.0198,4.2669,4.7464,5.1465,4.3597,4.7383,4.1962,4.1498,4.6606,5.6227,4.2258,5.2079,6.0199,5.1461,4.6247,5.3789,4.4816,3.9589,4.5559,5.2769,4.7866,4.6916,4.5736,3.4048,4.1994,4.5736,2.9784,3.4958,4.4855,4.2548,4.1036,4.706,4.1466,3.9728,3.6838,4.3292,4.208,3.8925,0.4761,4.149,3.345,5.0972
GRK7,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-5.0116,-9.9658,-5.0116,-5.5735,-9.9658,-9.9658,-4.2934,-9.9658,-4.6082,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-5.0116,-6.5064,-9.9658,-6.5064,-5.5735,-4.6082,-6.5064,-4.6082,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-6.5064,-6.5064,-6.5064,-5.5735,-6.5064,-6.5064,-5.5735,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-5.5735,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-6.5064,-9.9658,-5.0116,-4.6082,-9.9658
GRM1,-2.7274,-5.0116,-4.035,-4.2934,-2.3884,0.5069,-2.5479,-3.816,-5.0116,-2.5479,-9.9658,-3.816,-4.6082,-2.1779,-3.458,-4.2934,-2.114,-5.5735,-2.9324,-4.035,-2.7274,-3.458,-3.458,-4.2934,-2.9324,-4.035,-3.3076,-3.0469,-6.5064,-5.0116,-4.2934,-6.5064,-2.3884,-4.2934,-3.458,-4.6082,-1.9379,-2.2447,-3.458,-9.9658,-3.0469,-2.5479,-1.8314,-9.9658,-3.458,-5.0116,2.9875,-3.816,-1.1811,-9.9658,-9.9658,-1.9379,-9.9658,-3.816,-3.6259,-2.3884,-5.5735,-2.7274,-9.9658
GRM2,-2.5479,-2.3884,-2.8262,-2.7274,-4.2934,-4.6082,-1.5951,-1.9379,-3.816,-2.1779,-2.7274,-5.5735,-3.6259,-2.9324,-3.6259,-2.5479,-3.458,-5.0116,-1.4699,-2.9324,-1.9379,-2.1779,-2.6349,-3.0469,-4.2934,-5.5735,-1.1811,0.5955,-4.6082,-2.6349,-3.458,-1.7809,-1.9379,-2.6349,-5.5735,-2.7274,-2.7274,-2.3147,-2.114,-1.2481,-1.8314,-3.0469,-1.7322,-2.3884,-2.4659,-2.8262,-4.6082,-4.6082,-3.458,-3.1714,-4.6082,-2.6349,-4.6082,-5.0116,-2.3884,-5.0116,-3.3076,-2.3147,-3.816
GRM3,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-5.5735,-5.0116,-9.9658,-9.9658,-3.6259,-9.9658,-6.5064,-9.9658,-3.1714,-9.9658,-9.9658,-9.9658,-2.114,-1.4699,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,1.9226,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-1.8314,-9.9658,-9.9658,-5.0116,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-4.035,-9.9658
GRM4,-4.6082,-5.5735,-9.9658,-9.9658,-5.5735,-3.6259,-5.5735,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-5.5735,-6.5064,-6.5064,-6.5064,-5.0116,-2.1779,-9.9658,-5.5735,-5.0116,-3.816,-9.9658,-6.5064,-5.5735,-9.9658,-6.5064,-6.5064,-9.9658,-3.6259,-6.5064,-5.0116,-6.5064,-9.9658,-4.6082,-4.6082,-5.0116,-5.5735,-6.5064,-0.0725,-3.816,-9.9658,-6.5064,-9.9658,-1.1488,-9.9658,-2.6349,-5.0116,-5.0116,-6.5064,-5.5735,-5.5735,-5.0116,-9.9658,-6.5064,-4.035,-5.5735
GRM5,-5.5735,-9.9658,-6.5064,-6.5064,-5.5735,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-5.5735,-5.0116,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-4.6082,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-5.5735,-6.5064,-5.5735,-9.9658,-6.5064,-9.9658,-6.5064,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-4.2934,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658
GRM6,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-4.2934,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-4.2934,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-5.5735,-9.9658,-5.5735,-4.035,-9.9658,-2.3147,-9.9658,-9.9658,-3.6259,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-6.5064,-5.5735,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-6.5064,-9.9658
GRM7,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-5.0116,-9.9658,-9.9658,-3.816,-9.9658,-6.5064,-5.5735,-9.9658,-4.035,-9.9658,-2.9324,-9.9658,-5.5735,-5.5735,-9.9658,-9.9658,-4.035,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.1714,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-4.035,-9.9658,-9.9658,1.177,-9.9658
GRM8,-3.816,-3.816,-5.0116,-3.3076,-3.6259,-3.0469,-2.9324,-4.2934,-3.6259,-2.9324,-5.0116,-5.0116,-2.5479,-5.0116,-1.8314,-4.2934,-3.6259,-4.2934,-2.4659,-4.6082,-3.458,-3.816,-3.458,-4.2934,-2.6349,-5.0116,-6.5064,-6.5064,-5.5735,-2.8262,-3.6259,-5.5735,-1.1811,-3.816,-3.3076,-5.0116,-1.9379,-2.9324,-4.6082,-9.9658,-4.035,-4.2934,-4.2934,-9.9658,-4.035,-4.035,-9.9658,-3.816,-9.9658,-2.9324,-3.816,-1.9379,-3.3076,-1.9379,-2.4659,-9.9658,-4.6082,-3.1714,-9.9658
GRPR,-5.5735,-3.1714,-3.3076,-0.2671,-3.3076,-0.9686,-2.1779,-2.2447,-3.458,-4.6082,-4.6082,-0.0725,-9.9658,-0.8863,-4.035,-2.4659,-3.458,-4.2934,-3.1714,-5.0116,-2.114,-2.3884,-4.6082,-3.816,-2.6349,-1.1172,-4.035,-3.458,-2.9324,-3.816,-1.5951,-6.5064,-3.6259,-4.2934,-1.5105,-1.9379,-3.1714,-2.6349,-4.035,-9.9658,-2.7274,-5.0116,-1.3183,-9.9658,-3.458,-5.5735,-2.3147,-0.3383,-2.8262,-9.9658,-4.6082,-4.2934,-3.458,-3.1714,-4.035,-2.114,-3.0469,-4.035,-3.1714
GSDMD,4.8238,5.7247,6.093,6.0162,4.3463,5.6133,5.4138,5.5641,4.5104,4.0001,4.637,5.4135,6.5165,1.7532,5.1404,5.2836,5.0326,4.5784,5.9819,5.5519,4.8881,4.889,4.1724,6.3712,6.1891,5.5823,4.4324,5.4383,2.982,5.7983,6.4861,5.7745,4.9792,5.9153,4.7082,6.0319,3.7105,6.5069,5.3792,6.7174,5.4246,4.8125,4.2669,3.8739,4.576,5.6767,2.909,5.2384,4.4483,5.151,5.6773,4.431,5.3726,5.6276,4.4033,2.4171,6.2363,5.306,4.3986
GSK3A,6.3519,5.9542,5.9667,5.2747,6.3136,6.2342,5.8468,6.9849,6.4121,5.701,6.6512,5.9637,6.0409,6.0805,5.5289,5.5333,5.7709,5.6885,6.1402,5.9134,5.5283,5.5641,5.9052,6.2401,5.5494,5.7743,6.9356,6.1556,6.3848,6.102,5.7885,5.4835,5.1031,5.3906,5.9198,5.9503,6.9564,5.8014,4.9824,6.0779,5.591,5.6091,4.5862,4.8167,5.9695,6.8782,5.8271,5.511,5.8176,5.847,5.2149,5.9397,5.4009,5.4858,5.6982,4.6306,5.4588,5.779,5.6804
GSK3B,4.0127,3.7507,2.7679,3.7378,3.4075,5.1219,4.8924,3.3364,3.1685,3.8136,3.3105,4.2906,3.506,3.5174,3.5584,3.7421,3.6172,4.0251,3.4437,3.5863,3.9346,4.7924,3.6393,3.2722,4.1119,3.6089,5.981,3.2826,3.3675,4.1111,3.7028,3.3535,4.225,3.4371,4.373,4.1788,4.0153,3.7237,2.8402,3.3192,3.741,3.5982,3.492,4.8197,4.5826,2.4831,3.9251,3.0217,4.2862,3.2236,3.1162,3.4739,4.4357,4.4926,4.8172,4.1939,3.2251,3.8147,4.2064
GTF2I,5.5534,5.1692,5.2238,5.6361,6.2329,5.9369,6.5964,4.7088,6.2095,5.8941,5.6896,5.3158,6.1369,5.2586,6.3662,5.5085,6.2902,6.7214,5.1457,5.9775,5.8977,6.0253,5.6963,4.14,5.7819,5.5227,3.3076,4.5342,4.0884,6.0334,6.1516,5.6433,6.2551,6.0579,5.9222,5.9649,5.7929,5.3064,3.7291,2.8582,5.6795,5.5528,5.3882,2.5828,6.3089,3.8759,5.4715,5.2142,6.2515,2.6395,5.4323,6.5242,6.2479,6.1451,7.0371,3.0927,5.1416,5.6924,4.3227
GTF2IRD1,2.7951,3.1781,3.4817,3.3675,3.9589,4.0162,2.8701,3.6006,3.2374,4.0696,4.149,2.8522,4.1867,3.8491,4.5589,3.3464,3.6289,3.3321,4.6106,3.2856,2.9562,3.2112,3.9137,4.5274,2.8034,2.9857,4.2488,4.4751,4.6065,4.352,2.9655,3.4778,3.162,3.2856,3.335,3.5136,3.7888,3.7149,4.2212,4.835,4.4196,3.6578,1.7995,3.0358,3.3003,5.1165,3.8896,2.0325,4.7383,4.2646,3.1393,4.7066,3.2018,3.0774,4.0109,3.0092,2.4306,3.4183,3.8044
GTSE1,4.5994,3.1294,3.1112,1.7912,2.7139,3.7039,2.9281,3.603,4.248,2.1606,2.5756,1.884,3.1637,2.8955,1.4911,3.0038,2.0673,3.5136,2.0569,1.8722,2.9243,4.5034,1.4547,0.6969,2.5828,2.5972,3.5349,1.5612,2.7931,4.0207,2.4883,3.5009,3.6669,3.2205,4.5211,2.5561,3.0463,2.8158,2.8341,2.4753,2.299,1.642,3.453,2.9729,4.3169,1.3679,1.196,2.7029,2.6984,-0.8084,1.614,3.2632,2.5011,2.3106,3.5851,2.0465,2.7183,2.3816,3.4424
GYS1,4.4223,4.9341,5.6716,3.9412,6.2531,5.3256,5.2578,5.5336,4.3039,4.1145,5.4276,5.6273,4.9383,4.8744,5.1144,5.0255,4.6177,4.3632,4.5305,4.706,4.5028,4.8028,4.6335,4.565,4.9374,4.8788,6.8463,4.2373,4.8856,4.927,4.5723,5.0747,4.7517,4.834,6.0077,4.533,5.9336,5.0781,6.455,4.7066,4.0064,5.153,3.2677,4.6029,4.6899,4.7203,5.898,4.6312,3.9308,4.8832,6.1208,5.168,3.4856,4.4673,5.3879,4.3249,3.4437,5.1437,4.2126
GYS2,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-5.5735,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-4.6082,-3.6259,-4.6082,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-5.5735,-5.5735,-9.9658,-6.5064,-5.5735,-9.9658,-5.0116,-5.5735,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-5.5735,-4.2934,-9.9658,-4.6082,-4.6082,-5.0116,-6.5064,-9.9658,-5.5735,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-3.816,-6.5064,-4.6082,-5.0116,-6.5064,-6.5064,-4.2934,-9.9658
HAMP,-0.8084,2.2299,-0.7588,2.5731,-0.8863,-1.7322,-1.2828,2.0465,-0.0725,-1.0559,0.3573,-0.1993,-0.8863,-0.3201,0.537,-0.8084,-1.1488,-0.0877,2.3843,1.412,0.5763,0.0718,-0.2328,-1.9942,0.044,-2.114,-0.3201,-3.1714,-3.3076,-2.3884,-1.9942,-0.9132,-3.1714,-3.816,-0.9971,-2.114,-0.1345,0.8246,0.3346,3.1228,-1.0862,-0.8339,3.1829,2.6232,-2.4659,5.3399,-2.8262,-0.9406,-2.2447,3.1797,-0.5332,-1.4305,-0.5332,0.044,-9.9658,-0.8863,5.8934,-0.2671,2.3704
HBEGF,3.4933,2.7336,1.9111,2.3222,1.5854,2.8055,3.7356,3.3703,2.8582,1.0847,2.128,0.3231,2.8602,3.4881,4.166,2.2482,2.2663,3.1733,2.7868,3.8033,2.0844,2.118,3.0927,3.3235,2.5876,2.93,2.0254,0.9268,1.9226,0.9716,3.492,1.816,1.5266,3.7667,0.1776,3.5657,4.7629,1.5902,1.4174,3.1829,2.0878,5.3299,4.0799,0.1519,0.7493,-0.0725,3.3293,0.8726,3.453,6.152,2.2175,2.6693,1.7744,3.2002,3.7898,1.4962,4.6894,3.7762,3.1685
HCAR1,-1.1488,-6.5064,-6.5064,-4.035,-5.5735,0.2881,-0.2845,-2.8262,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-3.3076,-6.5064,-6.5064,-6.5064,-3.1714,-9.9658,-9.9658,-2.3884,-2.5479,-4.6082,-0.8599,-6.5064,-4.6082,-9.9658,-9.9658,-1.7809,-9.9658,-2.8262,-6.5064,-4.035,-9.9658,-4.2934,-6.5064,-2.2447,-9.9658,-3.0469,-1.9942,-2.1779,-9.9658,-9.9658,-4.6082,-9.9658,-5.5735,-6.5064,-5.5735,-9.9658,-3.458,-6.5064,-9.9658,-2.3884,-5.5735,-1.2142,-9.9658,-2.2447,-6.5064
HCAR2,-3.1714,1.7575,-3.0469,1.334,-2.7274,-3.3076,-3.1714,1.334,-9.9658,-3.1714,-2.3147,-3.3076,-2.2447,-5.0116,-1.4305,0.4657,-1.0262,-4.035,2.6984,1.3956,-1.3921,0.7146,3.6018,1.0779,-0.8084,-2.9324,0.7146,-3.3076,-3.816,-2.6349,-5.5735,-4.035,1.4704,2.5972,-2.7274,-0.9686,3.9719,-1.1172,-3.816,1.6964,1.4962,3.506,-3.1714,-4.6082,-1.8836,-4.035,3.8249,0.6517,-5.5735,1.9302,-1.5951,-2.7274,-4.2934,0.7407,0.2522,-2.9324,-4.2934,1.2875,-3.1714
HCAR3,-3.816,-0.4131,-4.035,0.8246,-4.2934,-4.6082,-9.9658,0.2277,-9.9658,-4.6082,-4.035,-9.9658,-2.2447,-6.5064,-2.1779,-0.8863,-2.3884,-5.0116,1.0363,0.3115,-1.685,-0.394,2.2391,-0.5543,-2.114,-3.0469,2.3451,-4.2934,-5.5735,-2.0529,-9.9658,-3.458,2.2206,1.5165,-4.2934,-0.9132,1.4281,-3.458,-9.9658,-2.0529,0.7916,2.2482,-3.0469,-9.9658,-5.0116,-9.9658,3.0393,-0.3022,-9.9658,0.5859,-1.8836,-9.9658,-9.9658,-1.7322,-1.1811,-4.2934,-3.816,-0.1828,-2.2447
HCK,0.5271,3.8391,1.5902,3.5411,1.2576,1.5064,1.6649,3.1294,0.3115,3.309,0.7407,2.828,3.1129,2.0638,3.0944,2.3135,1.125,1.4652,2.2082,2.727,2.5437,2.6579,3.5911,1.9226,3.2282,2.3508,3.695,0.9935,0.9935,2.2783,1.9601,1.4174,1.3623,2.8096,0.8408,1.7273,1.4281,3.7857,4.1531,2.8301,2.4857,1.8722,4.0541,1.2209,-0.9406,2.6533,2.872,2.2051,0.0014,2.1606,2.8321,1.7403,1.9822,0.8488,0.8805,1.5013,5.0157,1.8484,3.1062
HDAC1,5.5522,5.5826,5.3452,6.0011,5.7347,5.3338,5.8583,6.7369,6.2954,5.7719,5.4393,5.3259,6.2334,5.8094,5.4246,5.5491,5.0709,5.1123,5.9723,6.0079,5.7703,6.4775,5.8443,5.0905,6.3395,5.3611,5.1132,6.7245,5.7355,5.4771,6.2534,5.6367,6.1849,5.8128,5.3685,5.842,5.9203,5.8548,4.8987,5.6077,5.6026,6.0693,5.2653,4.6451,5.8778,4.9327,5.6162,5.5333,6.3003,4.4977,4.9397,5.5943,6.3125,5.9656,5.9442,5.3519,6.5494,5.1651,5.789
HDAC2,5.365,5.0095,4.6083,4.8714,4.9566,5.847,4.8084,4.1002,4.9964,5.5528,3.7752,4.796,5.4313,6.076,4.9482,4.95,6.3018,5.0704,5.1416,5.0131,4.6994,6.2174,4.3442,4.7148,5.8503,4.9454,3.3731,5.9869,5.6375,5.5005,5.3406,4.4919,4.6611,5.197,5.443,5.172,4.7945,5.8687,3.2617,3.1112,5.3827,5.797,5.4835,2.7763,5.3498,3.4048,5.8905,5.5192,5.3737,2.299,4.6697,5.2902,6.2165,6.0213,5.1256,5.8958,5.2806,6.0045,4.1161
HDAC3,5.0023,4.8793,5.2404,4.4384,5.0449,5.2277,5.082,5.1559,4.6212,4.6725,4.9241,2.1213,4.9709,4.7613,4.7971,5.383,4.6265,5.0549,5.673,5.4925,5.8792,4.8202,5.8829,5.2254,5.1815,5.2706,5.3187,5.7983,5.6442,5.3005,5.4903,5.2998,5.2499,5.1796,4.5261,5.7882,5.6306,5.0036,5.0896,4.9213,4.8084,5.3317,5.0242,4.2173,4.5808,4.4189,4.5547,2.3953,5.6826,4.5117,3.8944,4.5934,5.3716,5.1891,5.6294,2.9167,4.9416,4.5742,5.3488
HDAC4,2.4386,1.5998,2.561,1.8722,1.3567,3.9543,2.2452,2.0604,3.0092,2.4727,1.5612,3.5399,2.8321,2.3843,3.1797,2.7931,1.6281,2.7314,1.5758,2.4359,2.1988,2.2931,2.2299,1.5612,2.1798,2.0707,2.7379,2.0325,2.7336,1.9564,2.5487,2.2268,2.3222,2.6325,3.7204,2.7051,3.1749,2.2421,2.3308,1.736,1.6327,1.8201,3.1245,-0.2328,2.4198,0.5955,1.7185,2.5756,2.6828,1.2934,2.9281,2.6693,1.125,2.2019,2.0395,1.0983,2.0004,1.5366,1.8036
