gene_name,TCGA-BF-A1PU-01,TCGA-BF-A1PX-01,TCGA-BF-A1PZ-01,TCGA-BF-A3DJ-01,TCGA-BF-A3DL-01,TCGA-BF-A3DM-01,TCGA-BF-A3DN-01,TCGA-BF-A5EO-01,TCGA-BF-A5EP-01,TCGA-BF-A5EQ-01,TCGA-BF-A5ER-01,TCGA-BF-A5ES-01,TCGA-D9-A3Z4-01,TCGA-D9-A4Z3-01,TCGA-D9-A4Z5-01,TCGA-EB-A1NK-01,TCGA-EB-A24C-01,TCGA-EB-A24D-01,TCGA-EB-A299-01,TCGA-EB-A3HV-01,TCGA-EB-A3XB-01,TCGA-EB-A3XC-01,TCGA-EB-A3XD-01,TCGA-EB-A3XE-01,TCGA-EB-A3XF-01,TCGA-EB-A3Y6-01,TCGA-EB-A3Y7-01,TCGA-EB-A41A-01,TCGA-EB-A41B-01,TCGA-EB-A42Y-01,TCGA-EB-A42Z-01,TCGA-EB-A430-01,TCGA-EB-A431-01,TCGA-EB-A44N-01,TCGA-EB-A44O-01,TCGA-EB-A44P-01,TCGA-EB-A4IQ-01,TCGA-EB-A4IS-01,TCGA-EB-A4OY-01,TCGA-EB-A4OZ-01,TCGA-EB-A4XL-01,TCGA-EB-A550-01,TCGA-EB-A551-01,TCGA-EB-A553-01,TCGA-EB-A5FP-01,TCGA-ER-A194-01,TCGA-ER-A196-01,TCGA-ER-A19K-01,TCGA-ER-A19T-01,TCGA-ER-A2NB-01,TCGA-ER-A2NF-01,TCGA-ER-A42H-01,TCGA-FR-A3R1-01,TCGA-FS-A1ZN-01,TCGA-GF-A2C7-01,TCGA-GN-A263-01,TCGA-GN-A26C-01,TCGA-HR-A5NC-01,TCGA-IH-A3EA-01
SETD7,-0.4521,2.6019,0.2154,3.6077,1.9638,3.1939,2.9784,1.4911,3.1278,1.787,1.5998,0.6425,2.96,3.573,3.705,0.3573,3.3047,0.1257,2.6783,1.9675,1.1447,2.9262,2.5112,1.8801,3.1939,3.3119,0.03,2.3193,2.2113,3.3828,3.837,0.547,3.287,3.1876,3.3993,1.1833,2.1702,3.2647,0.4447,0.6608,2.1734,3.3163,1.683,0.4125,2.0147,-0.0574,4.298,2.3953,3.1733,0.3115,2.1247,3.0287,2.8361,2.2723,3.4517,2.6395,2.6441,3.492,-0.6193
SFN,3.4894,10.0976,0.9268,7.43,-0.7108,-1.8314,1.5013,8.7154,-1.685,0.8568,5.0153,-4.2934,-3.1714,-6.5064,-3.0469,9.3743,7.1172,4.891,10.5705,9.2365,4.9477,8.3061,10.4185,9.5835,9.0019,5.0237,5.9862,5.7557,-0.5543,1.3167,-4.6082,-1.4305,-0.4921,9.9794,5.9407,5.3879,10.911,2.118,1.9188,11.5321,8.8944,10.9768,-0.6873,1.595,7.4278,-0.3201,10.4288,7.0425,3.1442,13.0953,4.2119,-3.458,-4.6082,8.2968,7.549,-0.394,-1.5951,8.1915,-0.0877
SFRP1,3.4102,5.2736,-0.7346,8.8447,0.3231,2.3048,6.6726,6.1985,0.3115,3.9765,-2.1779,-0.4719,7.3358,4.4945,0.6608,0.044,6.0881,6.648,7.4275,5.4803,3.9901,3.7709,5.0505,6.756,1.6785,2.9109,-3.3076,3.8571,-4.6082,-1.5522,4.0401,-5.0116,-2.1779,5.206,2.3536,0.4761,2.1444,5.2235,-1.0862,4.4156,3.3492,4.9426,7.2917,1.3283,2.2268,-1.9942,2.7465,0.8488,-0.9132,1.2992,3.0393,2.0076,5.248,0.1776,4.2165,0.7664,6.8973,1.2085,-4.035
SFRP2,4.8131,6.7351,2.9186,-1.4699,4.6826,0.679,5.318,2.9618,4.6742,6.603,3.6838,4.7882,3.6939,3.8198,1.4859,4.8012,5.1437,3.6463,5.9778,5.6685,2.4623,4.3278,6.48,4.2389,0.2522,5.8344,1.2636,2.0289,2.8819,2.7051,5.1502,1.4388,2.9262,5.8365,4.048,4.3709,3.2602,5.8171,1.4335,2.9109,5.1942,-0.3201,3.8136,4.5466,1.9931,2.9839,2.4571,3.3661,4.8263,4.8807,5.8958,5.1823,3.7453,-0.4719,3.9261,6.0099,4.2033,3.9856,0.9115
SFRP4,-1.4699,0.2762,-2.114,-2.5479,-2.3884,-0.4521,-0.6193,-2.3884,-0.0574,2.3898,-1.0559,0.3346,3.7496,1.105,-1.8314,-0.5543,4.0207,2.3164,-0.4521,1.7403,-1.5951,0.4657,-0.9971,1.1447,-2.3147,3.4291,-4.6082,-0.6873,-0.5756,-2.3147,-1.9379,-3.3076,-0.1828,-1.1172,1.4281,-0.4325,-3.0469,2.0638,-1.9942,-2.3884,-0.7346,-2.3884,1.2455,-0.2671,-1.685,0.7664,-2.114,-0.9406,1.4756,-0.3752,2.9637,4.5318,-0.3752,-3.816,-1.4305,1.2756,1.7702,1.3397,-3.1714
SFRP5,-1.2828,-5.0116,-2.6349,-4.6082,-6.5064,-0.2159,-0.0725,2.0076,-0.4131,-6.5064,-9.9658,-9.9658,-4.6082,-9.9658,-3.6259,-4.2934,-3.3076,-9.9658,-2.114,1.9149,-1.4699,-3.458,0.0718,-3.816,-3.816,-9.9658,-3.1714,-4.6082,-4.6082,0.044,-0.7588,0.9789,-3.816,2.1444,-9.9658,-9.9658,-2.1779,-3.458,-9.9658,-0.8599,-2.9324,-1.4699,-4.6082,-9.9658,1.3225,-9.9658,-9.9658,-9.9658,1.9968,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-4.2934,-6.5064,-3.458,-3.6259,-9.9658
SGK1,7.3891,7.2271,6.632,5.3893,6.7521,7.1598,7.32,6.1373,7.1686,7.3383,5.6848,9.0971,7.491,6.0444,5.7101,6.6147,7.5466,5.3899,5.9308,6.6426,8.0272,7.2067,6.2231,7.2565,8.4573,6.3216,5.6916,8.1586,8.0603,6.556,7.5765,5.4053,6.1524,6.7129,6.5872,6.015,7.4324,6.8333,7.3854,5.6645,6.6069,7.9062,6.7681,6.3082,6.1829,5.8123,7.0402,8.0777,5.4559,6.0822,4.1153,6.606,6.9291,6.3761,8.1203,8.968,4.0739,6.5706,5.9919
SGK2,-0.8339,-2.8262,-4.035,-3.3076,-6.5064,-1.3183,-3.0469,-2.0529,-3.458,-3.816,-4.6082,-4.6082,0.6517,-5.5735,-2.4659,-4.035,-2.8262,-2.8262,0.6239,0.0718,-1.1811,-0.4521,1.5514,-1.1488,-3.0469,-1.6394,-2.9324,0.9268,0.0158,-5.5735,-3.458,-2.3884,-3.6259,0.3231,-0.7588,-0.5125,-1.3183,-2.1779,-2.8262,-2.0529,1.0079,0.3907,0.4761,-9.9658,-3.458,-4.6082,-2.8262,-1.9942,-1.4305,-1.5522,-3.816,-1.8836,-3.458,-0.6873,-2.114,-3.1714,-2.7274,1.1447,-9.9658
SGK3,3.0234,3.3675,3.4277,6.0036,-0.8599,3.4371,4.0567,1.6875,3.2328,2.7594,1.3791,1.5316,5.7605,2.8799,4.6949,2.4252,3.5682,5.2157,3.2018,1.7786,3.492,2.5683,0.7832,2.2268,4.5485,3.8621,0.688,2.9413,1.9601,1.9968,3.5596,2.0946,2.5462,4.352,2.6895,3.6657,1.4011,3.011,0.8961,-0.3201,4.7383,1.674,2.3193,0.8647,2.7721,0.1519,0.6425,2.4063,2.5511,-1.3183,2.5585,2.8402,4.174,2.2237,2.5413,2.5313,0.9419,3.8925,1.3511
SH2B1,4.8425,3.9645,4.3234,4.5547,4.4562,4.3313,4.309,4.8895,4.7187,4.6497,4.3744,3.6972,4.863,4.4595,4.7356,4.811,4.245,4.6265,4.7269,4.0532,4.8679,3.4765,4.2556,4.8655,4.4162,4.5503,4.6089,5.0023,5.0339,5.4637,5.0436,4.0118,4.5098,4.3111,4.7302,5.2495,4.7377,4.8248,2.0004,4.6053,4.4101,4.4203,4.5826,4.2921,4.1899,4.7887,3.4464,4.0278,4.3428,3.3278,3.9079,5.4896,3.8798,4.9626,3.9337,2.0776,4.5429,4.4848,4.7214
SH2B2,1.4962,1.1447,1.3397,0.6425,1.8604,0.6332,0.3685,1.2934,1.4441,1.9226,2.9262,1.7403,1.4011,0.7664,1.0779,2.2813,0.1124,0.2522,1.7446,1.595,1.4335,1.6875,1.3397,1.934,1.2455,1.1447,3.2602,0.1388,1.5998,1.5115,1.0007,1.7828,0.2029,0.9419,-0.2498,1.3225,1.8242,1.8996,2.8422,2.0111,0.679,0.1776,0.8805,1.6374,-0.4131,-0.3022,2.0979,1.4859,1.9188,1.2934,0.7832,1.9073,-0.7346,0.434,2.036,-0.9132,2.0878,0.8246,1.4281
SH2B3,2.3366,4.0627,3.6077,4.0037,5.6177,3.7888,4.435,3.7061,5.6648,2.578,3.6827,3.2065,2.7117,4.8385,2.5683,3.6042,1.8918,0.7233,4.0375,4.3931,4.3133,3.9185,2.6208,1.4281,3.3119,3.5994,3.1409,0.2998,5.3165,3.2602,3.837,2.9262,4.4357,2.9637,5.2262,3.9571,3.1908,3.7193,1.0079,2.4571,3.2752,2.4727,3.3221,2.2144,4.6983,0.9268,3.0859,3.6532,2.3251,-0.0425,1.2023,1.7141,1.6558,2.4332,2.93,4.6497,3.6589,2.826,1.6558
SH2D2A,-0.7588,3.4129,2.5087,0.8647,1.3225,1.0433,0.0718,2.9413,2.9655,1.7744,-0.2498,0.8568,2.826,2.5011,0.3346,1.1184,0.1648,0.24,1.614,0.8961,0.4125,3.7432,1.674,2.4805,1.3283,1.7141,4.449,-0.1504,1.5216,1.5064,1.6187,3.0092,-1.0862,1.7446,4.504,0.8961,1.9111,3.242,4.4384,3.6623,1.0363,0.9268,2.8701,2.081,2.2931,1.7316,2.0742,1.0363,2.685,3.2096,2.3048,2.7868,1.0573,0.1124,1.2875,0.24,2.6693,1.4494,2.8701
SHARPIN,6.0237,5.645,5.9883,6.0783,5.4654,5.9538,5.1914,6.295,5.5104,5.7151,6.7699,5.9633,6.5089,6.7018,5.5252,6.5048,5.7455,6.2079,5.6614,5.7687,5.4367,4.9388,5.4608,6.4458,6.0235,6.0246,7.0155,6.0741,5.582,6.1163,5.8647,6.0228,5.0157,5.7488,5.9547,5.3473,5.9141,5.8861,7.6462,6.7372,5.738,5.2338,5.4209,6.8153,5.5154,6.959,5.8347,5.4552,5.6401,5.981,6.119,6.7922,5.3848,5.206,5.9782,3.9636,5.4903,5.9816,6.5612
SHC1,5.6142,6.1481,7.487,6.8391,6.2679,7.1741,7.6207,7.463,7.6438,6.8596,6.7687,6.9292,7.9319,6.9657,6.9585,6.6313,6.2325,5.9782,6.9794,6.9541,7.7414,6.374,6.3697,6.6843,7.061,7.316,6.4938,7.6573,6.6805,6.5685,7.4353,6.4077,5.796,6.5706,7.284,7.9732,6.454,6.8112,6.5427,6.6275,6.8469,6.2696,7.1591,4.8675,5.7589,5.1473,6.9093,6.1083,6.5552,5.9896,5.1887,6.2317,5.1359,7.1763,7.334,5.5217,6.9312,6.5768,5.4057
SHC2,4.3256,1.9822,-0.3566,3.0446,2.7249,3.8177,2.8178,0.4125,3.3336,4.4713,3.5224,3.7356,3.1572,-1.9379,3.9346,1.0915,3.7006,3.5815,2.2663,3.7486,0.7407,0.4967,2.6693,4.4777,1.9415,2.2573,1.7489,4.0541,1.9786,1.196,3.3787,1.7954,3.8167,3.4596,2.183,4.0091,3.8935,0.0718,3.2915,2.1013,1.3735,3.4843,-0.4921,3.7389,3.6635,4.4777,3.3192,2.7847,4.89,0.0854,3.3563,6.0175,4.5479,2.8034,4.7576,-4.035,1.4174,4.0782,1.1706
SHC3,-2.2447,-1.8314,-4.035,-1.0862,-2.2447,-0.2498,-1.8836,-3.1714,-2.3884,-2.4659,-3.1714,-4.035,-1.685,0.8883,-1.6394,-4.035,-3.816,-5.0116,-1.2828,-0.1031,-1.4699,-2.9324,-1.5105,-3.3076,-5.5735,-3.6259,-2.3147,-1.3921,-9.9658,-3.1714,-3.6259,-5.5735,-2.6349,-2.4659,0.9115,-1.8314,-1.7322,-1.2828,-2.5479,-0.1345,-4.035,-1.5522,-5.5735,-1.8314,-4.6082,-3.458,-1.5951,-3.3076,-0.6873,-2.2447,-6.5064,-1.3183,-3.458,-3.816,-1.7809,-4.2934,-0.3566,-2.4659,-5.5735
SHC4,3.3869,-3.1714,3.6703,3.4075,2.6208,3.9137,4.4784,1.3397,3.2405,2.5585,-2.4659,1.125,3.772,-1.5522,3.5098,2.496,4.5614,4.4176,1.7009,2.7572,4.4628,2.0673,0.517,1.7229,2.7679,4.4183,0.9268,3.2435,0.1124,-1.685,4.4764,3.483,6.6137,3.4251,3.1112,5.2814,1.196,3.1344,-0.2498,0.2881,3.3828,3.4224,4.0287,-1.3548,3.8621,0.517,2.2633,2.4359,5.5261,-0.8599,4.2243,-0.5756,5.2327,5.4532,4.1194,-0.1187,4.2366,3.9774,-0.8339
SHH,-6.5064,-6.5064,-9.9658,-6.5064,-5.5735,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-6.5064,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-3.816,-9.9658,-3.0469,-9.9658,-9.9658,-3.816,-6.5064,-5.0116,-3.6259,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-6.5064,-6.5064,-9.9658,-6.5064,-4.2934
SHISA5,6.9544,7.2566,7.3662,7.8649,7.318,7.3853,6.7075,7.8483,6.4772,7.0346,7.4587,7.0144,7.3837,6.4386,6.2271,7.5404,8.1012,6.0911,6.9808,6.9912,6.6799,6.9003,6.9419,7.1334,7.2854,6.8295,7.2285,6.3642,6.9204,7.1431,6.9477,7.36,6.6869,6.6244,6.5545,6.6285,6.2275,7.3969,6.6345,7.4052,6.8398,6.0142,7.431,6.2821,6.6911,7.421,6.5887,6.7617,6.2474,6.9184,6.5267,6.7991,7.282,6.3822,6.4111,6.2599,8.1039,5.7981,7.6893
SHOC2,2.236,2.5511,3.4856,3.3773,0.1257,3.2647,3.6872,0.9038,2.4359,3.0568,0.058,2.9013,2.9224,3.1491,3.8075,2.3423,3.2282,2.9109,2.9893,1.412,2.6624,2.7205,1.9601,2.0076,2.909,2.8502,0.7999,3.6883,3.3393,3.5572,2.5804,2.3019,3.7518,3.1556,3.1261,2.8321,2.3135,3.3278,1.5514,1.6093,3.4358,3.2174,3.9746,1.8036,2.8422,1.8643,3.5349,3.2236,3.1669,1.3167,3.1212,3.0358,3.9374,2.8055,2.9224,4.2601,3.5299,3.2174,2.2175
SIAH1,3.8228,2.4035,3.6961,4.7458,2.0979,3.1653,3.8581,2.8936,3.7028,3.4061,1.3051,3.0978,3.8571,3.2511,4.838,2.3337,4.5669,5.1322,3.9166,2.3843,4.085,3.3759,3.3032,4.1294,5.1934,3.8126,1.7617,4.3931,3.3307,3.9792,3.9792,3.3647,2.2931,3.8857,3.0481,4.4074,3.4197,3.9108,1.7185,2.1957,4.2936,3.8228,3.1475,1.8484,4.0722,1.4547,3.0637,3.5559,3.4517,1.105,4.4243,4.7236,3.869,4.1946,2.9984,3.9289,3.0181,4.7672,2.578
SIK1,0.24,-1.3548,-0.8599,-3.0469,-1.4699,3.0859,-2.2447,-1.5522,-2.0529,-0.7588,-0.9132,-4.035,1.4228,-0.9132,0.1519,0.1257,0.9935,-2.0529,-2.3147,-2.8262,-4.035,-2.8262,0.3346,-4.6082,-1.8314,-2.4659,-2.9324,-2.5479,-0.1828,-3.3076,-4.6082,1.5563,0.4016,-1.8314,1.0363,0.3346,-2.9324,-1.5105,-0.1993,-4.2934,-2.7274,0.0718,-4.2934,-5.0116,0.9038,-0.8339,-1.0559,0.6699,1.7912,3.1701,3.4791,1.5064,-2.6349,-1.2828,1.9786,-1.0559,-1.5105,-1.7322,-0.3752
SIK2,1.6374,1.5661,2.3366,2.7422,2.4675,2.3394,2.081,2.0979,1.5165,2.1606,2.6395,2.0254,1.816,2.2452,2.5683,2.3337,2.1345,1.9895,1.8282,1.6649,1.0642,1.2271,2.3649,1.7229,2.4544,1.1382,0.9862,2.8034,1.4388,2.6984,1.3679,1.196,1.5465,1.4065,2.5804,1.9564,2.1476,2.236,0.3115,0.5568,1.595,1.7009,0.9642,1.0222,3.0092,1.1316,2.651,1.9712,1.6234,-0.1504,3.5237,2.6418,2.4035,2.59,1.7617,1.6604,1.3567,2.6185,1.614
SIKE1,1.196,2.8877,2.9525,3.8571,3.242,5.0909,3.9709,2.7007,3.4237,2.7826,1.3109,3.4034,3.5498,3.8239,2.7465,3.0234,2.7401,3.8391,3.4116,2.5756,4.1515,5.0405,2.5828,2.8838,3.5349,3.2189,4.0383,3.9682,3.9251,4.0688,2.2872,2.9319,3.9299,3.6691,3.7378,4.1482,3.1011,3.3321,1.8242,2.7183,2.982,3.4464,3.8157,2.753,4.1946,1.2394,2.7615,3.8481,3.4596,3.3336,2.8916,4.6165,3.2389,3.7752,3.5959,3.8581,4.0994,3.2692,3.011
SIN3A,3.8905,3.3938,3.6849,3.6242,3.5312,4.479,3.7678,2.9966,3.868,4.0375,3.2617,2.828,3.7518,3.5863,4.4951,3.0859,4.0739,3.833,3.2189,3.4674,3.3759,4.1277,3.6657,2.5238,3.9022,3.5706,1.7009,3.8531,3.7614,3.9617,3.5086,3.6195,4.8575,3.4477,3.7017,3.483,3.6714,3.944,1.8879,1.8242,3.773,3.1669,4.3889,0.605,4.0287,2.7029,4.0144,3.2557,4.7464,0.9716,3.9412,3.4197,3.7752,3.7888,3.6703,2.5137,3.4048,3.7149,2.8117
SIPA1,5.9129,5.5937,5.0224,5.0786,4.2847,4.811,4.3119,5.9837,5.7013,5.1724,5.8344,5.4516,4.1756,3.7815,4.2906,5.3445,4.4476,3.5839,5.5223,5.0339,4.2571,5.2396,4.3513,6.0683,5.0113,4.6905,5.4683,4.4317,3.5287,5.0579,4.8758,5.2506,3.9496,4.7661,3.3278,4.6035,4.5104,5.1676,6.3154,6.9556,5.0764,4.8689,4.6399,6.1851,4.3917,6.6615,5.0313,4.3328,3.3869,5.0734,5.0431,5.1551,4.7115,4.8151,3.992,4.5374,5.9545,5.0824,6.8858
SIPA1L1,2.6138,3.7269,2.9394,2.6647,3.2796,3.9589,2.6067,4.0662,3.2251,3.623,1.5998,2.9966,2.004,1.2696,2.7784,4.4236,3.0074,1.2636,3.8249,3.871,4.2335,4.3484,3.7094,2.6715,2.3953,2.7487,3.4331,2.2901,2.0912,3.9127,3.6849,2.3423,3.4583,3.2988,3.1781,4.6335,2.4727,3.3731,1.3511,3.9506,2.9655,3.4713,1.4962,5.0189,4.4588,2.1247,3.3883,3.0481,3.6195,2.7292,1.8201,3.8095,3.3206,2.7336,2.6348,2.5263,4.1335,1.8242,3.0287
SIPA1L2,5.4036,2.2051,1.9749,3.3163,2.2144,4.8007,4.6882,2.9507,3.6714,2.6441,1.2992,1.9149,3.6125,1.5216,4.9041,3.2617,3.3689,2.874,3.5374,3.9901,2.5112,3.2496,3.2647,3.1669,3.6101,4.7415,2.1114,-0.5543,1.0642,3.4726,3.5473,2.6805,2.4412,2.8994,1.934,3.4411,3.7259,3.6497,1.4962,1.7489,3.2973,4.347,3.3206,1.3051,2.5804,0.5069,3.5374,2.3479,1.9564,2.77,1.6466,3.1327,3.6393,5.0392,3.6623,1.5514,4.2788,3.944,1.3679
SIVA1,6.2808,6.068,5.8281,4.9594,6.3406,6.1037,5.6904,6.5146,6.1926,5.5012,4.86,5.7822,5.9493,5.6014,5.966,6.0547,5.0875,5.1314,6.1757,6.4728,5.7578,7.4152,5.1301,6.2263,5.9577,5.7225,6.6985,5.2906,5.2762,6.1443,6.417,7.6588,5.7522,6.0056,5.2476,6.3084,6.5409,6.0715,5.3259,6.5776,5.8066,5.4148,4.9714,6.4179,6.1108,5.7126,4.6849,5.558,5.5053,5.5895,5.6109,6.8391,5.7192,5.9182,6.1581,0.547,5.7616,5.6685,6.258
SKAP1,-2.3147,3.3966,-0.3022,0.1519,-2.2447,3.6486,0.8488,2.2299,-2.3147,1.4652,-2.4659,0.2762,1.2455,-0.2159,-1.4699,-0.9686,-1.9942,-0.013,5.1599,-0.4521,0.1257,3.2959,2.5511,1.4911,-0.6873,4.9103,-1.8836,-0.7108,0.058,-1.4699,-0.3752,3.1797,-1.1172,1.6695,-1.8314,-0.3752,-1.7322,4.3723,0.346,2.5061,1.0779,-0.3383,2.578,0.7493,-1.6394,1.7141,-0.9406,-0.2671,-0.2845,1.736,2.0638,-2.2447,0.3115,-2.8262,-1.8836,0.8647,3.3966,-1.1172,-0.3022
SKP1,8.3191,7.5608,8.1904,7.9196,7.669,8.8563,8.8652,6.9333,7.8356,7.5502,6.6431,7.1988,7.9833,7.8785,8.8672,7.8634,8.6331,8.8537,7.8344,8.311,9.2763,7.8861,8.3111,7.8823,7.883,8.8651,7.015,8.1348,8.4538,8.2324,8.8237,8.5296,8.6648,8.3131,7.6999,8.5888,8.3872,7.7505,6.7596,5.4416,8.5871,8.4515,8.2453,4.3999,7.8313,6.9357,7.6004,8.0902,8.5486,6.5208,7.7931,7.6539,8.4749,8.6123,8.3338,6.9549,7.7826,7.8566,6.9593
SKP2,1.3283,1.7912,2.4386,2.108,1.4281,2.7117,3.1261,1.736,2.0707,1.334,0.4447,2.0912,2.6255,1.8282,1.196,1.9226,1.7489,2.8178,2.004,1.4335,2.0569,2.7826,1.5902,1.196,2.299,2.6019,1.125,2.183,2.3479,4.1044,1.196,2.4649,3.3336,2.9394,3.1637,2.7679,1.787,2.004,1.0503,1.7009,1.9931,2.2482,1.8078,2.2019,3.6793,-0.3752,1.3225,2.9488,3.5411,0.5666,2.0465,2.8955,2.1574,2.4063,2.7572,1.614,0.4016,1.614,1.1706
SLC25A31,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SLC25A4,3.6566,5.5274,5.2404,5.0246,5.2346,5.6812,4.9892,4.1636,4.8837,5.2285,4.3442,4.3999,4.6662,4.0109,3.2112,4.0357,5.5373,4.5442,4.9237,3.9774,5.1384,5.2231,4.958,5.8785,4.2654,6.0304,3.8759,5.7043,5.0811,6.8831,6.2217,4.248,6.1516,6.2436,6.0741,5.9076,4.9617,3.9175,4.0436,2.3788,4.6242,4.6742,3.402,3.6301,6.0059,1.8996,3.4384,5.0726,4.89,2.8877,3.5621,6.354,5.3317,5.2001,4.9016,5.1668,3.0411,6.2022,5.7307
SLC25A5,9.0149,8.6604,9.109,7.6495,8.1688,9.1156,9.2271,8.3737,7.4442,8.0375,8.0159,7.8588,7.7987,9.2213,7.0298,7.7219,8.5957,8.0468,7.8594,8.7181,7.9592,9.1008,8.4539,8.3913,8.7274,8.7772,8.4341,8.1743,8.3888,8.8353,8.7609,8.1858,9.0252,8.594,9.064,8.3051,8.5545,8.3443,1.8996,6.7236,8.517,8.4797,7.2514,6.4114,7.9868,7.4285,7.9607,7.9848,9.135,7.7359,9.2197,9.0711,8.3661,8.6976,8.6931,7.8196,6.9026,9.4223,8.5349
SLC25A6,-0.4704999999999995,-0.8515499999999996,-0.6132499999999999,-1.2647999999999997,-0.3131500000000002,-0.9303499999999998,-1.31215,-0.5780000000000003,-0.7821999999999996,-0.7342500000000003,-0.8027499999999996,-0.9544499999999996,-1.2277,0.22445,-0.6241500000000002,-0.5876999999999999,-0.4445499999999995,-1.189,-0.7706999999999997,-0.22865,-1.0555499999999998,-0.8086500000000001,-0.8473999999999995,-0.6928999999999998,-1.3298,-0.8811999999999998,-1.0234,-0.9819500000000004,0.0978000000000003,-0.9204499999999998,-0.8613,-0.5034999999999998,-1.2727,-0.8797999999999995,-0.5489499999999996,-1.0194,-1.0366499999999998,-1.1216499999999998,-0.2857000000000003,-1.03635,-0.6842499999999996,-0.8141999999999996,-0.9347000000000004,-1.2818,-1.0465,-0.5849000000000002,-0.6665000000000001,-0.7706499999999998,-0.1642999999999999,-0.9924999999999996,-0.3656999999999994,-0.6135999999999999,-1.13125,-1.0963499999999995,-1.08075,-2.04315,-1.3451999999999995,-1.2388499999999998,-0.7190000000000003
SLC27A1,5.1938,3.4318,4.3611,4.4122,3.716,4.6742,4.5723,3.9534,2.8955,3.7656,4.7549,4.7104,4.9336,4.838,5.9748,4.1595,4.6899,3.992,4.4706,5.0041,4.9108,3.5803,4.0127,4.4457,4.6201,4.6201,5.2998,4.4777,5.645,3.5449,4.8425,4.6793,3.4997,4.6871,4.2766,5.7477,3.6827,4.4641,5.4064,3.4778,4.9732,4.4088,5.4654,4.5976,2.5828,4.1547,3.7582,3.8521,3.8411,3.1426,4.6485,4.9764,4.0295,5.0939,4.944,2.2175,5.1461,4.9346,4.4216
SLC27A4,4.9355,5.0592,4.85,3.9108,5.467,3.551,3.6566,5.6212,4.2041,4.4101,5.0875,5.5503,4.1852,3.6359,3.7443,5.4337,4.2181,4.9208,5.4233,5.6189,3.9089,5.5546,5.8233,5.5432,3.9801,5.1173,6.5129,4.1417,5.5928,4.4176,5.6491,4.3097,5.1788,5.5043,4.6753,4.5687,5.7837,3.5149,6.5685,5.79,3.9691,5.5955,2.6693,4.3604,4.6497,6.1235,5.1796,4.7356,4.7913,6.1169,4.8876,3.5473,4.4628,4.5148,4.7088,2.9507,5.1453,4.327,5.5208
SLC2A1,3.1844,7.7923,4.8645,6.4624,6.7914,8.4338,5.862,7.0061,5.6862,3.7678,4.7431,4.1359,6.6275,4.4149,5.4509,5.8692,5.2713,3.2929,8.2991,7.1131,5.1396,6.4665,8.6683,5.4663,5.9837,3.8739,3.1797,5.3799,4.856,6.12,3.8085,4.3126,5.6171,7.6721,4.7372,5.5802,7.7212,4.1587,2.7007,6.6459,6.7638,8.2177,2.4623,1.4494,5.8357,2.8562,8.8666,5.7063,5.5506,7.7745,3.5009,5.142,4.2795,6.7493,5.9679,2.7292,5.1123,6.3144,5.5167
SLC2A2,-6.5064,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
