gene_name,TCGA-BC-A10R-01,TCGA-BC-A10T-01,TCGA-BC-A10U-01,TCGA-BC-A10W-01,TCGA-BC-A10X-01,TCGA-BC-A10Y-01,TCGA-BC-A10Z-01,TCGA-BC-A216-01,TCGA-BC-A217-01,TCGA-BC-A3KF-01,TCGA-BC-A5W4-01,TCGA-BC-A69H-01,TCGA-BD-A2L6-01,TCGA-BD-A3EP-01,TCGA-BW-A5NO-01,TCGA-BW-A5NP-01,TCGA-BW-A5NQ-01,TCGA-CC-5258-01,TCGA-CC-5260-01,TCGA-CC-5262-01,TCGA-CC-5263-01,TCGA-CC-5264-01,TCGA-CC-A123-01,TCGA-CC-A1HT-01,TCGA-CC-A3M9-01,TCGA-CC-A3MA-01,TCGA-CC-A3MB-01,TCGA-CC-A3MC-01,TCGA-CC-A5UC-01,TCGA-CC-A5UD-01,TCGA-CC-A5UE-01,TCGA-CC-A7IF-01,TCGA-CC-A7IG-01,TCGA-CC-A7IH-01,TCGA-CC-A7II-01,TCGA-CC-A7IJ-01,TCGA-CC-A7IK-01,TCGA-CC-A7IL-01,TCGA-DD-A114-01,TCGA-DD-A115-01,TCGA-DD-A116-01,TCGA-DD-A118-01,TCGA-DD-A119-01,TCGA-DD-A11A-01,TCGA-DD-A11B-01,TCGA-DD-A11C-01,TCGA-DD-A11D-01,TCGA-DD-A1EB-01,TCGA-DD-A1EC-01,TCGA-DD-A1ED-01,TCGA-DD-A1EE-01,TCGA-DD-A1EF-01,TCGA-DD-A1EH-01,TCGA-DD-A1EJ-01,TCGA-DD-A1EL-01,TCGA-DD-A39V-01,TCGA-DD-A39W-01,TCGA-DD-A39X-01,TCGA-DD-A39Z-01,TCGA-DD-A3A2-01,TCGA-DD-A3A3-01,TCGA-DD-A3A4-01,TCGA-DD-A3A5-01,TCGA-DD-A3A7-01,TCGA-DD-A3A8-01,TCGA-DD-A3A9-01,TCGA-DD-A4NA-01,TCGA-DD-A4NB-01,TCGA-DD-A4ND-01,TCGA-DD-A4NE-01,TCGA-DD-A4NF-01,TCGA-DD-A4NG-01,TCGA-DD-A4NH-01,TCGA-DD-A4NI-01,TCGA-DD-A4NJ-01,TCGA-DD-A4NK-01,TCGA-DD-A4NN-01,TCGA-DD-A4NO-01,TCGA-DD-A4NP-01,TCGA-DD-A4NQ-01,TCGA-DD-A4NS-01,TCGA-DD-A73B-01,TCGA-DD-A73C-01,TCGA-DD-A73D-01,TCGA-DD-A73E-01,TCGA-DD-A73F-01,TCGA-DD-A73G-01,TCGA-ED-A459-01,TCGA-ED-A4XI-01,TCGA-ED-A5KG-01,TCGA-ED-A627-01,TCGA-ED-A66X-01,TCGA-ED-A66Y-01,TCGA-ED-A7PX-01,TCGA-ED-A7PY-01,TCGA-ED-A7PZ-01,TCGA-ED-A7XO-01,TCGA-ED-A7XP-01,TCGA-ED-A82E-01,TCGA-EP-A12J-01,TCGA-EP-A26S-01,TCGA-EP-A2KA-01,TCGA-EP-A2KB-01,TCGA-EP-A2KC-01,TCGA-EP-A3JL-01,TCGA-EP-A3RK-01,TCGA-ES-A2HS-01,TCGA-ES-A2HT-01,TCGA-FV-A23B-01,TCGA-FV-A2QQ-01,TCGA-FV-A2QR-01,TCGA-FV-A3R2-01,TCGA-FV-A3R3-01,TCGA-FV-A496-01,TCGA-FV-A4ZP-01,TCGA-FV-A4ZQ-01,TCGA-G3-A25S-01,TCGA-G3-A25U-01,TCGA-G3-A25V-01,TCGA-G3-A25Y-01,TCGA-G3-A25Z-01,TCGA-G3-A3CH-01,TCGA-G3-A3CI-01,TCGA-G3-A3CK-01,TCGA-G3-A5SJ-01,TCGA-G3-A5SK-01,TCGA-G3-A5SL-01,TCGA-G3-A5SM-01,TCGA-G3-A7M5-01,TCGA-G3-A7M6-01,TCGA-G3-A7M7-01,TCGA-G3-A7M8-01,TCGA-G3-A7M9-01,TCGA-HP-A5MZ-01,TCGA-HP-A5N0-01,TCGA-K7-A5RF-01,TCGA-K7-A5RG-01,TCGA-KR-A7K7-01,TCGA-LG-A6GG-01,TCGA-MR-A520-01,TCGA-NI-A4U2-01,TCGA-O8-A75V-01,TCGA-PD-A5DF-01,TCGA-RC-A6M6-01,TCGA-RG-A7D4-01,TCGA-UB-A7MB-01,TCGA-UB-A7MC-01,TCGA-UB-A7MD-01,TCGA-UB-A7MF-01
PLCB4,-0.9406,-1.4699,-4.6082,-2.7274,-2.8262,-4.035,-4.6082,0.346,-4.2934,-4.2934,-4.2934,-5.0116,-3.458,-0.9971,-5.0116,-1.7809,-2.0529,-4.035,-0.6643,-2.1779,-4.035,-4.035,-4.2934,-2.9324,-0.7834,-1.685,-4.6082,-3.0469,-2.7274,-4.035,-6.5064,-3.3076,-5.0116,-3.6259,-0.1993,2.0776,-2.8262,-5.5735,-1.8314,-4.035,-3.816,-1.9379,-3.0469,-2.7274,-3.6259,-1.7809,-3.3076,-2.8262,-2.6349,-1.9379,-3.3076,-2.114,-0.4131,-5.5735,-5.0116,-4.035,-3.458,-2.4659,-6.5064,-4.6082,-5.5735,-3.816,-3.458,-5.5735,-3.6259,-1.8836,-2.9324,0.0854,-0.4719,-2.5479,-2.9324,-3.1714,-1.685,-2.3147,-1.6394,-1.5951,-1.4699,-2.6349,-4.6082,-5.5735,-0.4325,-3.0469,-1.0559,-5.5735,-4.2934,-3.458,-3.816,-4.035,-1.7322,0.6699,-2.114,-1.8836,-0.1187,-0.9132,-2.8262,-2.6349,-3.816,-1.9379,-0.5756,-3.3076,-2.5479,-5.5735,-5.0116,-3.816,-3.6259,-4.035,-3.458,-4.6082,-2.7274,-3.458,-1.1488,-3.1714,-0.4131,-3.1714,-9.9658,-5.5735,-5.5735,-2.9324,-1.8836,-0.0277,-3.0469,-2.3147,-2.5479,-3.6259,-3.816,-9.9658,-3.1714,-1.685,-4.2934,-0.2159,-2.8262,-2.3147,0.1776,-1.0862,-1.2828,-3.0469,-2.114,-5.0116,-3.3076,-3.458,-2.8262,-2.1779,-2.8262,-2.4659,-1.9379,-3.458,-2.7274,-3.0469,-5.0116
PLCD1,2.0569,1.6093,1.2209,2.3308,1.7617,5.0519,3.0481,2.2144,3.4088,1.3679,2.8442,3.8228,2.7336,2.3788,3.3869,3.2959,2.8681,2.824,1.7316,2.3788,0.9115,1.5415,3.3633,2.7139,2.7444,2.4144,1.1512,2.128,2.4571,4.0773,2.376,2.7551,3.7335,2.9148,1.7954,2.2901,2.2513,2.1509,3.2343,2.7051,2.7972,2.0076,2.8838,1.5216,1.6964,3.0842,1.4174,1.5013,1.4704,1.4011,0.7579,1.196,2.2543,3.5791,2.5707,2.7444,2.4359,3.0944,2.6828,2.0254,2.2237,1.1316,3.0002,2.8361,2.5487,2.0776,0.8805,2.1957,1.8996,1.8524,2.3135,1.3735,2.5288,1.5216,2.1444,0.5763,3.1112,1.105,2.5338,2.1766,3.0305,1.2934,2.4412,1.0433,2.5061,2.4831,3.4648,1.736,2.4805,3.2647,2.8994,2.1798,1.9968,1.3511,2.8838,3.2343,1.7912,1.5064,1.3956,2.2299,3.3605,3.0808,2.6715,2.4701,2.2901,2.7679,2.6828,1.2934,1.787,3.1261,2.0638,1.9188,1.5064,1.9452,3.5299,1.7097,2.9413,0.8726,2.0878,2.7657,2.8916,2.5338,1.5709,2.2603,3.551,1.6695,1.5266,2.0218,1.2271,3.8249,1.8643,1.642,3.6872,2.3508,1.8722,2.5011,2.824,2.9674,2.0289,2.0325,1.4911,2.3251,2.4465,1.2271,2.9243,2.183,0.3685,1.9149,2.2931
PLCD3,0.8082,0.7832,0.8488,2.4623,0.346,1.7786,1.4065,2.2452,0.6699,0.9268,1.5709,1.0573,-0.8084,2.036,1.5998,1.5316,0.03,0.044,5.2972,0.4967,3.5324,1.3791,-3.0469,3.9709,2.9052,6.1381,0.8726,1.787,0.4125,2.9875,1.6649,2.0776,3.9308,1.6649,3.2781,5.2142,2.0638,0.9268,4.079,1.8036,-0.2671,1.2147,-1.7322,0.044,0.8805,0.4233,1.0222,-0.2328,2.3423,-0.6873,-0.0277,1.9895,1.7489,0.3907,0.6425,0.3115,0.044,0.8408,-0.3022,-0.1828,-0.3201,0.4125,0.3573,-1.4699,-0.1031,3.7475,6.0213,2.8681,2.4805,1.5165,0.8961,1.3679,2.8858,-0.0574,1.6374,0.517,2.0638,1.5758,-1.5522,1.9638,3.011,1.0079,0.9862,0.6145,3.0757,0.9716,0.4233,1.177,1.3623,1.196,2.6138,2.0183,1.7009,3.4556,0.5859,-0.3022,0.7321,0.5666,5.7777,1.9415,1.1512,-1.5951,0.0158,1.0079,0.03,1.1316,0.2522,-0.7588,1.1512,0.8805,0.8408,2.3019,2.8199,0.9268,0.1519,0.4552,-1.0862,0.8726,0.5859,1.7617,0.4233,0.7579,-0.5756,-1.3921,1.8524,-1.3548,0.2277,0.6608,0.7407,5.2415,0.9419,0.2277,1.9111,1.6558,0.3573,0.9115,1.0847,-1.685,0.5568,0.5955,0.517,-0.1345,0.9935,1.1117,-0.7834,2.0638,1.2209,0.8805,2.4306
PLCD4,-1.6394,-1.7809,-1.9942,-1.5951,-2.6349,-0.4719,-0.4131,0.0158,1.6604,-0.0425,-0.7346,-1.4305,-3.1714,-1.5522,-2.2447,0.3796,-2.5479,-0.4719,-0.5973,-2.3147,-0.9132,-1.9379,-2.9324,1.0007,-1.1488,-0.1031,-2.3884,-0.0877,-1.6394,0.8647,-1.3548,-1.685,2.5804,-2.114,-1.4305,-0.0425,-2.114,-3.1714,-1.2481,-0.8339,-1.9379,-1.685,-1.6394,-0.9971,-2.5479,-2.8262,-2.9324,-3.6259,-1.0559,-2.9324,-1.2828,-1.5522,-1.8836,-3.1714,0.3907,-2.7274,-2.0529,0.4447,-2.8262,-3.816,-2.3884,-2.7274,-3.458,-2.9324,-1.6394,-1.9942,-1.5951,-0.4131,-1.3921,-0.6873,-0.7108,-2.5479,-0.4921,-1.4699,-1.0559,-1.7809,-2.1779,-1.3921,-0.9971,-0.9686,-0.6643,-0.9971,-1.7809,-2.8262,-1.7809,0.3573,-2.3884,-0.4131,-1.8836,-1.0262,-0.8339,-1.5522,-1.8836,0.8246,-1.5522,-0.4325,-1.7322,-1.1811,-1.3921,-2.9324,-3.0469,-2.7274,-2.2447,-1.9379,-2.5479,-1.4699,-3.0469,-4.035,-1.685,-1.5522,-2.1779,-0.9686,-1.8836,-2.0529,-1.9379,-1.8314,2.8076,-2.3884,-1.7809,-1.0862,-3.1714,-0.3201,-2.3884,-2.3147,-1.3548,-2.8262,-1.9379,-2.3147,-2.2447,0.8082,-0.2328,-2.3884,-0.2671,-0.7834,-3.3076,-2.7274,-0.0425,-2.0529,-2.6349,-2.6349,-2.9324,-1.1172,-2.6349,-1.685,-2.9324,-1.3548,-1.685,-2.6349,-2.5479
PLCE1,0.058,0.0158,-0.7588,0.346,-1.2481,-1.4305,-2.3884,1.0363,-2.3147,0.9191,-2.2447,-1.5105,-0.3752,0.8805,-1.685,-0.8339,-2.114,0.3346,0.099,-0.7834,0.1519,1.0503,-1.2481,0.5271,0.8726,1.0711,-0.6873,-0.394,-0.5125,-2.2447,-0.4719,-0.3752,0.3796,-0.8599,1.0711,2.9562,-1.3548,-2.6349,1.5998,-1.8314,-1.1488,0.7233,-2.3884,-1.9942,-0.394,-0.4921,-1.2828,0.7493,-1.1811,-2.7274,-1.4305,0.2881,-0.4921,-0.013,-1.3548,-0.9132,-2.1779,-1.7322,-1.2481,-0.394,-3.1714,-2.8262,-0.6416,-2.0529,-2.8262,-0.1187,0.9862,1.0079,1.9377,0.679,-1.5951,0.5955,0.4657,-1.2828,1.4494,-0.9132,-0.5756,-1.2142,-2.1779,-0.2498,-0.1665,1.7097,1.5612,-2.4659,-1.3548,-1.0262,-1.5105,1.3397,-1.4699,-0.1665,-1.0262,0.1124,-0.1187,0.044,-1.5951,-1.7809,-2.3147,-0.2498,0.4447,-0.8339,-1.7322,-0.6643,-1.8314,-1.7809,-0.2671,-0.7108,-1.685,-2.4659,-1.2481,-0.9971,0.346,0.9191,-0.0877,-1.1811,-0.1665,-1.8836,-1.8836,-0.5125,-1.0559,1.0293,-0.394,-0.0725,-2.4659,-2.4659,-1.8314,-1.9942,-2.4659,0.3685,-1.2828,0.9789,-0.9971,-1.5522,1.692,0.3573,-0.5756,-1.9379,-0.5973,-1.1811,-0.394,-2.1779,-1.8836,-1.2481,0.044,0.5955,-1.7809,0.7916,-0.9132,-0.9971,-1.8836
PLCG1,2.7657,2.9071,4.0567,3.1245,2.4805,2.6556,2.6255,2.9013,3.2359,4.2624,3.5947,3.5387,3.1717,4.2855,3.0463,2.9857,3.5911,3.3336,4.836,3.2662,4.7247,2.651,1.3956,4.197,5.6628,4.4122,4.1069,3.5324,4.4549,4.3869,3.9365,3.8798,3.8269,3.7083,5.0,4.9805,3.2973,3.871,4.421,2.824,4.5173,3.6838,-0.0574,3.4318,3.4088,3.4156,2.2391,2.6302,3.7561,2.7249,2.9167,5.4813,3.3364,4.6793,3.831,1.4388,4.0144,1.8643,1.0079,2.6647,1.1512,1.9786,2.108,0.2154,3.6983,2.9655,3.7857,3.6635,4.4081,3.869,4.7071,4.0225,4.1986,2.7139,4.3562,3.055,5.3413,3.6184,3.6207,3.8249,4.6218,3.2297,3.4569,2.2693,3.8259,3.4224,1.5013,3.2856,3.4726,5.2323,3.8044,4.0926,3.7367,4.0037,1.8996,2.7139,3.1344,3.0671,4.5161,3.8541,4.431,2.5852,2.9281,3.5022,2.9857,4.2173,1.692,0.8488,3.2692,3.0893,2.9948,5.1473,3.7846,2.1988,1.1512,5.4916,2.1378,3.3897,3.0217,4.373,2.8117,3.8739,2.676,2.8779,3.506,1.6281,3.7741,3.154,3.1195,5.2118,2.9618,2.2175,5.5239,3.8729,3.2205,2.5707,4.0909,2.874,2.3366,2.2753,3.5523,2.8442,3.9156,3.8085,3.9599,4.6611,3.1892,3.1876,3.5718
PLCG2,3.2737,4.1086,2.945,2.2901,3.2267,4.1044,6.1483,1.6281,4.9069,3.705,3.1844,-0.2845,2.108,3.5374,3.4504,2.3394,3.1011,2.2813,1.2516,2.8219,1.2992,-0.5543,-0.8084,2.0395,2.7636,4.585,1.5806,2.4908,2.081,2.0844,2.9802,3.3993,1.2455,2.3394,0.1124,2.0776,0.1388,4.5632,2.4805,1.884,2.3592,1.9968,2.8076,3.9719,2.6783,3.6242,1.7744,3.9534,2.3193,2.5487,2.5804,2.2603,1.1512,2.3106,2.0147,0.4016,0.8883,3.7149,1.7273,3.0978,1.6558,2.9394,4.6041,1.2085,1.9415,2.5137,1.1833,3.2496,2.0289,1.642,2.8897,2.9243,2.6805,3.2313,2.6487,3.0145,2.2237,4.245,2.0147,1.1117,3.0127,2.3536,5.1227,2.8422,-0.7346,1.7702,-0.3566,1.0573,3.449,4.2381,3.1261,2.6185,1.5013,3.1491,4.0295,3.0234,2.2723,3.2632,2.7379,1.2209,2.9562,2.043,1.7489,2.3953,2.9525,2.9148,1.2516,2.6232,1.3454,3.4726,2.2901,2.872,3.927,3.0145,-0.6643,1.4704,0.6332,3.5645,2.3732,3.0723,2.8158,2.828,3.9156,2.409,2.9581,3.9974,3.9929,3.0723,4.1772,2.578,3.9002,3.5073,2.3981,2.5462,2.7993,3.2973,4.2847,2.4306,2.2663,3.7762,3.833,2.3423,1.1117,1.3167,3.0092,4.443,2.8622,3.2251,2.233
PLCZ1,-9.9658,-6.5064,-9.9658,-9.9658,-3.816,-9.9658,-5.0116,-3.458,-5.0116,-4.035,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-2.8262,-4.6082,-9.9658,-9.9658,-5.5735,-3.458,-9.9658,-3.816,-6.5064,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-0.6193,-9.9658,-9.9658,-3.3076,-3.458,-9.9658,-9.9658,-6.5064,-2.3884,-9.9658,-3.0469,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-4.6082,-5.0116,-9.9658,-6.5064,-9.9658,-4.2934,-9.9658,-5.0116,-3.3076,-9.9658,-9.9658,-1.2142,-4.6082,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-2.7274,-4.035,-9.9658,-9.9658,-2.9324,-2.3884,-3.0469,-9.9658,-9.9658,-9.9658,-5.0116,-6.5064,-6.5064,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-5.0116,-3.816,-9.9658,-9.9658,-5.0116,-4.035,-9.9658,-6.5064,-3.816,-2.2447,-9.9658,-6.5064,-9.9658,-5.0116,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658
PLD1,3.7857,4.1153,1.6327,2.96,3.2018,1.7229,2.8158,2.9729,2.2175,3.449,1.0363,2.6255,2.9966,3.0944,3.0978,3.3563,0.9935,3.6184,5.6212,3.0498,3.5887,3.5362,2.6208,2.3508,3.3364,1.0363,2.1378,2.2813,3.1908,1.6281,3.1294,1.7744,3.0287,0.3685,2.4934,2.1047,-1.3183,1.196,3.907,3.1245,0.9268,2.9128,1.2815,1.9895,4.5602,3.8739,2.7205,-0.5756,2.6325,1.9638,1.8564,1.6604,3.9561,2.4649,1.0711,-0.1665,-0.394,0.1776,2.4035,-0.9406,1.1447,2.3077,1.7446,1.3109,-0.1665,4.3786,4.5632,2.7951,3.1653,4.245,-0.1345,2.004,3.74,3.1797,3.4739,1.9149,2.7594,2.8522,0.8082,3.3119,3.3076,3.8421,1.8201,-0.6873,-0.6193,3.7389,1.6964,1.6695,3.1797,3.7961,2.5585,2.3953,4.6606,2.9375,3.0428,4.4536,2.2113,1.1577,4.6399,0.346,1.5998,2.004,1.816,1.2455,1.1833,1.2992,2.8014,1.0433,2.2633,2.4623,2.9013,3.3464,3.7625,1.9034,0.9268,1.4335,2.3649,2.5462,2.6043,3.7313,2.5036,2.4649,1.2815,1.4911,3.154,2.4279,-0.3022,2.7551,1.105,4.7038,1.4174,1.3901,3.4543,2.183,3.1653,3.0654,2.9319,0.2998,2.7422,1.692,0.1776,2.1444,3.836,4.2009,1.7532,1.4704,0.8961,1.5661,1.7954
PLD2,2.8381,1.5366,1.5115,2.376,2.1638,1.8119,2.6067,2.5413,2.8034,1.3567,1.0433,1.2085,1.5115,2.8877,2.1114,2.5363,1.9712,1.8564,3.9089,1.4011,2.118,3.4713,0.2998,3.4061,3.992,4.2766,1.8242,1.5758,2.9581,2.8178,2.3843,1.1316,2.0569,2.0979,2.3704,3.5754,2.167,1.1706,3.027,1.7185,0.5568,0.7748,0.3907,0.9268,1.949,1.6875,1.7617,1.5366,2.4857,2.5804,1.8564,2.7721,1.9452,2.8994,1.8996,1.6875,1.7141,1.8801,1.7053,0.9038,1.1447,1.2271,1.7912,0.5666,1.5514,2.561,2.7465,2.8701,2.6828,1.884,1.5064,2.1862,2.2783,1.9073,2.3479,2.3677,3.4048,3.1685,2.3479,2.8402,3.4129,1.7185,2.2237,1.934,1.934,2.2842,2.2513,1.8683,2.651,3.1278,2.9637,4.1111,2.8994,2.2842,3.0287,1.8484,1.9302,1.7403,3.9947,2.0535,1.787,2.5585,3.5249,1.884,2.0912,2.5561,1.8323,1.0847,2.0111,3.1987,1.5013,2.3926,2.8055,1.4652,1.614,2.167,1.674,1.0079,2.0325,2.3479,1.9111,1.7141,2.1047,1.6466,2.5437,1.3623,2.0673,2.108,1.4494,3.8461,3.011,2.1213,3.3689,2.7314,1.4704,2.0076,2.5996,2.874,1.2756,1.6045,0.9343,2.2482,3.2647,2.4753,1.8242,1.9226,1.4174,2.8681,2.3479
PLIN1,0.547,-2.5479,-1.1811,-1.8314,3.0428,-0.9406,0.2642,-0.4521,-0.4719,2.4779,-0.5125,-1.1172,2.004,0.2277,-0.4719,2.9432,1.3735,-1.6394,-2.6349,-0.3201,-1.3183,-0.6416,2.7357,-0.7588,-3.816,-0.4719,1.1706,-0.6873,1.8643,-1.7322,0.2998,-1.1488,-2.9324,4.6224,-2.4659,-3.3076,0.1519,-0.2159,-1.5951,-2.3884,1.4859,0.9419,-0.8339,-2.3884,4.7318,-3.0469,2.9205,-1.3548,-2.5479,1.3051,-0.3383,4.7044,1.3791,3.8739,1.2023,1.9749,3.325,-0.0574,-0.3752,2.081,-0.1504,3.1028,-2.3147,0.044,1.46,1.949,-2.8262,2.1013,2.2299,-0.3752,1.5902,1.3846,0.1257,0.4233,0.3573,3.0411,3.1245,-1.3548,2.9128,-0.0725,1.9111,-1.3548,0.6517,0.8883,3.865,-1.2828,1.5661,-0.5973,1.3567,2.5112,1.8957,2.9262,2.3732,-3.1714,2.4386,4.4283,0.4761,-0.3566,-3.458,1.6512,5.3541,-2.7274,3.9728,2.0912,-0.1504,2.5112,3.0092,-1.4305,2.6138,2.1798,-1.6394,-1.685,-1.0559,-0.7108,-1.3183,2.1509,1.1117,-0.2845,2.2268,3.5461,-0.9406,-0.4719,1.5465,2.296,0.1124,1.8643,1.6558,0.6239,2.2783,1.6327,-1.2828,0.4233,-1.685,-0.013,0.605,3.0927,1.3454,2.0111,-0.1504,0.4233,0.1903,1.412,0.517,-0.4521,3.3717,-0.7834,2.4779,0.8647,1.674
PLIN2,6.304,5.1014,6.4286,7.1881,9.297,5.753,8.3441,7.3598,6.1498,7.8498,6.6676,7.4935,7.1233,7.6078,6.9815,7.7167,6.8924,7.1451,3.2766,8.6372,7.9565,7.6608,7.755,6.2277,5.532,5.425,8.9489,6.3867,8.5249,7.0719,7.0624,5.2895,7.3582,7.4462,8.4403,5.4559,5.0824,6.5862,6.4345,5.5373,7.1561,8.8431,5.437,7.2939,6.3071,4.6988,8.0838,5.9367,5.66,6.8751,5.5931,6.8595,6.4801,10.6654,5.7885,6.0034,8.5254,7.1897,5.6913,8.075,6.5581,7.3908,5.1627,7.6717,6.9012,6.2702,5.9955,5.7541,7.1927,7.6696,7.2662,6.7349,9.2234,5.9397,7.0124,6.7759,5.8245,4.2095,6.6607,8.6588,8.4643,7.9789,6.3982,7.3415,6.2808,6.1975,6.2106,9.0008,7.6311,5.7853,8.818,8.7285,6.8846,6.3549,7.2535,5.6215,7.552,6.0231,2.8622,6.7384,6.5062,4.6201,7.9893,5.9957,5.2559,6.1254,5.7178,5.1684,7.5727,6.1252,7.3603,7.4447,6.5103,7.8536,6.3165,6.6279,5.4202,9.8112,7.2694,8.4532,6.3171,7.2408,8.6911,6.5916,5.7041,7.9224,8.1943,7.8879,5.9277,7.2684,6.8401,6.5884,9.0076,6.5541,7.2098,8.9637,6.7629,7.4608,6.1046,7.6302,8.2048,6.4808,8.2703,7.982,7.0664,8.6306,7.4724,6.7336,6.6491
PLIN4,3.8501,0.5069,2.4857,1.4808,1.4228,2.7805,3.1572,4.4088,3.0056,2.791,2.6043,-0.2159,1.2696,2.2299,2.05,3.7909,0.8568,0.4233,-4.035,-0.7588,1.2636,-0.1345,0.5568,-0.7834,-3.6259,0.1648,1.4859,1.9188,0.1257,1.5612,2.0912,2.1047,4.6277,2.2482,-4.2934,-0.6416,1.0079,1.2394,1.6093,1.4704,-0.9971,0.4865,0.1648,1.0573,2.4934,1.9564,4.0833,3.0092,1.9188,1.683,1.5902,4.8002,-0.1345,3.9617,0.2881,0.0014,1.8119,1.5854,1.736,3.9709,0.8488,3.9051,0.8961,2.8199,1.7316,1.7273,0.434,3.9719,3.3563,2.1247,2.2144,1.125,4.7693,1.4228,1.9415,1.6604,0.5859,1.5854,2.0183,2.5036,1.8282,0.6145,3.4687,-0.1031,2.6418,1.9226,4.2571,3.6359,2.0912,-0.1031,1.8801,0.434,2.4831,4.2699,1.8643,1.4756,2.0979,1.3956,-3.458,3.2541,1.3846,2.167,2.2931,1.1447,1.4547,0.8164,3.3842,0.6517,3.2496,2.0535,1.4281,2.5313,1.7316,0.5763,1.125,1.1117,1.5316,2.2113,2.0395,2.1013,2.1638,0.8327,4.1078,1.7273,0.058,2.5213,1.683,0.7321,1.3679,2.7139,1.7273,4.981,1.9712,1.6695,1.9749,2.9262,2.328,2.2452,0.9568,4.0892,3.5982,0.8805,1.1706,0.4967,0.537,2.8799,1.6785,2.8014,3.4061
PLIN5,4.298,3.5572,4.3263,2.8994,3.4778,5.5976,5.1631,6.7461,5.8194,4.2593,4.1441,0.9268,4.2343,3.4075,4.5148,4.6059,2.8219,2.3106,-2.3147,3.5803,1.9968,2.1411,3.8531,0.7664,-5.5735,3.8187,4.3569,3.2435,2.5634,-0.2671,3.9974,4.8655,5.8205,4.0233,-3.3076,-1.8314,1.8201,4.7291,2.4857,4.4906,3.6555,3.5596,4.3583,3.835,5.5261,4.306,4.2235,0.6969,5.3643,3.3221,4.5608,5.3086,3.506,3.0757,1.7141,2.8936,1.125,3.4583,4.1111,3.3061,4.8753,5.4115,4.7624,5.7002,4.5211,3.8591,3.47,5.1764,4.2056,4.9542,4.3576,4.1327,5.151,5.6528,4.3793,5.3385,4.5916,5.0884,4.9021,3.5047,4.9341,3.7083,3.3563,5.2021,3.5424,4.6866,5.0383,4.9566,4.2404,3.1294,3.4371,3.7421,3.7961,2.6624,5.3427,3.1765,4.8258,4.3674,1.7575,5.5522,4.4913,4.2995,4.8223,3.6417,3.7561,4.1078,4.3972,4.14,4.3449,4.2862,3.0995,5.55,3.793,2.6114,2.5948,3.027,4.9251,3.6417,3.4622,2.96,3.2096,2.96,4.3979,4.149,2.7465,4.3779,3.5473,2.8641,4.588,3.8541,4.6393,4.5411,2.7594,4.1425,3.4116,3.8177,3.741,3.8886,4.439,3.7345,2.9243,4.026,3.5584,2.5634,3.0568,2.7636,4.7645,3.8421,5.2134
PLK1,0.7233,1.8524,1.7097,4.6668,-0.1504,2.5112,2.9929,3.6359,2.727,1.7912,0.9038,3.8239,2.5683,1.5165,0.7664,1.7532,3.4264,3.5262,3.0602,2.5213,4.8207,4.1716,0.8883,5.1306,5.3548,4.2899,3.9737,3.222,3.7061,4.9317,3.7971,2.2573,4.5405,1.2209,4.8074,5.6542,3.7762,1.7446,4.3492,3.2313,1.934,2.1213,0.688,0.7664,-0.1187,3.47,-0.1828,-0.2498,2.118,-2.1779,1.8242,2.8779,1.7489,3.3336,3.8208,1.0363,0.5069,1.4174,0.6699,-2.5479,1.9564,-0.1187,2.5011,1.8242,0.2762,1.0847,2.05,-0.1665,1.5415,3.8249,-1.5951,0.5859,2.2144,-0.8599,3.492,-0.3383,2.9729,-0.7346,-1.8314,3.6393,0.6239,3.0127,-0.1993,-0.1993,-0.3201,2.9071,2.1476,3.6359,0.1776,2.7161,0.3796,2.7572,3.3952,3.222,0.5568,3.3506,2.6738,1.9749,0.688,-0.2328,0.3346,2.9857,3.0358,1.6695,1.7403,2.8955,-0.5543,-1.0262,1.8996,1.1447,1.8879,1.9822,-0.4131,0.679,2.8321,3.8481,2.8701,2.1702,-0.0425,2.4008,0.9642,1.934,-0.2498,0.4125,1.412,-1.3548,-0.0574,2.3308,-0.8339,2.7721,-0.2159,-0.9686,5.3917,0.8883,-1.5105,-1.1488,2.7847,2.4727,1.3283,-1.3548,-1.0559,1.8404,2.7422,3.7171,3.867,3.9901,2.5536,1.3511,3.1212
